ISLAND CITY MALL,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF NOVEMBER 4, 2021",,,,,,
INCODE,VARIANT,DESC,UNIT,QUANTITY,COST W/O VAT,AMOUNT W/O VAT
820798,V0003,PLASTIC SLINDING FOLDER W/O SLIDE LONG VARIANT,PCS,416,2.5,"1,040"
820799,V0002,PLASTIC SLINDING FOLDER W/O SLIDE SHRT VARIANT,PCS,258,2.14286,552.85788
820799,V0003,PLASTIC SLINDING FOLDER W/O SLIDE SHRT VARIANT,PCS,"1,097.00",2.14286,"2,350.72"
820962,,MARINE CANARY BOND S16 SHORT 500s,REAM,100,102.67857,"10,267.86"
821110,,CLASSIC PETALS BOND S16 SHORT 10s,PACK,4,2.3225,9.29
821111,,CLASSIC PETALS JOURNAL SHEET 10s,PACK,29,3.57138,103.57002
821112,,CLASSIC PETALS JOURNAL SHEET 20s,PACK,9,7.14333,64.28997
821113,V0001,CLASSIC PETALS COLUMNAR SHEET 20s VARIANT,PACK,6,7.14292,42.85752
821113,V0002,CLASSIC PETALS COLUMNAR SHEET 20s VARIANT,PACK,6,7.14292,42.85752
821113,V0003,CLASSIC PETALS COLUMNAR SHEET 20s VARIANT,PACK,24,7.14292,171.43008
821388,V0001,CLASSIC PETALS CROSSECTION PAPER 10s VARIANT,PACK,27,3,81
821390,,ARMVET EC067 EXCRETORY SYSTEM,PCS,112,2.23215,250.0008
821429,,FLYING EAGLE PRE CUT PLASTIC COVER PC10,ROLL,650,17.5,"11,375.00"
821430,,FLYING EAGLE PRE CUT PLASTIC COVER PC115,ROLL,250,20,"5,000.00"
821431,,FLYING EAGLE PRE CUT PLASTIC COVER PC135,ROLL,200,22.5,"4,500.00"
821435,,ARMVET EC026 LIFE CYCLE OF A MOSQUITO,PCS,8,2.23231,17.85848
821438,,ARMVET EC031 FILIPINO SCIENTIST n INVENTORS,PCS,4,2.2325,8.93
821439,,ARMVET EC034 HUMAN SKELETON,PCS,1,2.23,2.23
821443,,ARMVET EC040 GYMNASTICS,PCS,25,2.0535,51.3375
821444,,ARMVET EC045 LIVING THINGS,PCS,1,2.06,2.06
821446,,ARMVET EC054 PARTS OF THE TONGUE,PCS,30,2.23203,66.9609
821447,,ARMVET EC061 TYPES OF CLOUDS,PCS,30,2.0536,61.608
821448,,ARMVET EC062 TYPES OF ROCKS,PCS,15,2.23217,33.48255
821450,,ARMVET EC068 CIRCULATORY SYSTEM,PCS,12,2.0535,24.642
821453,,ARMVET EC074 PART OF THE FLOWERS,PCS,14,2.05348,28.74872
821454,,ARMVET EC075 FEMALE REPRODUCTIVE SYSTEM,PCS,19,2.05357,39.01783
821455,,ARMVET EC076 MALE REPRODUCTIVE SYSTEM,PCS,28,2.05368,57.50304
821458,,ARMVET EC079 PARTS OF THE EYE,PCS,33,2.2322,73.6626
821460,,ARMVET EC081 SUBTRACTION TABLES,PCS,28,2.05,57.4
821462,,ARMVET EC083 MAP OF THE PHILIPPINES,PCS,5,2.054,10.27
821466,,ARMVET EC087 ARMM,PCS,26,2.23225,58.0385
821468,,ARMVET EC089 ZAMBOANGA,PCS,26,2.0535,53.391
821670,,LLEH 12S LILI n LALA PL ENV WPRNT n HDL SHRT,PCS,48,40.625,"1,950.00"
821673,,LLEPH 12L LILI n LALA COL ENV W/PATCH HDL LNG,PCS,46,46.875,"2,156.25"
821718,,VICTORIA TWP SHORT VTYP20 20s,PACK,102,17.30357,"1,764.96"
821893,,NATARAJ WAX CRAYON 90mm 16colors,SET,60,24.1072,"1,446.43"
821901,,CPPI UNIVERSITY NB HOT COLOURS 100x80lvs,PCS,400,14.10714,"5,642.86"
822147,,LYRA ROBINSONS PENCIL 2,PCS,144,3.28125,472.5
822398,,CRYSTAL SCISSORS SS COATED 6inc S2148,PCS,60,42.4375,"2,546.25"
822922,,JB DRAGON RULER FLEXI 6inches,PCS,100,1.6072,160.72
822924,,JB EXPANDING BAG AS 02L A4 W/HANDLE,PCS,6,44.01833,264.10998
822937,,TEAMSTAR STAPLER No10 T01012,PCS,144,38.16964,"5,496.43"
822961,,TEAMSTAR SCISSOR 4inches T19000,PCS,180,5.9375,"1,068.75"
822962,,TEAMSTAR SCISSOR 5inches T19005,PCS,84,7.63393,641.25012
822969,,TEAMSTAR PAPER CLIP VYNYL T20101 33 SML,BOX,270,5.08929,"1,374.11"
822970,,TEAMSTAR PAPER CLIP T20101 50 BIG,BOX,300,12.72321,"3,816.96"
822971,,TEAMSTAR CUTTER BLADE SMALL T18027 10s,TUBE,100,5.08929,508.929
823094,V0001,IDOL BALLPEN 0.5mm VARIANT,PCS,528,4.82143,"2,545.72"
823094,V0003,IDOL BALLPEN 0.5mm VARIANT,PCS,624,4.82143,"3,008.57"
823095,V0003,NINJA BALLPEN 0.5mm VARIANT,PCS,840,4.82143,"4,050.00"
823095,V0001,NINJA BALLPEN 0.5mm VARIANT,PCS,"1,056.00",4.82143,"5,091.43"
823124,V0008,JOLLY ART PAPER RP AP10 10s VARIANT,PACK,25,10.52167,263.04175
823124,V0010,JOLLY ART PAPER RP AP10 10s VARIANT,PACK,100,10.52167,"1,052.17"
823124,V0001,JOLLY ART PAPER RP AP10 10s VARIANT,PACK,115,10.52167,"1,209.99"
823200,,CHOSCH CS122 HILITER ASSTD,PCS,30,10,300
823206,,SHELVINA ART PAPER 10s VIOLET,PACK,10,4.429,44.29
823273,,MESH ENVELOPE LONG,PCS,48,14.28563,685.71024
823300,V0003,SNOWMAN BALLPEN SM 55 VARIANT,PCS,912,1.74107,"1,587.86"
823301,V0003,SNOWMAN BALLPEN SM 800 VARIANT,PCS,480,2.5,"1,200"
823305,,SNOWMAN COLOR PENCIL SHORT 12s,SET,48,5.95535,285.8568
823363,,MERIT OSLO PAPER 20s,PACK,300,17.91295,"5,373.89"
823446,,PAPERLINK WRAPPER CTD CHRISTMAS 500s,PCS,"26,000.00",2.14286,"55,714.36"
823457,,METALLIC FOIL VIOLET 200MT,1/2MT,800,4.78795,"3,830.36"
823469,V0007,P/X PRESSBOARD FOLDER LONG VARIANT,PCS,200,7.5893,"1,517.86"
823470,V0001,P/X PRESSBOARD FOLDER SHORT VARIANT,PCS,100,8.44,844
823470,V0004,P/X PRESSBOARD FOLDER SHORT VARIANT,PCS,100,8.44,844
823470,V0003,P/X PRESSBOARD FOLDER SHORT VARIANT,PCS,200,8.44,"1,688"
823470,V0005,P/X PRESSBOARD FOLDER SHORT VARIANT,PCS,275,8.44,"2,321"
823470,V0007,P/X PRESSBOARD FOLDER SHORT VARIANT,PCS,275,8.44,"2,321"
823470,V0008,P/X PRESSBOARD FOLDER SHORT VARIANT,PCS,275,8.44,"2,321"
823504,,JOY PAPER CLIP VINYL 33mm,PCS,80,7.8125,625
823513,,LCT TRIANGULAR SCALE No3030,PCS,24,38.16958,916.06992
823518,,DINGLI DL2160 PAPER CLIP VINYL STRIPE,PCS,84,7.20982,605.62488
823519,,DINGLI DL2164 PAPER CLIP VINYL PLAIN,PCS,12,6.78571,81.42852
823527,,CLEARBOOK RAINBOW DESIGN A4,PCS,36,20.625,742.5
823535,V0002,HBW BALLPEN ATI 18 60x20s VARIANT,PCS,800,5.35715,"4,285.72"
823536,V0003,JOY PERMANENT MARKING INK MI 30ML VARIANT,PCS,25,16.4732,411.83
823647,,ARMVET EC133/030 SIMPLE MACHINES,PCS,94,2.05362,193.04028
823908,V0003,FABER CASTELL BALLPEN LV5 VARIANT,PCS,500,8.83929,"4,419.65"
824021,,EXPH 12BL EXP ENV W/PRINT n HDL LONG,PCS,70,46.875,"3,281.25"
824025,,LLZH 001 LILI n LALA ENV W/ZIPPER n HDL LONG,PCS,48,53.125,"2,550.00"
824091,,FABER CASTELL 122408 CRAYON 8col,SET,144,10.36608,"1,492.72"
824092,,FABER CASTELL 122416 CRAYON 16col,SET,72,21.29463,"1,533.21"
824094,,FABER CASTELL 188648D ERASER DFREE WHT 48s,PCS,336,8.48214,"2,850.00"
824112,,ARIES YARN NB NEON SPLASH 200x80lvs,PCS,60,8.46967,508.1802
824135,V0003,EASY ACTIVE GEL PEN VARIANT,PCS,48,3.70542,177.86016
824158,,EASY PROTRACTOR SMALL,PCS,-1,1.61,-1.61
824159,,EASY PROTRACTOR BIG,PCS,"1,152.00",4.36,"5,022.72"
824293,,PACIFIC HER PENCIL CASE POUCH 634,PCS,6,12.72333,76.33998
824308,,PACIFIC HER POUCH BAG ANGRY BIRD P04,PCS,24,15.26786,366.42864
824311,,PACIFIC HER POUCH BAG No XY01,PCS,15,10.178,152.67
824313,,PACIFIC HER POUCH BAG No XY05,PCS,18,10.17889,183.22002
824442,V0001,MAC PAPER PATTERN 8x11 12s VARIANT,PACK,100,18.25893,"1,825.89"
824457,,MAC PAPER COIN BROWN ENV No6 25s,PACK,20,12.67857,253.5714
824459,,READY MADE L PLAN IN MAKABAYAN/MSEP 6,PCS,6,249.84333,"1,499.06"
824469,,A OLIVAREZ LESSON PLAN IN FILIPINO 3,PCS,5,231.094,"1,155.47"
824470,,A OLIVAREZ LESSON PLAN IN FILIPINO 4,PCS,5,231.094,"1,155.47"
824472,,A OLIVAREZ LESSON PLAN IN FILIPINO 6,PCS,5,231.094,"1,155.47"
824530,,DELI STUDENT RULER SET HARD CASE No9599,SET,33,21.65182,714.51006
824531,,DELI STUDENT RULER SET n POUCH No9597,SET,36,19.05333,685.91988
824635,V0004,LIMCHEN PRICE TAG NEON COLOR VARIANT,ROLL,60,8,480
824906,,MONGOL SHARPENER JUNIOR 48s,PCS,144,17.63394,"2,539.29"
824907,,MONGOL SHARPENER TWIN 48s,PCS,240,29.24106,"7,017.85"
824980,,MESH POUCH SHORT 1600s,PCS,"1,319.00",6.25,"8,243.75"
824986,V0003,STABILO BP PERFORMER EXTRAFINE 898/3 VAR,PCS,200,12.5,"2,500"
825042,,LIMCHEN GLITTER DUST in PAD ASSTD 20s,PCS,120,1.14508,137.4096
825168,,PACIFIC HER POUCH BAG 24371 1,PCS,24,19.50875,468.21
825377,,TEAMSTAR TAPE DISPENSER BIG T11010/T20031,PCS,12,63.61607,763.39284
825494,,SONOMA ILLUST BRD WP 20x30 WHITE/BLACK,PCS,400,29.01786,"11,607.14"
825534,,PEDIASURE 1 to 3 VANILLA BOX 6x400G,BOX,42,425.64276,"17,877.00"
825535,,PEDIASURE 1 to 3 VANILLA BOX 9x900G,BOX,54,933.31259,"50,398.88"
825536,,PEDIASURE 1 to 3 BOX CHOCO 9x900G,BOX,99,"1,002.75","99,272.25"
825580,,CLEENE ETHYL ALCOHOL 70P 4x1GAL,GAL,84,432.32502,"36,315.30"
825588,,ANLENE PLAIN 12x5+1/30G,PACK,420,66.61678,"27,979.05"
825627,,NARCISSUS WHOLE CHOICE MUSHROOM 16x3/198G,PACK,80,67.09838,"5,367.87"
825628,,NARCISSUS WHOLE CHOICE MUSHROOM 8x3/400G,PACK,32,94.0173,"3,008.55"
825685,V0010,EHB ART PAPER 10s VARIANT,PACK,100,8.71875,871.875
825685,V0002,EHB ART PAPER 10s VARIANT,PACK,200,8.71875,"1,743.75"
825685,V0004,EHB ART PAPER 10s VARIANT,PACK,200,8.71875,"1,743.75"
825685,V0006,EHB ART PAPER 10s VARIANT,PACK,200,8.71875,"1,743.75"
825685,V0007,EHB ART PAPER 10s VARIANT,PACK,200,8.71875,"1,743.75"
825685,V0016,EHB ART PAPER 10s VARIANT,PACK,200,8.71875,"1,743.75"
825686,,EHB ART PAPER 20s VARIANT,PACK,5,14.46431,72.32155
825686,V0003,EHB ART PAPER 20s VARIANT,PACK,50,14.46422,723.211
825689,,EHB DRAWING BOOK,PCS,400,12.57589,"5,030.36"
825779,,ANGELS FLO 70P ETHYL ALCOHOL SPRAY 48x50ML,PCS,432,28.06071,"12,122.23"
825780,,ANGELS FLO 70P ETHYL ALCOHOL SPRAY 48x100ML,PCS,336,31.76317,"10,672.43"
825781,,ANGELS FLO 40P ETHYL ALCOHOL 48x250ML,PCS,480,27.74893,"13,319.49"
825865,,ANGELS FLO 70P ETHYL ALCOHOL 48x250ML,PCS,240,34.02362,"8,165.67"
825868,,ANGELS FLO 70P ETHYL ALCOHOL 12x1L,PCS,84,128.61161,"10,803.38"
825869,,ANGELS FLO 70P ISOPROPYL ALC SPRAY 48x50ML,PCS,576,27.70996,"15,960.94"
825870,,ANGELS FLO 70P ISOPROPYL ALC SPRAY 48x100ML,PCS,528,32.4413,"17,129.01"
825871,,ANGELS FLO 70P ISOPROPYL ALCOHOL 36x500ML,PCS,180,69.97251,"12,595.05"
825872,,BUBBLE QUEEN DISINFECTANT 4x1GAL,GAL,24,198.43214,"4,762.37"
825873,,BUBBLE QUEEN HANDSOAP 4x1GAL,GAL,63,188.82522,"11,895.99"
825875,,CELL 7X14 004 EXCELLENT,PACK,170,145.95,"24,811.50"
825965,,EXCEL PRINTED TAPE FREE 1x100m,ROLL,174,17.85713,"3,107.14"
825975,V0012,ARMVET CHART VARIANT,PCS,15,4.25,63.75
825975,V0006,ARMVET CHART VARIANT,PCS,16,4.25,68
825975,V0056,ARMVET CHART VARIANT,PCS,16,4.25,68
825975,V0024,ARMVET CHART VARIANT,PCS,18,4.25,76.5
825975,V0037,ARMVET CHART VARIANT,PCS,33,4.25,140.25
825975,V0039,ARMVET CHART VARIANT,PCS,33,4.25,140.25
825975,V0002,ARMVET CHART VARIANT,PCS,37,4.25,157.25
825975,V0007,ARMVET CHART VARIANT,PCS,41,4.25,174.25
825975,V0040,ARMVET CHART VARIANT,PCS,41,4.25,174.25
825975,V0060,ARMVET CHART VARIANT,PCS,60,4.25,255
825979,,SUN ACE WRAPPER ALL OCCASION 500s,PCS,500,1.78571,892.855
826027,,METALLIC FOIL ORANGE 200MTR,1/2MT,"1,600.00",4.78795,"7,660.72"
826135,,ALL SPORTS MEDAL GOLD SMALL,PCS,275,8.48215,"2,332.59"
826141,,ALL SPORTS MEDAL GOLD BIG,PCS,275,10.26785,"2,823.66"
826305,,OPEN GUN TACKER OSGT 01,PCS,12,401.78583,"4,821.43"
826564,,TOMODACHI GRAPHING PAPER 20s,PACK,400,16.32813,"6,531.25"
826580,V0002,VICTORIA ART PAPER 10s VARIANT,PACK,45,8.70537,391.74165
826689,,ANGELS FLO 70P ETHYL ALCOHOL 36x500ML,PCS,324,64.53964,"20,910.84"
826707,,DONG A PC119029 GLUE GEL 40ML,PCS,180,14.30357,"2,574.64"
826708,,DONG A PC119030 GLUE GEL 60ML,PCS,528,20.08929,"10,607.15"
826764,,MINUTE MAID FRESH PINEAPPLE 10x200ML,PCS,"1,740.00",6.37763,"11,097.08"
826767,,COCA COLA REGULAR CAN 5+1/325ML,PACK,1,111.68733,111.68733
826878,V0007,ARIES WRITING NB 200x80lvs VARIANT 2,PCS,"2,000.00",8.58036,"17,160.72"
826878,V0012,ARIES WRITING NB 200x80lvs VARIANT 2,PCS,"2,400.00",13.83929,"33,214.30"
826878,V0013,ARIES WRITING NB 200x80lvs VARIANT 2,PCS,"6,000.00",13.83929,"83,035.74"
826879,V0011,ARIES COMPO NB 200x80lvs VARIANT 2,PCS,-180,8.5803575,"-1,544.46"
826879,,ARIES COMPO NB 200x80lvs VARIANT 2,PCS,200,8.8482,"1,769.64"
826879,V0012,ARIES COMPO NB 200x80lvs VARIANT 2,PCS,400,8.84821,"3,539.28"
826879,V0007,ARIES COMPO NB 200x80lvs VARIANT 2,PCS,"2,000.00",8.58036,"17,160.72"
826879,V0010,ARIES COMPO NB 200x80lvs VARIANT 2,PCS,"9,600.00",8.84821,"84,942.82"
826885,,ARIES UNIVERSITY YARN NB 100x80lvs VARIANT,PCS,-100,14.9375,"-1,493.75"
826885,V0006,ARIES UNIVERSITY YARN NB 100x80lvs VARIANT,PCS,100,14.9375,"1,493.75"
826886,V0012,ARIES YARN NB 200x80lvs VARIANT,PCS,200,14.73214,"2,946.43"
826886,V0013,ARIES YARN NB 200x80lvs VARIANT,PCS,"2,000.00",14.73214,"29,464.28"
826914,,LIMCHEN CY1011 A4 CLEARBOOK REFILL THICK,SET,100,18.66071,"1,866.07"
826915,,LIMCHEN CY1011 FC CLEARBOOK REFILL THICK,SET,199,22.90179,"4,557.46"
826969,,ADVANCE YARN NB COLOR CODING 200x80lvs,PCS,"1,000.00",10.125,"10,125.00"
827078,V0003,ARMVET FLASH CARD BIG VARIANT,PACK,8,27.41063,219.28504
827078,V0005,ARMVET FLASH CARD BIG VARIANT,PACK,8,27.41063,219.28504
827079,V0006,ACCORDION FLASH CARD VARIANT,PACK,3,15.2,45.6
827079,V0003,ACCORDION FLASH CARD VARIANT,PACK,7,15.2,106.4
827079,V0004,ACCORDION FLASH CARD VARIANT,PACK,7,15.2,106.4
827079,V0007,ACCORDION FLASH CARD VARIANT,PACK,7,15.2,106.4
827137,V0001,EVERLUCKY ZODIAC SIGN STICKER 3x4 VARIANT,PACK,30,6.5,195
827140,,EVERLUCKY GOLD STATIONARY TAPE 1inch CLR,ROLL,144,1.78571,257.14224
827444,,JB BROWN ENV W/PLASTIC SHORT BRE 04S,SET,548,4.55358,"2,495.36"
827573,,ABSTRACT NB PADDED HB HG150A5 015,PCS,29,51.07138,"1,481.07"
827610,,ADLER ORGANIZER NB PU No5,PCS,6,87.5,525
827611,,ADLER ORGANIZER NB PU No7,PCS,6,129.375,776.25
828133,,MERIT GELAPEN 0.5 BLUE 12s,PCS,"4,308.00",8.4,"36,187.20"
828152,V0007,TITUS COLORS BALLPEN 0.5 50s VARIANT,PCS,"2,000.00",4.0626,"8,125.20"
828152,V0005,TITUS COLORS BALLPEN 0.5 50s VARIANT,PCS,"2,350.00",4.0626,"9,547.11"
828286,,ARMVET GIFT TAG FLAT ALL OCCASION 100s,PCS,"8,000.00",0.08482,678.56
828351,,UNIJETTE CLEARBOOK REFILLABLE SHORT 20pckt,PCS,138,21.42857,"2,957.14"
828352,,UNIJETTE CLEARBOOK REFILLABLE LONG 20pckt,PCS,376,23.21429,"8,728.57"
828389,,UNI BALLPEN LITE BLACK INK 1728s,PCS,"5,184.00",3.19524,"16,564.12"
828437,,K to 12 LESSON PLAN FILIPINO 1,PCS,5,249.844,"1,249.22"
828438,,A OLIVAREZ LESSON PLAN HEKASI 6,PCS,5,231.094,"1,155.47"
828449,V0002,G T BALLPEN PRESTIGE GT55 0.7mm VAR,PCS,200,3.17412,634.824
828449,V0003,G T BALLPEN PRESTIGE GT55 0.7mm VAR,PCS,350,3.17412,"1,110.94"
828450,V0003,GT 8 GENESIS BALLPEN 0.7mm SEMI GEL VAR,PCS,228,3.1741,723.6948
828450,V0002,GT 8 GENESIS BALLPEN 0.7mm SEMI GEL VAR,PCS,396,3.1741,"1,256.94"
828451,V0002,G T PERMANENT MARKER GT118 12s VARIANT,PCS,120,7.33,879.6
828451,V0003,G T PERMANENT MARKER GT118 12s VARIANT,PCS,564,7.33,"4,134.12"
828459,,PROTEX LIQUID HAND SOAP FAMILY 12x250ML,PCS,24,74.64333,"1,791.44"
828461,,PROTEX LIQUID HAND SOAP PROPOLIS 12x250ML,PCS,24,74.64333,"1,791.44"
828462,,PALMOLIVE LIQ HAND SOAP AB WHITE TEA 24x250ML,PCS,48,73.54,"3,529.92"
828463,,PALMOLIVE LIQ HAND SOAP AB LIME 24x250ML,PCS,96,74.64333,"7,165.76"
828467,,PALMOLIVE LIQ HAND SOAP AB DEFENSE 24x250ML,PCS,96,74.64333,"7,165.76"
828469,,PALMOLIVE LIQ HAND SOAP AB SEA MINRLE 24x250ML,PCS,96,82.14333,"7,885.76"
828470,,PALMOLIVE LIQ HAND SOAP AB WHITE TEA 24x500ML,PCS,72,139.33917,"10,032.42"
828475,,PALMOLIVE LIQ HAND SOAP AB LIME 24x500ML,PCS,72,139.33917,"10,032.42"
828477,,PALMOLIVE LIQ HAND SOAP AB WHITE TEA 12x1L,PCS,72,255.455,"18,392.76"
828478,,PALMOLIVE LIQ HAND SOAP AB LIME 12x1L,PCS,36,259.2875,"9,334.35"
828479,,PROTEX HAND SANITIZER 24x500ML,PCS,24,352.18708,"8,452.49"
828481,,PROTEX HAND SANITIZER 24x55ML,PCS,48,54.07583,"2,595.64"
828482,,TENDER CARE BABY WASH SAKURA+TALC 12x200ML,PCS,36,78.65583,"2,831.61"
828483,,BONAMIL MILK POWDER 36x350G,BOX,"4,500.00",159.40261,"717,311.75"
828509,,DIRECT THERMAL STKR PLN WHT 40mmx40mm,ROLL,740,48.21429,"35,678.57"
828548,V0002,ARMAK SEALER TAPE 9mm VARIANT,ROLL,64,16.51785,"1,057.14"
828548,V0005,ARMAK SEALER TAPE 9mm VARIANT,ROLL,144,16.51785,"2,378.57"
828549,V0002,CROCO PVC TAPE 9mm VARIANT,ROLL,1,16.51787,16.51787
828549,V0005,CROCO PVC TAPE 9mm VARIANT,ROLL,348,16.51787,"5,748.22"
828607,,MERIT GRAPHING PAPER 20s,PACK,300,13.72768,"4,118.30"
828608,,MERIT ART PAPER ASSORTED 10s,PACK,-2,8.37054,-16.74108
828636,,SIMILAC TUMMICARE HW TWO 6x800G,BOX,6,957.89294,"5,747.36"
828637,,SIMILAC TUMMICARE HW TWO 4x1.6KG,BOX,8,"1,715.70","13,725.57"
828650,,GOYA 100P NATURAL COCOA POWDER 10x200G,PCS,50,132.04211,"6,602.11"
828652,,BASIC LAUNDRY SOAP BLUE 144x1s,PCS,144,6.02679,867.85776
828661,,ZEST O FRESH PICK JUICE DRINK APPLE 10x200ML,PCS,400,7.12402,"2,849.61"
828668,,OREO CHOCOLATE WAFER ROLL 20x54G,BOX,40,25.63464,"1,025.39"
828669,,OREO VANILLA WAFER ROLL 20x54G,BOX,180,25.63459,"4,614.23"
828670,,TANG LYCHEE 144x20G,PCS,"3,168.00",13.57397,"43,002.34"
828674,,ENTRASOL PLATINUM VANILLA 24x200G,BOX,120,241.6192,"28,994.30"
828676,,ENTRASOL PLATINUM VANILLA 12x600G,BOX,48,666.5625,"31,995.00"
828677,,ENTRASOL PLATINUM CHOCOLATE 24x200G,BOX,120,241.6192,"28,994.30"
828844,,OPEN QUICK NOTES YEL QN05 3x5 12s,PAD,12,12.94667,155.36004
828867,V0001,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,100,8.71875,871.875
828867,V0006,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,100,8.43751,843.751
828867,V0002,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,175,8.43751,"1,476.56"
828867,V0003,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,200,8.71875,"1,743.75"
828867,V0004,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,200,8.71875,"1,743.75"
828867,V0007,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,200,8.71875,"1,743.75"
828867,V0008,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,200,8.71875,"1,743.75"
828867,V0005,EHB EXP FOLDER SHORT LOCAL VARIANT,PCS,300,8.71875,"2,615.63"
828868,V0008,EHB EXP FOLDER LONG LOCAL VARIANT,PCS,-100,9.64286,-964.286
828868,V0002,EHB EXP FOLDER LONG LOCAL VARIANT,PCS,200,9.64286,"1,928.57"
828903,,CRYSTAL SCISSOR SS W/HOLES 6inc S3283,PCS,60,36.375,"2,182.50"
829005,V0003,YOKEN 10 FINE PERMANENT MARKER VARIANT,PCS,12,0.89,10.68
829106,,SMILE BOHO WHITE/BLACK BOARD ERASER,PCS,144,10.04472,"1,446.44"
829201,V0003,G T PERMANENT MARKER GT228 12s VARIANT,PCS,192,7.1428,"1,371.42"
829476,V0003,DONG A HI GLIDDER 100 0.5 VARIANT,PCS,60,10.71431,642.8586
829476,V0002,DONG A HI GLIDDER 100 0.5 VARIANT,PCS,420,10.71431,"4,500.01"
829544,,TOMODACHI BLANK SCRATCH PAD TBSP1,PAD,504,3.39286,"1,710.00"
829545,,TOMODACHI BLANK SCRATCH PAD TBSP2,PAD,150,4.24107,636.1605
829546,,TOMODACHI BLANK SCRATCH PAD TBSP3,PAD,150,5.9375,890.625
829547,,WRITETECH YELLOW PENCIL 2880s,PCS,107,1.25,133.75
829548,V0002,MAX STAPLER TOKYO DESIGN HD10 VARIANT,PCS,-4,56.25,-225
829548,V0001,MAX STAPLER TOKYO DESIGN HD10 VARIANT,PCS,36,56.25,"2,025"
829548,V0005,MAX STAPLER TOKYO DESIGN HD10 VARIANT,PCS,36,56.25,"2,025"
829548,V0006,MAX STAPLER TOKYO DESIGN HD10 VARIANT,PCS,36,56.25,"2,025"
829548,V0003,MAX STAPLER TOKYO DESIGN HD10 VARIANT,PCS,46,56.25,"2,587.50"
829548,V0004,MAX STAPLER TOKYO DESIGN HD10 VARIANT,PCS,66,56.25,"3,712.50"
830168,,TOMODACHI PETTY CASH VOUCHER SE 207 SMALL,PAD,300,4.66518,"1,399.55"
830174,V0003,TITUS PERMANENT MARKER BULLET VARIANT,PCS,120,17.42858,"2,091.43"
830298,,VISION VELLUM BOARD No100 8 1/2X13 10s,PACK,500,14.86607,"7,433.04"
830299,,VISION VELLUM BOARD No120 8 1/2X11 10s,PACK,500,15.91071,"7,955.36"
830351,,PAPERONE COPY PAPER 70GSM SHORT,REAM,614,132.14286,"81,135.72"
830352,,PAPERONE COPY PAPER 70GSM LONG,REAM,365,143.48214,"52,370.98"
830442,,CELL 5X12 004 EXCELLENT,PACK,175,88.55,"15,496.25"
830444,,CELL 6X14 004 EXCELLENT,PACK,150,123.2,"18,480.00"
830522,,DELI 6230 PLASTIC RULER 30CM,PCS,252,18.82142,"4,743.00"
830631,,KID ART 8812/SL24/2112 WATER COLOR 12s SMALL,SET,1,14.46433,14.46433
830817,,GARD SHP ACTV CLN CHARCOAL TRI 36x11+1/13.5ML,PACK,180,44.57944,"8,024.30"
830849,,GT CRAYONS 16 COLORS,BOX,288,14.28572,"4,114.29"
830909,,ELMERS CHINA N GLASS CEMENT E 1012 29.5ML,PCS,2,111.605,223.21
830983,V0001,GT ROYALE II BALLPEN GT 58  VARIANT,PCS,"5,184.00",3.52679,"18,282.88"
830983,V0002,GT ROYALE II BALLPEN GT 58  VARIANT,PCS,"5,713.00",3.52679,"20,148.55"
830983,V0003,GT ROYALE II BALLPEN GT 58  VARIANT,PCS,"5,982.00",3.52679,"21,097.26"
831011,,KLEEN IT LIQ HAND SOAP ALOE VERA 4x4L,PACK,32,144.64286,"4,628.57"
831057,,KIDDY CRAYONS NO 36 144s,BOX,144,43.84486,"6,313.66"
831102,,TEAMSTAR PRICE LABEL PLAIN WHITE,ROLL,500,6.36161,"3,180.81"
831108,,KLEEN IT LIQ HAND SOAP CHERRY BLOSSOM PCH 4x4L,PACK,16,144.64286,"2,314.29"
831109,,KLEEN IT LIQ HAND SOAP LAVENDER PCH 4x4L,PACK,52,144.64286,"7,521.43"
831114,,KLEEN IT LIQ HAND SOAP OCEAN BREEZE PCH 4x4L,PACK,36,144.64286,"5,207.14"
831116,,KLEEN IT LIQ HAND SOAP SEA BUTTER PCH 4x4L,PACK,20,144.64286,"2,892.86"
831177,,ARIES UNIV SPIRAL NB COLOR HARMONY 100x80lvs,PCS,"2,000.00",13.97768,"27,955.36"
831286,V0012,DINOSAUR ART PAPER 10s VARIANT,PACK,200,6.48885,"1,297.77"
831439,,STREPSILS MAX PRO 24x8s,PACK,672,81.52177,"54,782.63"
831465,,LAURIN 100P COCO MCT 12x150ML,PCS,12,196.42857,"2,357.14"
831469,,LAURIN 100P COCO MCT 6x500ML,PCS,6,628.57143,"3,771.43"
831503,,GOLDCREST THAI RICE NOODLES 30x400G,PACK,90,52.5,"4,725.00"
831512,,DEFEND 70P ETHYL ALCOHOL SPRAY 24x500ML,PCS,270,148.4375,"40,078.13"
831514,,DEFEND 70P ETHYL ALCOHOL PUMP 24x500ML,PCS,270,148.4375,"40,078.13"
