ALTURAS MAIN,,,,,,,
INVENTORY VALUATION REPORT,,,,,,,
"AS OF DECEMBER 31, 2021",,,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST ,
175738,,BIRCH TREE FULL CREAM MILK 24/150G,BOX,-20,49.5439,-990.878,
175739,,BIRCH TREE FULL CREAM MILK 300G,BOX,-3,101.58445,-304.75335,
175743,,TOMITA BUTTER FLAVOR 24x20s,PACK,-24,13.99554,-335.89296,
175748,,GLIDE STARCH SPRAY 24/500ML,PCS,70,55.78795,"3,905.16",
175749,,GLIDE STARCH SPRAY POUCH 240ML,PCS,21,19.40476,407.49996,
175750,,DEL FS HYPOALLERGENIC PURE COTTON 12/1L,PCS,-1,116.5,-116.5,
175753,,DEL FS HYPOALRGNC PURE COT SUP 480/22ML,PCS,10,2.96,29.6,
175758,,HOLY CANDLE PROCESSION No2 2.00 W 100/25s,PACK,-10,33.48214,-334.8214,
175764,,REJOICE SH ANTI FRIZZ 12x320ML/340ML,PCS,1,137.61,137.61,
175771,,SECURE ADULT WIPES 24/30s,PACK,76,53.5997,"4,073.58",
175778,,OUR DOG SHAMPOO TEA TREE 12x600ML,PCS,-10,176.06,"-1,760.60",
175780,,SANICARE COTTON PADS 24x60s,BOX,43,43.25893,"1,860.13",
175782,,NATURES SPRING MINERAL WATER 10L,PCS,95,53.85715,"5,116.43",
175783,,BORMANS SWEET LANGKA 12/32oz,JAR,-4,122.46429,-489.85716,
175787,,YF9033 PITIK CLIP 10crd x 20s,PAIR,-1,90.87,-90.87,
175794,,RICHOCO WHITE CHOCOLATE WAFER 20x10x24G,PCS,"6,855.00",3.36286,"23,052.41",
175795,,KINIS HONEY W/LEMON SOAP 135G,PCS,177,57.14286,"10,114.29",
175796,,KINIS OATMEAL SOAP W/HONEY 135G,PCS,243,57.14286,"13,885.71",
175797,,KINIS 5n1 SOAP 2/65G,PCS,83,79.6875,"6,614.06",
175798,,KINIS 5n1 SOAP 135G,PCS,96,83.48214,"8,014.29",
175814,,BOSTIK SUPER VULCA SEAL 12x1/2L,CAN,5,189.29316,946.4658,
175815,,BOSTIK SUPER VULCA SEAL 12x1L,CAN,10,351.70387,"3,517.04",
175816,,BOSTIK SUPER VULCA SEAL 24x1/4L,CAN,24,106.78943,"2,562.95",
175824,,DOVE BODY WASH ENERGIZING 12/400ML,PCS,3,175.25,525.75,
175827,,REXONA MEN AEROSOL V8 12x150ML,PCS,1,138.27679,138.27679,
175836,,NEW PLACENTA GOATS MILK SOAP FW 144/30G,PCS,-1,14.73214,-14.73214,
175840,,GLUTA C INT WHT MOIST SPF25 12x300ML,PCS,48,256.96429,"12,334.29",
175848,,TOMITA MARIE FLAVOR 24x20s,PACK,-1,13.99554,-13.99554,
175849,,TOMITA CHOCOLATE FLAVOR 24x20s,PACK,23,13.99554,321.89742,
175850,,SQUARE BITES COCONUT 32x20s,PACK,6,13.35938,80.15628,
175851,,SQUARE BITES MOCHA 32x20s,PACK,-11,13.35938,-146.95318,
175852,,BREAKFAST BISCUIT MANGO 36x4s,PACK,3,2.99107,8.97321,
175853,,BREAKFAST BISCUIT BANANA 36x4s,PACK,45,3.25893,146.65185,
175854,,BREAKFAST BISCUIT ORANGE 36x4s,PACK,28,2.99107,83.74996,
175855,,BREAKFAST BISCUIT MILK 36x4s,PACK,28,2.99107,83.74996,
175863,,OREO STRAWBERRY CREME 24/137G,PACK,3,29.30021,87.90063,
175865,,HOLY CANDLE RING TYPE BIG BLUE W/GLASS 30s,PCS,-1,85.71429,-85.71429,
175867,,HOLY CANDLE RING TYPE BIG PINK W/GLASS 30s,PCS,-3,85.71429,-257.14287,
175868,,HOLY CANDLE RING TYPE MED BLUE W/GLASS 60s,PCS,1,52.23214,52.23214,
175877,,MSB NET BAG,PCS,17,9.15179,155.58043,
175884,,EFFICASCENT OIL EXTRA STRENGTH 40/235ML,PCS,84,181.6875,"15,261.75",
175893,,REAL LEAF GRN TEA HONEY LEMON PET 24/480ML,PCS,87,15.90286,"1,383.55",
175894,,REAL LEAF GRN TEA HONEY APPLE PET 24/480ML,PCS,104,15.90275,"1,653.89",
175909,,PANTENE COND HAIR FALL CNTRL 165ML/150ML,PCS,1,80.63625,80.63625,
175935,,YAAHOO CHOCO CHUNKS CHOCO 20/20s,PACK,-6,22.78304,-136.69824,
175949,,4323 HERCULES SOAP CASE SINGLE W/COVER,PCS,-1,9.9375,-9.9375,
175962,,DEL MONTE PINEAPPLE TIDBITS SUP 48/115G,PCS,"3,742.00",10.71819,"40,107.47",
175963,,LALA POTATO CRISPS SMKHSE BBQ 24/85G,PACK,5,24.6875,123.4375,
175965,,LALA CASSAVA CRISPS CHEESE 24/85G,PACK,1,24.6875,24.6875,
175967,,LALA TAKOYAKI FRIED OCTOPUS 24/85G,PACK,2,24.6875,49.375,
175975,,CREAMLINE IC DUO BUKO SALAD UBE SWIRL 1L,PCS,6,80.23393,481.40358,
175983,,WINGS DET BAR ACTIVEGUARD 36/420G,BAR,5,14.46429,72.32145,
175986,,WINGS DET BAR WHITE 36/420G,BAR,-94,15.75,"-1,480.50",
175987,,WINGS DET BAR WHITE 100G/150G,PCS,-71,3.94,-279.74,
175991,,MINUTE MAID PULPY MANGO ORGE 24/330ML,PCS,-2,19.10584,-38.21168,
175994,,BIRCH TREE FULL CREAM MILK 72/80G,PCS,4,29.1875,116.75,
175996,,ALASKA SWEET MILK 36/110ML,PCS,393,8.83631,"3,472.67",
176000,,VIRGINIA CORNED CHICKEN 48x175G,CAN,375,40.29018,"15,108.82",
176001,,CREAMLINE IC DOUBLE DUTCH 1.3L,PCS,13,134.67188,"1,750.73",
176003,,CREAMLINE IC ROCKY ROAD 1.3L,PCS,2,134.67143,269.34286,
176004,,CREAMLINE IC BUKO SALAD 1.3L,PCS,25,134.67203,"3,366.80",
176005,,CREAMLINE IC COOKIES n CREAM 1.3L,PCS,2,134.67321,269.34642,
176006,,CREAMLINE IC UBE QUEZO PASTILLAS 1.3L,PCS,25,134.67203,"3,366.80",
176007,,CREAMLINE IC BERRY VANILLA MALLOWS 1.3L,PCS,25,134.67203,"3,366.80",
176008,,CREAMLINE IC PEACH MANGO TWIST 1.3L,PCS,14,134.67203,"1,885.41",
176009,,CREAMLINE JC DOUBLE DUTCH 24x140ML,PCS,-2,18.7686,-37.5372,
176010,,CREAMLINE JC COOKIES n CREAM 24x140ML,PCS,2,18.7686,37.5372,
176012,,CREAMLINE JC UBE QUEZO PASTILLAS 24x140ML,PCS,-17,4.5,-76.5,
176013,,LEWIS AND PEARL SS DREAM 125ML wf 70D075,PACK,28,42.84821,"1,199.75",
176015,,CREAMLINE PINIPIG CHOCO REGULAR 36x70ML,PCS,8,12.30928,98.47424,
176017,,CREAMLINE CRM CUPS CHOCO MALLOWS 12x210ML,PCS,2,14.99033,29.98066,
176018,,LEWIS AND PEARL SS SWT PARIS 125ML wf 70D075,PACK,14,42.84821,599.87494,
176021,,CREAMLINE CRM CUPS CHOCO MUDPIE 12x210ML,PCS,-1,14.99107,-14.99107,
176022,,CREAMLINE CRM CUPS PCH MANGO CRMBL 12x210ML,PCS,11,14.99033,164.89363,
176023,,MAGNOLIA REAL MAYONNAISE SUP 24x80ML,PCS,22,21.91704,482.17488,
176025,,SELECT SOY SAUCE 72x100ML,PCS,52,3.46429,180.14308,
176026,,SELECT SOY SAUCE W/EASY TWIST CAP 48x200ML,PCS,528,6.0625,"3,201.00",
176029,,MAXI PEEL FACIAL WASH 144/7G,PCS,327,3.44389,"1,126.15",
176030,,MAXI PEEL FACIAL WASH 36/25G,PCS,122,23.6999,"2,891.39",
176032,,SAN MARINO CORNED TUNA 48/150G,CAN,41,25.6742,"1,052.64",
176033,,SAN MARINO CORNED TUNA 48/180G,CAN,-27,30.49554,-823.37958,
176034,,SAN MARINO CORNED TUNA 48/100G,CAN,-1,18.28125,-18.28125,
176035,,SAN MARINO CHILI CORNED TUNA 48/150G,CAN,7,28.52679,199.68753,
176036,,SAN MARINO CHILI CORNED TUNA 48/180G,CAN,42,30.49554,"1,280.81",
176037,,CDO SEA QUEST TUNA FLAKES N OIL 48/155G,CAN,238,22.44382,"5,341.63",
176042,,ALEXIS ROSARY 10x54,PCS,10,24,240,
176044,,9803 LUNCH BOX,PCS,3,59.82286,179.46858,
176045,,365P12 PROJECTOR TOYS,PCS,2,31.25,62.5,
176046,,PHILIP MORRIS FULL FLAVOR RED KS FTB 50x10x20s,PACK,-6,95.08929,-570.53574,
176051,,SNICKERS CLASSIC+OATS 8x8x2+1/40G Sv20,PACK,193,70.7143,"13,647.86",
176055,,CDO BEEF LOAF 12x4/150G Sv3,PACK,24,51.9747,"1,247.39",
176060,,DRILLO CHOCOCRISPY 8x12x17G,PCS,528,3.46726,"1,830.71",
176062,,MAGNOLIA REAL MAYONNAISE SUP 24x220ML,PCS,58,59.11719,"3,428.80",
176063,,MAGNOLIA REAL MAYONNAISE SUP 12x470ML,PCS,3,121.88691,365.66073,
176077,,JAMS ONION POWDER 50x30G,PACK,1,15.80357,15.80357,
176083,,JAMS NUTMEG 50x30G,PACK,21,50.5804,"1,062.19",
176084,,JAMS OREGANO POWDER 50x20G,PACK,3,23.4375,70.3125,
176087,,JAMS FENNEL SEEDS 50x20G,PACK,49,17.5,857.5,
176102,,GLAD WARE SOUP N SALAD 6/706ML,PACK,13,104,"1,352.00",
176122,,KWIK COCKROACH KILLER 12/300ML,PCS,16,118.25,"1,892.00",
176145,,T828 WATER BOTTLE,PCS,1,69.64167,69.64167,
176163,,MOTHERS BEST PICKLE RELISH 24/140G,PCS,73,31.23735,"2,280.33",
176168,,APOLLO OXALIC ACID 100G,PACK,6,22.59891,135.59346,
176169,,MIMIFLO FB SEA FRIENDS DOLPHIN 5oz,PCS,12,79.52679,954.32148,
176172,,ISLAND SKY PALM OIL CONT DAMPAS 17KL,CONT,209,"1,133.93","236,991.07",
176185,,ANSELL CANNERS BLUE 8,PAIR,9,55.6875,501.1875,
176217,,HEAD SHOULDER SH MEN ANTI HAIRFALL 315ML,PCS,5,199.16875,995.84375,
176246,,CIMIX GERMICIDAL BOWL CLEANER 500ML,PCS,1,32.14304,32.14304,
176249,,SELECT SOY SAUCE W/EASY TWIST CAP 36x340ML,PCS,202,10.69643,"2,160.68",
176252,,SELECTA IH COB HERSHEYS C n CHOCO 1.3L,PCS,-2,226.48125,-452.9625,
176258,,FASCLEAN DET POWDER W/FABCON 120x45G,PCS,42,2.98214,125.24988,
176259,,FASCLEAN DET POWDER W/FABCON 24x450G,PACK,441,24.07143,"10,615.50",
176260,,FASCLEAN DET POWDER W/FABCON 10x900G,PACK,1,48.14286,48.14286,
176265,,10977/5 SAKO BAG,PCS,1,23.21429,23.21429,
176287,,FAVORITE SANDO BAG MED WHITE 100s,PACK,3,39.01786,117.05358,
176289,,ALASKA CHOCO UHT 36/110ML,PCS,"-1,697.00",9.02232,"-15,310.88",
176293,,WP ANDO SCRUBBER STAINLES STEEL WOOL,PCS,1,11,11,
176306,,NIVEA 4MEN COOL KICK ROLL ON 30/25ML,PCS,37,41.11235,"1,521.16",
176307,,NIVEA 4MEN COOL KICK ROLL ON 24/50ML,PCS,16,84.94236,"1,359.08",
176312,,JUJUKU SOUP n SAVOUR BULALO SOUP MIX 192x20G,PCS,-1,5.76451,-5.76451,
176313,,T588 WATER BOTTLE,PCS,10,82.46,824.6,
176315,,HANSEL SW MOCHA n CHOCO 10x2/10s wf CHUCKIE,PACK,29,77.65615,"2,252.03",
176318,,MAGNOLIA CHICKEN SPREAD SUP 24x220ML,PACK,1,65.41518,65.41518,
176319,,MAGNOLIA SANDWICH SPREAD SUP 24x80ML,PCS,-1,23.72396,-23.72396,
176325,,HOU FACE MASK KN95 W/BREATHER WHITE,PCS,3,4.8,14.4,
176326,,HOU FACE MASK KN95 W/O BREATHER WHITE,PCS,4,16.3,65.2,
176327,,HOU FACE MASK KN95 W/BREATHER GRAY,PCS,1,9.4,9.4,
176328,,HOU FACE SHIELD,PCS,264,5.80357,"1,532.14",
176329,,CIF PRO SPRAY WINDOW GLASS 12x520ML,PCS,12,102.50833,"1,230.10",
176330,,MJ SHAKE POWDER BANANA 1KL,50G,-4,4.05,-16.2,
176331,,MJ SHAKE POWDER BUKO PANDAN 25x1KL,50G,"6,327.00",5.58036,"35,306.94",
176356,,SELECT SOY SAUCE 12x1L,PCS,45,32.01563,"1,440.70",
176363,,SURF FABCON LUXE PERFUME 50x6+1/28ML,PACK,-7,21.70286,-151.92002,
176367,,CLEAR SHP COOL SPORT MENTHOL 36x80ML,PCS,111,44.92634,"4,986.82",
176368,,CLEAR SHP COOL SPORT 24x180ML,PCS,3,99.79985,299.39955,
176369,,CLEAR SHP COOL SPORT 12x375ML/350ML,PCS,12,199.6875,"2,396.25",
176379,,HYGIENIX ETHYL ALCOHOL 70P AB SOLTN 48x100ML,PCS,621,18.10156,"11,241.07",
176385,,BIBIT GUARD,PCS,35,8.03571,281.24985,
176389,,DEL MONTE ORIG BLEND KETCHUP FS 18x1KL,PACK,51,52.52679,"2,678.87",
176390,,FLAWLESSLY U DEO RO PPYA CALMNSI 48x25ML,PCS,126,19.21931,"2,421.63",
176399,,MAGGI MAGIC SARAP 24x36/8G wf TOMATO SCE,PACK,6,12,72,
176401,,KITKAT 4F CHRISTMAS GIFTING 36x8/35G,PACK,11,13.5,148.5,
176445,,11180 ALUM FOIL RND TRAY W/CVR D7.6xH2.3 10s,PACK,25,108.51786,"2,712.95",
176451,,11180 ALUM FOIL RND TRAY W/CVR D7.6xH2.3 25s,PACK,20,265.77679,"5,315.54",
176454,,H AND Y CHOCSTIC CHOCO PASTE 40x24s,PACK,205,13.96384,"2,862.59",
176456,,498 BILLIARD,PCS,5,40.98214,204.9107,
176489,,302A RECTANGULAR TRAY,PCS,1,20.48214,20.48214,
176495,,COLGATE TOTAL MINT DENTAL FLOSS 12/6/50m,PCS,27,89.92138,"2,427.88",
176496,,COLGATE TB PORTABLE+GRF 25ML SOFT,PCS,12,80.63095,967.5714,
176498,,UNIQUE TP GEL GREEN 48x150ML,PCS,95,41.64435,"3,956.21",
176499,,UNIQUE TP GEL GREEN 72x100ML,PCS,145,29.96354,"4,344.71",
176500,,UNIQUE TP GEL GREEN 108x50ML,PCS,328,17.26711,"5,663.61",
176501,,UNIQUE TP GEL GREEN 384x10ML,PCS,730,1.9637,"1,433.50",
176502,,UNIQUE TP GEL RED 108x50ML,PCS,424,17.26711,"7,321.25",
176503,,UNIQUE TP GEL RED 72x100ML,PCS,129,29.96354,"3,865.30",
176504,,UNIQUE TP GEL RED 48x150ML,PCS,56,41.64435,"2,332.08",
176505,,UNIQUE TP GEL RED 384x10ML,PCS,159,1.9637,312.2283,
176506,,NESTOGEN CLASSIC 36/135G,PACK,29,39.53695,"1,146.57",
176513,,9922 LUNCH BOX,PCS,20,14.48214,289.6428,
176514,,B 40 PITCHER,PCS,1,25,25,
176521,,MANI SEED SMALL 25KLS,CASE,6,"2,075.00","12,450.00",
176528,,CLASSIC ROYALE COFFEE STIRRER BLACK 50s,PACK,-1,7.58929,-7.58929,
176529,,BAYGON MAT ANTI DENGUE STARTER 36/5s,BOX,74,49.48636,"3,661.99",
176530,,BAYGON MAT ANTI DENGUE REFILL 60/10s,BOX,182,25.56801,"4,653.38",
176531,,BAYGON MAT ANTI DENGUE REFILL 24/30s,BOX,133,61.85789,"8,227.10",
176540,,CP033 BEIHE FOOD KEEPER 24oz,PCS,1,72.00875,72.00875,
176544,,2.5C HERCULES PAIL COLORED W/COVER 2.5GAL,PCS,3,35.27,105.81,
176572,,1000 PAPERWELL PAPER CUPS 12oz 40x25s,PACK,2,60.50893,121.01786,
176581,,LUCKY ME SPECIAL MAC N CHEEZ 72x75G,PACK,-17,17.85714,-303.57138,
176582,,LUCKY ME SPECIAL BAKED MAC 72x70G,PACK,11,17.85714,196.42854,
176584,,CELL 5X6 03 EXCELLENT,PACK,61,33.78393,"2,060.82",
176591,,DATU PUTI SOY SAUCE SAKTO PACK 60/200ML,PACK,-14,7.96429,-111.50006,
176596,,MILKEE POWDER CANDY 40/50s,PACK,-5,26.75268,-133.7634,
176597,,HY 5 HYGIENIC WIPES 120x10s,PACK,720,19.1872,"13,814.78",
176603,,BEAVER SLIPPER PS23 SIZE 11/11.5,PAIR,-1,22.32375,-22.32375,
176632,,GLUTA C INTNSV WHTNG SOAP 48/60G,PCS,336,39.10714,"13,140.00",
176640,,RAIN METALLIC GLAZE GUNS N ROSES 12/8ML,PCS,-1,11.19643,-11.19643,
176641,,RAIN METALLIC GLAZE KORN 12/8ML,PCS,1,0.93292,0.93292,
176643,,RAIN METALLIC GLAZE EAGLES 12/8ML,PCS,73,11.19643,817.33939,
176648,,SELECT SUKANG PUTI 72x100ML,PCS,73,2.81473,205.47529,
176651,,SELECT SUKANG PUTI W/EASY TWIST CAP 48x200ML,PCS,85,4.33036,368.0806,
176652,,BLACK BEAUTY HOT OIL 12/200ML,PCS,24,74.11607,"1,778.79",
176653,,BLACK BEAUTY HOT OIL 12/300ML,PCS,11,106.71726,"1,173.89",
176655,,WHITE TOWER CORNSTARCH 25KLS,BAG,44,839.28571,"36,928.57",
176656,,MARCA LEON MARGARINA 45KLS,PAIL,1,"3,133.93","3,133.93",
176664,,MARLBORO BLACK MENTHOL FTB 50/10/20s,PACK,"1,021.00",103.39286,"105,564.11",
176666,,BEAS PIAYA UBE 8s,PACK,2,28.92857,57.85714,
176667,,BEAS PIAYA SESAME 8s,PACK,1,28.92857,28.92857,
176668,,BEAS PIAYA UBE 4s,PACK,-3,14.46429,-43.39287,
176669,,BEAS PIAYA SESAME 4s,PACK,3,14.46429,43.39287,
176676,,MICHAEL ISO ALCOHOL 70P GREEN 72/90ML,PCS,646,27.05356,"17,476.60",
176677,,CELL 1 3/4X10 CHAMPION,PACK,541,3.9644,"2,144.74",
176679,,SUNSILK SHP SMTH MNGBLE PNK PRICE OFF 12x350ML,PCS,36,102.34821,"3,684.54",
176693,,KOKOLA MAJESTIC WHT COFFEE WFR CRM 60x53.5G,PACK,77,7.08701,545.69977,
176694,,KOKOLA MAJESTIC WFR CRM PPCRN CARML 60x53.5G,PACK,-76,7.087,-538.612,
176705,,EVIAN NAT SPRING WATER 24/330ML,PCS,51,32.14286,"1,639.29",
176706,,101 JIGO PUTO CUP SMALL,PCS,-2,0.71,-1.42,
176741,,MY SHALDAN COOL FRESH APPLE 60/60G,PCS,155,28.96205,"4,489.12",
176742,,MY SHALDAN COOL FRESH MAR SQUASH 60/60G,PCS,172,28.96429,"4,981.86",
176754,,KOPIKO BROWN COFFEE 24x10x25G,PCS,"10,734.00",5.27805,"56,654.59",
176772,,TINI WINI ASSORTED 60x12s 1065,TIE,2,7.668,15.336,
176775,,YIPYAP SPEEDY HOT 3x20x12s,PACK,-20,16.625,-332.5,
176788,,POTCHI GUMMY WORM STRAP 20x6/25G 1755,PACK,1,24.05313,24.05313,
176790,,FRUTOS SAMPALOK 40x50s 1081,PACK,3,21.6317,64.8951,
176798,,B 06 COL UTILITY BOX,PCS,1,19.5,19.5,
176800,,B 57A FRUIT TRAY,PCS,7,16.38393,114.68751,
176803,,B 58A PLASTIC TUMBLER,PCS,3,5.16964,15.50892,
176805,,513 A TRAY,PCS,1,11.16964,11.16964,
176807,,B 42 TUMBLER,PCS,2,14.07143,28.14286,
176811,,9212 BLACK BASIN,PCS,1,18.20536,18.20536,
176816,,168 A TRAY C/A,PCS,3,24,72,
176819,,MAGNOLIA BUTTERCUP 48x100G,PCS,175,17.46652,"3,056.64",
176828,,MAGIC CHIPS CHEESE 50x100G,PACK,33,17.1428,565.7124,
176829,,MAGIC CHIPS BBQ 50x100G,PACK,30,17.14286,514.2858,
176872,,FP1 FLOWER POT SML BLACK,PCS,4,4.5525,18.21,
176873,,FP3 FLOWER POT MED BROWN,PCS,-2,18.43758,-36.87516,
176874,,FP3 FLOWER POT MED GREEN,PCS,4,16.92857,67.71428,
176875,,FP3 FLOWER POT MED BLACK,PCS,-1,17.85705,-17.85705,
176876,,FP4 FLOWER POT LRG BROWN,PCS,2,29.83929,59.67858,
176877,,FP4 PLAST ZONE FLOWER POT LRG GREEN,PCS,1,32.5,32.5,
176878,,FP4 FLOWER POT LARGE BLACK,PCS,7,29.82167,208.75169,
176884,,MARCA LEON VEGTABLE OIL SUP 12/1L,PCS,53,111.27902,"5,897.79",
176906,,MUNCHER CORN FLAKES 50/60G,PCS,2,8.12,16.24,
176934,,WP ANDO COCONUT SCRAPPER S/S BIG,PCS,-1,10.1775,-10.1775,
176937,,NEDERBURG SAUVIGNON BLANC 750ML,BOT,6,325.44667,"1,952.68",
176939,,KING CUP SARD TS REGULAR 100/155G,CAN,347,12.27277,"4,258.65",
176940,,KING CUP SARD TS CHILI 100/155G,CAN,449,12.36152,"5,550.32",
176978,,FB 6 SEA HORSE ALUM FRYING PAN BAKELITE,PCS,-1,162.9,-162.9,
176979,,CIOCO LUV LUV CHOCO BALLS 40x24s 641,PACK,281,16.95022,"4,763.01",
176981,,SYMPLY G KERATIN SHP CAMELIA OIL 30x12+2/22ML,PACK,122,54.99911,"6,709.89",
176983,,DOLPHIN SLIPPER DX 111 SMALL VARIANT,PAIR,1,23.88393,23.88393,
176994,,109 JAGO DINNER PLATE 9inches,PCS,-21,10.75893,-225.93753,
176995,,108 JAGO DINNER PLATE 8inches,PCS,-144,8.73202,"-1,257.41",
176998,,DALAREICH TABLEYA SOLID LONG 200x14s,PACK,-159,33.6875,"-5,356.31",
177006,,PAGDATO BROAS CLASSIC PACK 150G,PACK,85,40.17857,"3,415.18",
177027,,MASTER MACKEREL TS RED 100/155G,CAN,60,9.45535,567.321,
177031,,ICP COCOA POWDER 25KLS,BAG,3,"1,294.64","3,883.92",
177034,,FRESH BT 2PLY 520sht 8x12roll,PACK,25,95.85,"2,396.25",
177035,,SMART CHOICE BT 2PLY 12/9roll,PACK,57,163.99702,"9,347.83",
177036,,SMART CHOICE BT 2PLY 24/4roll,PACK,4,74.34524,297.38096,
177037,,FRESH ECONOROLL BT 2PLY 1roll,PCS,-43,4.91992,-211.55656,
177039,,SELECT SUKANG PUTI W/EASY TWIST CAP 36x340ML,PCS,93,8.87748,825.60564,
177040,,SELECT SUKANG PUTI 12x1L,PCS,4,25.08929,100.35716,
177043,,KAMI BT 2PLY 1roll,PCS,1,5.64881,5.64881,
177048,,HARMONY TN PRECUT 1000+100sht,PACK,3,32.76295,98.28885,
177050,,HARMONY TN FOLDED 100/40+10sht,PACK,25,7.65321,191.33025,
177051,,VANITA TN FOLDED VP 100/40sht,PACK,-1,11.625,-11.625,
177053,,VANITA TN FLAT VP 32/100sht,PACK,84,20.37193,"1,711.24",
177054,,FRESH ECO PULP IF PAPER TOWEL 2PLY 150pulls,PACK,2,30.97708,61.95416,
177056,,HARMONY KT JUMBO 2PLY 70pulls+10pulls,ROLL,1,30.88194,30.88194,
177060,,COCA COLA REGULAR 8/2L,BOT,11,56.07893,616.86823,
177063,,FRESH POP UP TN 2PLY 60x200pulls,PACK,119,14.54107,"1,730.39",
177069,,DIABETAMIL VANILLA 12x187.5G,BOX,16,205.32589,"3,285.21",
177070,,DIABETAMIL CHOCO 12x187.5G,BOX,4,205.325,821.3,
177080,,T598 WATER BOTTLE,PCS,-1,40.82,-40.82,
177082,,T818 WATER BOTTLE,PCS,-1,69.645,-69.645,
177091,,GLADE CLEAN AIR COOL BREEZE 24/300ML,PCS,1,121.37,121.37,
177092,,GLADE CLEAN AIR COOL BREEZE 24/175ML,PCS,1,93.16625,93.16625,
177094,,GLADE CLEAN AIR FLORAL 24/175ML,PCS,-1,93.16592,-93.16592,
177096,,TIDE BAR ORIG SCENT 36x380G,BAR,14,17.44385,244.2139,
177097,,TIDE BAR NATURE FRESH SAKTO 36x380G,BAR,189,20.57039,"3,887.80",
177098,,TIDE BAR NATURE FRESH 450G/480G/500G/475G,BAR,3,24.55,73.65,
177099,,TIDE BAR ORIG SCENT 450G,BAR,34,23.32214,792.95276,
177100,,TIDE BAR ORIG SCENT CUT UP 96x125G,PCS,204,8.18643,"1,670.03",
177101,,TIDE BAR NATURE FRSH CUT UP 96x125G,PCS,36,8.11941,292.29876,
177133,,LOS BOLDOS CHARDONNAY 750ML,BOT,12,276.78572,"3,321.43",
177134,,FLORENCE KAONG WHITE 24/8oz,PCS,5,30.5,152.5,
177135,,FLORENCE KAONG WHITE 24/12oz,PCS,44,44.70499,"1,967.02",
177136,,FLORENCE KAONG WHITE 12/24oz,PCS,19,79.21205,"1,505.03",
177137,,FLORENCE KAONG WHITE 12/32oz,PCS,14,111.66816,"1,563.35",
177139,,FLORENCE KAONG RED 24/12oz,PCS,35,44.70499,"1,564.67",
177140,,FLORENCE KAONG RED 12/24oz,PCS,16,79.21205,"1,267.39",
177141,,FLORENCE KAONG RED 12/32oz,PCS,12,111.66816,"1,340.02",
177142,,FLORENCE KAONG GREEN 24/8oz,PCS,8,30.50186,244.01488,
177143,,FLORENCE KAONG GREEN 24/12oz,PCS,39,44.70499,"1,743.49",
177144,,FLORENCE KAONG GREEN 12/24oz,PCS,10,79.21429,792.1429,
177145,,FLORENCE KAONG GREEN 12/32oz,PCS,2,111.66833,223.33666,
177146,,FLORENCE NATA DE COCO WHITE 24/8oz,PCS,18,24.8125,446.625,
177147,,FLORENCE NATA DE COCO WHITE 24/12oz,PCS,26,32.109,834.834,
177148,,FLORENCE NATA DE COCO WHITE 12/24oz,PCS,5,56.57292,282.8646,
177149,,FLORENCE NATA DE COCO WHITE 12/32oz,PCS,19,75.97619,"1,443.55",
177150,,FLORENCE NATA DE COCO RED 24/8oz,PCS,43,24.80804,"1,066.75",
177151,,FLORENCE NATA DE COCO RED 24/12oz,PCS,35,32.109,"1,123.82",
177152,,FLORENCE NATA DE COCO RED 12/24oz,PCS,2,56.57292,113.14584,
177153,,FLORENCE NATA DE COCO RED 12/32oz,PCS,18,75.97619,"1,367.57",
177154,,FLORENCE NATA DE COCO GREEN 24/8oz,PCS,54,24.80804,"1,339.63",
177155,,FLORENCE NATA DE COCO GREEN 24/12oz,PCS,30,32.109,963.27,
177156,,FLORENCE NATA DE COCO GREEN 12/24oz,PCS,18,56.57292,"1,018.31",
177157,,FLORENCE NATA DE COCO GREEN 12/32oz,PCS,22,75.97619,"1,671.48",
177171,,LUTONG BAHAY KAONG WHITE 24/8oz,PCS,14,30.5,427,
177172,,LUTONG BAHAY KAONG WHITE 24/12oz,PCS,24,44.70536,"1,072.93",
177173,,LUTONG BAHAY KAONG WHITE 12/24oz,PCS,11,79.2125,871.3375,
177174,,LUTONG BAHAY KAONG RED 24/8oz,PCS,41,30.50188,"1,250.58",
177175,,LUTONG BAHAY KAONG RED 24/12oz,PCS,3,44.705,134.115,
177176,,LUTONG BAHAY KAONG RED 12/24oz,PCS,7,79.2125,554.4875,
177177,,LUTONG BAHAY KAONG GREEN 24/8oz,PCS,46,30.50186,"1,403.09",
177178,,LUTONG BAHAY KAONG GREEN 24/12oz,PCS,12,44.70499,536.45988,
177179,,LUTONG BAHAY KAONG GREEN 12/24oz,PCS,10,79.21429,792.1429,
177180,,LUTONG BAHAY NATA DE COCO WHITE 24/8oz,PCS,22,24.8125,545.875,
177181,,LUTONG BAHAY NATA DE COCO WHITE 24/12oz,PCS,35,32.109,"1,123.82",
177184,,LUTONG BAHAY NATA DE COCO RED 24/12oz,PCS,24,32.109,770.616,
177185,,LUTONG BAHAY NATA DE COCO RED 12/24oz,PCS,21,56.57143,"1,188.00",
177186,,LUTONG BAHAY NATA DE COCO GREEN 24/8oz,PCS,24,24.80804,595.39296,
177188,,LUTONG BAHAY NATA DE COCO GREEN 12/24oz,PCS,17,56.57292,961.73964,
