CENTRAL DISTRIBUTION CENTER,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF November 05, 2021",,,,,,
ITEM CODE,VARIANT CODE,DESCRIPTION,UOM, QUANTITY , COST W/O VAT , TOTAL COST 
167058,,CLASSIC ROYALE TABLE NAPKIN FLAT 16/150sht,PACK,208,31.25,"6,500.00"
167108,,PONDS WB PINK LIGHTENING F FOAM 12/12/10G,PCS,866,10.97,"9,504.10"
167143,,COLGATE TB CLASSIC CHILD FW 72s,PCS,6984,10.79,"75,346.67"
167163,,MINGS PEI PA KOA LOZENGES 144/60G,BOX,288,52.86,"15,222.86"
167164,,MINGS PEI PA KOA CANDY 300/20G,PACK,1,11.79,11.79
167173,,POCARI SWEAT ION DRINK 24/350ML,PCS,5016,23.38,"117,293.69"
167215,,GLEAM MURIATIC ACID 12x1L wf TILE BRUSH,PACK,120,56.59,"6,791.37"
167216,,GLEAM LIQUID SOSA 12x1L wf TILE BRUSH,PACK,156,105.41,"16,443.23"
167245,,GOLDEN SWAN BEHON HARD YELLOW 6KLS,BDL,206,241.07,"49,660.71"
167279,,ARIEL SCRUBBER BAR 96/125G,PCS,96,10.56,"1,014.10"
167280,,GIV BEAUTY SOAP WHITE 12x6x76G,PCS,216,12.21,"2,636.55"
167286,,CAREFREE PS SUPERDRY FLAT 36/15s,PACK,4572,18.87,"86,268.29"
167288,,CAREFREE PS BREATHABLE FLAT 36/15s,PACK,3636,18.87,"68,606.92"
167290,,ANGEL COFFEE CREAMER 20/48/5G,PCS,19200,1.04,"20,059.58"
167291,,ANGEL COFFEE CREAMER 72/80G,PACK,1584,11.75,"18,605.81"
167292,,ANGEL COFFEE CREAMER 48/200G,PACK,720,26.43,"19,028.66"
167306,,COBRA ENERGY DRINK 24/350ML,PCS,552,15.97,"8,818.03"
167310,,CORN BITS SUPER BAWANG NAT GRLC 10/10/50G,PCS,1000,5.96,"5,958.75"
167333,,MILKITA ORIGINAL MILK CANDY 20/30s,PACK,600,16.77,"10,061.93"
167334,,MILKITA MELON MILK CANDY 20/30s,PACK,540,16.77,"9,055.75"
167335,,MILKITA CHOCOLATE MILK CANDY 20/30s,PACK,400,16.77,"6,707.96"
167336,,MILKITA STRAWBERRY MILK CANDY 20/30s,PACK,600,16.77,"10,061.93"
167341,,MILKITA ASSTD FLAVOR MILK 6/200s,JAR,270,116.73,"31,517.54"
167342,,MILKITA ORIGINAL MILK HANGER 20/30s,PACK,2000,16.77,"33,539.78"
167343,,MILKITA MELON MILK HANGER 20/30s,PACK,2660,16.77,"44,607.91"
167344,,MILKITA CHOCOLATE MILK HANGER 20/30s,PACK,2000,16.77,"33,539.78"
167345,,MILKITA STRAWBERRY MILK HANGER 20/30s,PACK,2000,16.77,"33,539.78"
167346,,MILKITA ASSTD MILK HANGER 20/30s,PACK,2000,16.77,"33,539.78"
167347,,COLA CANDY 20/30s,PACK,140,14.3,"2,002.53"
167350,,COLA CANDY HANGER 20/30s,PACK,1180,14.3,"16,878.40"
167354,,SPLIT LEMON CANDY HANGER 20/30s,PACK,1540,13.81,"21,268.17"
167355,,JAGOAN NEON CANDY HANGER 20/30s,PACK,980,13.81,"13,534.29"
167358,,SUPER ZUPER SOUR CANDY ASSTD 6/200s,JAR,96,98.65,"9,470.06"
167451,,SUNSILK SHP STRNG n LONG NGRN 24x180ML,PCS,96,77.03,"7,394.74"
167464,,WINGS SOLVE DET BAR FLORAL FRESH 96x150G,PCS,3168,5.51,"17,463.60"
167465,,WINGS SOLVE DET BAR FLORAL FRESH 36x390G,BAR,2700,13.39,"36,146.25"
167481,,SENIORA NENA RICE 25KG,SACK,16,950,"15,200.00"
167518,,GREAT TASTE WHITE CREMA TP 12x10x50G,PCS,1080,8.27,"8,929.26"
167522,,WINGS SOLVE DET BAR CALAMANSI CLEAN 96x150G,PCS,1056,5.51,"5,821.20"
167554,,KRAZE NUTS CHOCO 50s,PACK,20,33.96,679.14
167555,,KRAZE NUTS CHOCO 20/24s,PACK,1500,16.35,"24,518.51"
167556,,KERATIN PLUS BRAZILLIAN BLACK 24x12x20G,PCS,74592,3.88,"289,710.11"
167558,,MAGIC DRI BABY DIAPER LARGE 12/10s,PACK,96,50.5,"4,847.76"
167559,,HAPEE TP GUMTECT SENSITIVE 100ML,PCS,1152,75.19,"86,623.72"
167560,,COCORICH DESSICATED COCONUT 25KL,SACK,15,"2,544.64","38,169.64"
167572,,HOBE EXPRESS CHICKEN GUISADO 72/52G,PACK,576,4.79,"2,756.57"
167574,,HOBE EXPRESS ORIENTAL GUISADO 72x65G,PACK,864,4.79,"4,134.85"
167577,,CHARMEE PL BREATHABLE GREEN TEA 48/8s,PACK,1296,8.75,"11,343.36"
167578,,CHARMEE PL BREATHABLE GREEN TEA 24/20s,PACK,2976,19,"56,531.83"
167600,,FUDGEE BAR COMBO 10/10/44G,PACK,20,49.49,989.8
167646,,COLGATE TP GREAT REGULAR FLAVOR TP 144x24G,PCS,167760,6.38,"1,070,996.62"
167647,,COLGATE TP FC CC SPICY FRESH TP 144x22G,PCS,125712,6.38,"802,557.98"
167648,,COLGATE TP FC CC KOOL MNTHL FRSH TP 22G,PCS,125136,6.38,"798,880.74"
167729,,DENTAL B HEART 2 HEART SOFT,PCS,48,73.33,"3,519.60"
167815,,HAPPY FESTIVAL SPECIAL MISUA WHT 12s,PACK,455,14.78,"6,723.74"
167819,,ROSE NELITA SPECIAL EGG MIKI 6/40G,PACK,855,13.9,"11,886.91"
167851,,HAPPY FESTIVAL SPECIAL ODONG SHORT 10s,PACK,789,16.34,"12,894.63"
167878,,DEL MONTE FNR BURN PA PB 6/330ML Sv15,PACK,84,133.93,"11,250.04"
167879,,DEL MONTE FNR BURN 4SEASONS 6/330ML Sv15,PACK,78,133.93,"10,446.47"
167896,,JERSEY FRESH MILK UHT 12x1L,PCS,180,50.07,"9,013.41"
167899,,JERSEY SWTND CONDENSED FLD MILK 24x1KG,CAN,144,63.54,"9,150.01"
167904,,GREEN CROSS GP NO STING SANITIZER 24x40ML,PCS,480,24.54,"11,776.96"
167907,,GREEN CROSS GP NO STING SANITIZER 48x250ML,PCS,144,29.55,"4,255.45"
167908,,GREEN CROSS ETHYL ALC MOIST 70P PUMP 6x500ML,PCS,150,74.34,"11,150.46"
167909,,GREEN CROSS ETHYL ALC MOIST 70P PUMP 6x1L,PCS,144,127.64,"18,380.85"
167912,,NOVELINA ZLKE HERBAL CRM HC NAT BLACK 36s,PCS,5,266.97,"1,334.83"
167922,,NOVELINA ZHC HC W/KERATIN BROWN 36s,PCS,24,162.18,"3,892.34"
167932,,NOVELINA ZHP HC SACHET CRIMSON RED 48x12x6G,PCS,84,25.89,"2,175.00"
167935,,NOVELINA ZHP HC W/KRTN SCHT CHSNT BRWN 6G,PCS,420,25.89,"10,875.00"
167939,,JOY DWL KALAMANSI JUMBO 108x42ML,PCS,2052,126.43,"259,431.43"
167946,,BREEZE LIQ DET ROSE GOLD PERFUME 12x980ML,PCS,240,123.27,"29,584.88"
167947,,BREEZE LIQ DET ROSE GOLD PERFUME 108x60ML,PCS,864,8.67,"7,493.37"
167948,,BREEZE LIQ DET ROSE GOLD PERFUME 12x650ML,PCS,36,85.08,"3,063.06"
167949,,DOVE BW GENTLE EXFOLIATING PUMP 12x550ML,PCS,24,228.37,"5,480.95"
167964,,HAPPY FESTIVAL SP SUNDRIED MIKI 20x450G,PACK,180,30.81,"5,545.93"
167966,,EQ DRY DIAPER MINI PACK NEWBORN 50/4s,PACK,1100,21.83,"24,008.31"
167968,,CREDO BREAD IMPROVER 1KL,PACK,25,66.7,"1,667.41"
167971,,PAU DE ARCO OIL 24/30ML,PCS,1,62.68,62.68
167996,,COWHEAD PURE MILK 12/1L,BOX,60,72.92,"4,375.00"
168019,,CARESS MATERNITY PADS 24/8s,PACK,432,53.64,"23,172.39"
168021,,WINGS ACTIVE WHITE DET POWDER 52G/40G,PCS,55878,3.03,"169,414.83"
168027,,SPEED BABAD POWDER POWER WHITENER 55G,PCS,2496,4.2,"10,485.40"
168049,,BAGUIO OIL SUP 36/330ML,PACK,108,41.55,"4,487.15"
168057,,CERES FRUIT JUICE ORANGE TB 12/1L,BOX,552,73.27,"40,444.84"
168058,,TULIP JAMONILLA LUNCHEON MEAT LITE 24/340G,CAN,2712,112.5,"305,100.08"
168075,,TOMA PREM SPARKLING RED GRAPE JUICE 6x750ML,BOT,600,140.63,"84,375.00"
168076,,BIOGENIC ISOPROPYL ALCOHOL 70P 4x1GAL,GAL,120,375.12,"45,014.10"
168078,,MILKITA LOLLIPOP CARAMEL HANGER 12x10s,PCS,2880,2.71,"7,812.81"
168079,,MILKITA LOLLIPOP BANANA HANGER 12x10s,PCS,14880,2.71,"40,366.17"
168080,,MILKITA LOLLIPOP MANGO HANGER 12x10s,PCS,14880,2.71,"40,366.17"
168081,,IMMUNIPLUS TRAD HERBAL DRINK 30x12x12ML,PCS,360,6.49,"2,337.43"
168082,,HAPPY FESTIVAL MIDRISE BABY DIAPER SML 15x30s,PACK,315,106.07,"33,412.51"
168083,,HAPPY FESTIVAL MIDRISE BABY DIAPER MED 15x30s,PACK,375,119.2,"44,698.67"
168084,,HAPPY FESTIVAL MIDRISE BABY DIAPER LRG 15x30s,PACK,285,135.27,"38,551.35"
168085,,HAPPY FESTIVAL MIDRISE BABY DIAPER XL 15x30s,PACK,195,159.11,"31,025.89"
168087,,HAPPY FESTIVAL MIDRISE PANTS BD SML 15x30s,PACK,150,125.89,"18,883.93"
168088,,HAPPY FESTIVAL MIDRISE PANTS BD MED 15x30s,PACK,120,136.61,"16,392.86"
168090,,HAPPY FESTIVAL MIDRISE PANTS BD XL 15x30s,PACK,435,168.75,"73,406.25"
168091,,HAPPY FESTIVAL MIDRISE PANTS BD XXL 15x30s,PACK,585,178.13,"104,203.13"
168092,,MILKITA LOLLIPOP ASSTD HANGER 2x6/10s wf HNGER,PACK,108,162.77,"17,578.80"
168126,,CHEEZ ZUM CURLS 15/20/8G,PACK,225,15.05,"3,386.25"
168152,,ZESTY CHEEPEE 20/12/10G,PACK,300,8.99,"2,697.19"
168183,,JOLLY COW CONDENSADA 48/390G,CAN,1008,24.97,"25,166.12"
168184,,PONDS CREAM WB TONE UP 144x6G,PCS,1296,10.89,"14,116.65"
168424,,SMARTHEART CAT KTN CHCKN EGG MLK FISH 6x1.1KG,PACK,6,168.05,"1,008.31"
168433,,DR ALVIN PAPAYA WHITENING SOAP PP 96x65G,PCS,348,11.32,"3,938.30"
168437,,DR ALVIN PAPAYA WHITENING SOAP 24x2/135G,PACK,84,49.04,"4,119.38"
168440,,DR ALVIN KOJIC ACID SOAP 72x135G,PCS,330,39.99,"13,195.58"
168446,,BABY FIRST KIDDIE WIPES 3P MIXED SCENTS 12x60s,PACK,120,118.72,"14,246.53"
168485,,BLACK BEAUTY HOT OIL VITAMIN E 12/12/30ML,PCS,288,12.76,"3,674.16"
168486,,BLACK BEAUTY GOLD SHAMPOO 288/10ML,PCS,348,7.69,"2,677.86"
168487,,BLACK BEAUTY GOLD SHAMPOO 24/120ML,PCS,48,66.22,"3,178.44"
168488,,BLACK BEAUTY GOLD SHP 12/500ML,PCS,95,221.13,"21,007.35"
168489,,BLACK BEAUTY SILK CONDITIONER 288/10ML,PCS,432,7.7,"3,324.24"
168490,,BLACK BEAUTY SILK CONDITIONER 24/120ML,PCS,36,66.22,"2,383.81"
168491,,BLACK BEAUTY SILK CONDITIONER 12/500ML,PCS,24,221.13,"5,307.12"
168493,,SPRINGMAID TB No 8202,PCS,228,8.16,"1,860.13"
168495,,SPRINGMAID TB No 8204,PCS,252,8.35,"2,103.75"
168526,,ROSE NELITA SPECIAL SUNDRIED MIKI 40x225G,PACK,40,15.7,627.82
168612,,CYCLES MILD LAUNDRY DET POWDER 24/3/100G,PCS,144,21.22,"3,056.16"
168618,,SUPER Q PANCIT CANTON 48/227G,PACK,768,31.38,"24,102.86"
168626,,EL RANCHO CARNE NORTE 100/150G,CAN,400,20.78,"8,312.50"
168680,,PREMIERE CONDOM COOL WATERMELON 24x3s,BOX,240,42.77,"10,264.80"
168681,,OILATUM BABY CREAM 40x30G,PCS,120,167.95,"20,153.57"
168687,,STREPSILS SUGAR FREE LEMON 24x36x6s,PACK,828,28.2,"23,349.60"
168688,,STREPSILS EXTRA STRONG 12/36/8s,PACK,540,51.14,"27,614.05"
168693,,LASAP SWEET CHILI SAUCE 24/330G,PCS,8,21.84,174.75
168696,,LASAP BBQ MARINADE SAUCE 24/150ML,PCS,24,23.15,555.5
168697,,LASAP BBQ MARINADE SAUCE 24/350ML,PCS,48,38.72,"1,858.53"
168698,,EL RANCHO BEEF LOAF 100/100G,CAN,2100,12.05,"25,311.57"
168704,,EMPEROR CORN STARCH 12/1KL,BOX,900,61.9,"55,714.04"
168849,,FLAG/MOON THREAD Y0079 10/100MT,PCS,1,2.46,2.46
168867,,COLGATE TP TOTAL 12 PROF CLEAN 72x90G/80G,PCS,504,90.16,"45,440.99"
168868,,COLGATE TP TOTAL 12 PROF CLEAN 72x150G,PCS,504,125.25,"63,127.40"
168873,,LYSOL DISINF SPRAY CRISP BERRY 12/340G,PCS,144,332.79,"47,922.43"
168874,,LYSOL DISINF SPRAY CRISP BERRY 12/510G,PCS,24,422.08,"10,129.93"
168953,,BELO PORE REFINING WHTNG TONER 48/60ML,PCS,144,57.81,"8,325.00"
168954,,BELO PORE REFINING WHTNG TONER 48/100ML,PCS,96,75.67,"7,264.29"
168970,,SKINWHITE ADV POWER WHTNG SOAP 144/65G,PCS,1728,19.46,"33,621.42"
169062,,PANDA RICE 25KLS,BAG,2,"1,165.00","2,330.00"
169063,,WASHINGTON RICE 25KLS,BAG,235,990,"232,650.00"
169065,,MICHAEL ETHYL ALCOHOL 70P GREEN 90ML,PCS,1,14.82,14.82
169067,,WINGS SOLVE DET BAR CALAMANSI CLEAN 36x390G,BAR,900,13.39,"12,048.73"
169147,,SPEED BABAD POWDER POWER WHITENER 96x90G,PCS,1440,6.4,"9,215.01"
169148,,SPEED BABAD POWDER POWER WHITENER 24x500G,PCS,552,35.57,"19,636.62"
169203,,CLOSE UP TP GREEN MENTHOL TP 2/10G,PCS,10944,5.55,"60,728.47"
169206,,MYRA WHITENING BEAUTY SOAP 30x90G,PCS,30,23.97,719.06
169322,,TOYO SARDINES TS RED W/CHILI 100/155G,CAN,6300,14.25,"89,775.00"
169323,,NICEFOODS SOUR PLUM 24s,PACK,80,16.63,"1,330.29"
169407,,GILBEYS 1857 VODKA 12/700ML,BOT,1032,183.82,"189,699.10"
169596,,HARDYS STAMP REISLING 750ML,BOT,24,329.46,"7,907.14"
169608,,UFC TOMATO SAUCE GUISADO SUP 24/200G,PACK,48,13.7,657.54
169609,,UFC TOMATO SAUCE GUISADO SUP 12/1KL,PACK,12,55.2,662.37
169626,,BEAR BRAND POWDER MILK DRINK 320G,PACK,26892,90.99,"2,446,806.00"
169627,,BEAR BRAND WITH IRON 14x700G/750G,PACK,5236,181.76,"951,696.41"
169633,,BEAR BRAND POWDERED MILK 33G,PCS,303256,7.63,"2,314,222.35"
169648,,FRITO PLUS VEG OIL 144x80ML,PCS,864,7.17,"6,191.06"
169664,,GLUTA C INTENSE WHTNG TONER 100ML/150ML,PCS,84,78.39,"6,585.00"
169665,,GLUTA C NIGHT FACIAL SERUM 24x30ML,PCS,36,156.96,"5,650.71"
169668,,WINGS SOLVE DET BAR SUPER BLUE 96x150G,PCS,1536,5.51,"8,467.20"
169670,,WINGS SOLVE DET BAR SUPER BLUE 36x390G,BAR,540,13.39,"7,229.25"
169675,,HAPEE KIDDIE TP STRAWBERRY BLOOM 108/40G,PCS,432,19.39,"8,377.42"
169676,,HAPEE KIDDIE TP TUTTI FRUTTI TWIST 108/40G,PCS,324,19.39,"6,283.07"
169677,,HAPEE KIDDIE TP ORANGE SQUEEZE 108/40G,PCS,648,19.39,"12,566.13"
169689,,SNOWTIME SORBETES SC ICE POPS 16/10/45ML,PCS,480,3.52,"1,687.71"
169726,,REXONA MEN ROLL ON QUANTUM DRY 24x50ML,PCS,216,82.29,"17,774.56"
169727,,REXONA MEN ROLL ON QUANTUM 24x25ML,PCS,288,41.56,"11,968.05"
169729,,REXONA MEN ROLL ON ICE COOL 24/25ML,PCS,1224,41.56,"50,864.23"
169759,,HONNEE PIE STRAWBERRY 20/24s,PACK,500,17.21,"8,605.02"
169771,,CORN BITS CHILI CHEESE SPECIAL 10/10/70G,PCS,1000,8.11,"8,106.88"
169859,,MILKITA ASSTD MILK CANDY REFILL 8/125s,PCS,24000,0.54,"13,021.44"
169860,,MILKITA LOLLIPOP ASSTD FLAVOR 20/15s,PACK,1220,39.46,"48,139.46"
169861,,MILKITA LOLLIPOP ASSTD JAR 6/50s,JAR,918,131.53,"120,743.23"
169862,,MILKITA LOLLIPOP ASSTD REFILL 6/50s,PACK,420,123.31,"51,789.38"
169863,,MILKITA LOLLIPOP ASSTD JAR 6/80s,JAR,660,207.16,"136,723.95"
169869,,GATO NEGRO CHARDONAY 12/750ML,BOT,648,233.04,"151,007.14"
169873,,WONDERLINE PINKYS SECRET FEM WASH 65x150ML,PCS,585,106.31,"62,192.81"
169925,,SWALLOW DP PLUS HAIR DARKENING 150ML,PCS,4,77.01,308.04
169934,,EL RANCHO SPAG MEAT SCE W/MEAT BALLS 24/380G,CAN,432,43.23,"18,673.20"
169987,,ASUETE SEEDS 1KL,250G,600,25.67,"15,401.78"
169988,,CHAMPION DET POWDER FABCOND 35G/40G,PCS,2592,4.19,"10,854.00"
169992,,CHAMPION DET POWDER FABCOND 800G,PACK,1125,75.25,"84,656.25"
169993,,CHAMPION POWDER FABCOND 6/2KL/1.6KG,PACK,18,158.17,"2,847.00"
170000,,PAPA BANANA CATSUP SUP 48/200G,PACK,4752,11.28,"53,608.50"
170007,,SUNSILK SHP PERFECT STRAIGHT 24x180ML,PCS,96,77.03,"7,394.73"
170027,,BELO DAY COVER WHTNG VIT CRM SPF15 48x50G,PCS,96,196.21,"18,835.71"
170028,,BELO NIGHT THERAPY WHTNG CREAM 48/50G,PCS,96,196.21,"18,835.71"
170062,,NIDO 3plus PREBIO 3 PROTECTUS 750G,BOX,154,327.1,"50,373.84"
170102,,SUNSNACK PEANUT BUTTER CREAMY 12/1KL,PCS,108,199.65,"21,562.07"
170103,,SUNSNACK PEANUT BUTTER CHUNKY 12/1KL,PCS,60,199.65,"11,978.96"
170156,,SWEET HEAVEN CUTIE POPS 8/20/35ML,PACK,32,15.32,490.29
170160,,EPIC MURIATIC ACID 1000ML,PCS,48,42.95,"2,061.53"
170161,,EPIC MURIATIC ACID 500ML,PCS,48,25.1,"1,204.92"
170164,,AXE BODY SPRAY DARK TEMPTATION 50ML,PCS,180,71.19,"12,814.50"
170165,,AXE BODY SPRAY DARK TEMPTATION 12/150ML,PCS,240,155.21,"37,249.91"
170166,,AXE ROLL ON DARK TEMPTATION 24/40ML,PCS,96,86.4,"8,294.39"
170168,,AXE STICK DARK TEMPTATION 12/40G,PCS,168,148.63,"24,970.00"
170205,,OILATUM BABY BATH EMOLLIENT 36x150ML,PCS,108,221.77,"23,950.69"
170295,,CARP SOY SAUCE BUDGET PACK 48/200ML,PACK,144,5.69,819.64
170297,,CARP SOY SAUCE PLASTIC 24x385ML/350ML,PCS,96,11.38,"1,092.86"
170298,,CARP SOY SAUCE PET 24/500ML,PCS,96,15.18,"1,457.14"
170300,,CARP SOY SAUCE PET 12/1L,PCS,24,26.56,637.5
170304,,CARP CHINESE STYLE PATIS PLASTIC 24x385ML/350ML,PCS,72,13.66,983.57
170305,,CARP CHINESE STYLE PATIS PET 24/500ML,PCS,72,17.46,"1,256.79"
170306,,CARP CHINESE STYLE PATIS PET 12/1L,PCS,36,29.6,"1,065.54"
170307,,CARP CHINESE STYLE PATIS 6/1892ML,HGAL,12,56.92,683.04
170308,,CARP CHINESE STYLE PATIS 4/3785ML,GAL,8,98.66,789.29
170309,,CARD WHITE LABEL SOY SAUCE PL 24x385ML/350ML,PCS,96,10.25,983.57
170310,,CARP WHITE LABEL SOY SAUCE PET 24/500ML,PCS,96,12.52,"1,202.14"
170311,,CARP WHITE LABEL SOY SAUCE PET 12/1L,PCS,36,21.25,765
170333,,CARP SUKANG SASA BUDGET PACK 48/200ML,PCS,192,4.55,874.29
170335,,CARP SUKANG SASA PET 24x385ML/350ML,PCS,72,9.87,710.36
170336,,CARP SUKANG SASA PET 24/500ML,PCS,48,12.14,582.86
170337,,CARP SUKANG SASA PET 12/1L,PCS,24,21.25,510
170338,,CARP SUKANG SASA W/HANDLE 12/1L,PCS,48,22.77,"1,092.86"
170339,,CARP SUKANG SASA PLASTIC 6/2L,HGAL,12,45.54,546.43
170366,,DEL MONTE QUIK N EASY GATA MIX 36/40G,PCS,540,15.34,"8,285.75"
170367,,DEL MONTE QUIK N EASY SWT N SOUR MIX 36/57G,PCS,540,20.13,"10,869.91"
170368,,DEL MONTE QUIK N EASY GRAVY MIX 36/30G,PCS,360,12.86,"4,628.61"
170369,,DEL MONTE QUIK N EASY CURRY MIX 36/40G,PCS,1368,20.13,"27,537.16"
170401,,DEL MONTE QUIK N EASY BREADING MIX 36/75G,PCS,144,11.18,"1,609.59"
170402,,DEL MONTE QUIK N EASY KARE KARE MIX 36/50G,PCS,108,22.32,"2,410.05"
170414,,EQ DRY DIAPER TRAVEL PACK XXL 12/12s,PACK,468,113.88,"53,295.59"
170415,,EQ DRY DIAPER ECONO PACK XXL 6/24s,PACK,246,226.8,"55,793.41"
170434,,GREEN CROSS ALCOHOL 70P 3785ML,GAL,93,383.43,"35,659.38"
170475,,CAREFREE PL ACTI FRESH HEALTHY 20s,PACK,108,51.21,"5,530.62"
170511,,ADONIS SPECIAL PANCIT CANTON 1KL,PACK,48,90.76,"4,356.43"
170512,,ADONIS SPECIAL PANCIT CANTON 500G,PACK,48,47.5,"2,280.00"
170513,,ADONIS SPECIAL PANCIT CANTON 250G,PACK,96,25.87,"2,483.57"
170514,,ADONIS SPECIAL PANCIT CANTON 150G,PACK,168,16.96,"2,850.00"
170522,,ADONIS DRIED MIKI 80/250G,PACK,240,16.96,"4,071.43"
170523,,ATHENA EGG MIKI 66/6s,PACK,132,27.14,"3,582.86"
170524,,ACHILLES MISUA 12s,PACK,360,11.88,"4,275.00"
170530,,ATHENA CORNSTARCH 220/12s,PACK,660,11.88,"7,837.50"
170544,,HONNEE PIE STRAWBERRY 50s,PACK,400,35.81,"14,323.68"
170549,,PONDS AM DEEP ACT NIGHT CREAM 4x3x50G,PCS,36,501.63,"18,058.70"
170554,,GREEN CROSS ALCOHOL MOIST 70P 3785ML,GAL,507,392.52,"199,009.53"
170596,,SENIOR MARCO RICE 50KLS,SACK,189,"2,100.00","396,900.00"
170601,,ENERGIZER AAA PHOTO LITHIUM L92BP2,CARD,6,222.66,"1,335.94"
170606,,KSK BOY BAWANG CHICHACORN CHEESE 40x100G,PACK,800,16.96,"13,571.43"
170659,,PAPA BANANA CATSUP POUCH 48/100G,PCS,5232,6.65,"34,781.55"
170664,,FARLIN PETROLEUM JELLY UNSENTED 288/25G,PCS,480,24.27,"11,647.61"
170665,,FARLIN PETROLEUM JELLY PWDR FRSH 288/25G,PCS,288,24.91,"7,174.56"
170667,,FARLIN PETROLEUM JELLY BLOSSOM 288/25G,PCS,288,24.91,"7,174.56"
170674,,SUGO SALTED PEANUTS 48x50G,PACK,480,6.72,"3,225.60"
170675,,SUGO HOT AND SPICY PEANUTS 48x50G,PACK,240,6.72,"1,612.80"
170676,,SUGO SALTED PEANUTS 30x6/25G,PACK,120,20.16,"2,419.20"
170701,,LALA MILK AND CHOCO MINI 20/24s,PACK,40,16.09,643.79
170702,,UNIQUE TP MAXIMUM 384x10ML,PCS,1920,1.96,"3,770.32"
170703,,UNIQUE TP ADVANCE ORAL CARE 384x10ML,PCS,12672,1.69,"21,451.92"
170714,,ANGEL EVAP LIQUID CREAMER 48/365ML,CAN,3804,16.65,"63,325.91"
170774,,GOLDEN PAGODA VEGETABLE OIL TP 80ML,PCS,2160,6.93,"14,962.49"
170775,,GOLDEN PAGODA VEGETABLE OIL TP 288/40ML,PCS,576,3.54,"2,038.75"
170781,,DONA ELENA PURE OLIVE OIL 5L,BOT,30,"1,723.66","51,709.79"
170846,,GAVISCON ORIGINAL 6x150ML,PCS,42,191.94,"8,061.49"
170847,,GAVISCON ORIGINAL SACHET 24x10ML,PCS,5352,19.85,"106,229.81"
170848,,HEAD SHOULDER SH COOL MNTHL TRI 12ML,PCS,228816,4.09,"935,006.24"
170849,,HEAD SHOULDER SH SMOOTH SILKY TRI 12ML,PCS,83808,4.1,"343,700.80"
170858,,SKINWHITE ADV WHT LOT GLUTA+VITC 50ML,PCS,96,65.85,"6,321.98"
170859,,SKINWHITE ADV WHT LOT GLUTA+VITC 100ML,PCS,816,121.31,"98,985.61"
170902,,SB STAINLESS STELL BALL 96/15G,PCS,3648,16.6,"60,573.07"
170905,,ACT II POPCORN BUTTER LOVERS 3ct 12x3x85G,BOX,60,91.21,"5,472.31"
170929,,GAVISCON ORIGINAL TABLET 250mg 12x8s,BOX,180,92.16,"16,588.48"
170932,,SELECTA FORTIFIED FILLED MILK 12x2/245ML,PACK,2532,35.17,"89,052.97"
170950,,KERATIN PLUS SHP DAILY NOURISHING 288x22ML,PCS,157824,3.5,"551,680.10"
170957,,KERATIN PLUS SHP HAIR FALL CONTROL 288x22ML,PCS,139104,3.5,"486,243.60"
170962,,KERATIN PLUS LUXURIOUS BRAZILLIAN TRT 288x20G,PCS,175104,4.47,"782,105.52"
171037,,GLADE TOUCH n FRESH LAVENDER REF 12ML,PCS,36,68.06,"2,450.10"
171130,,DEL MONTE TOMATO SCE FIL BP MMK 90G,PACK,4032,8.15,"32,853.46"
171168,,CHIC NAIL COLOR CAROLINA PEACH 12x11ML,PCS,1,25.81,25.81
171172,,CHIC NAIL COLOR IT GIRL 12x11ML,PCS,1,25.04,25.04
171175,,CHIC NAIL COLOR TRENDSETTER 12x11ML,PCS,1,25.04,25.04
171233,,NEWLIFE SHELL MACARONI BIG 5KL,500G,200,18.3,"3,660.71"
171237,,MOTHERS BEST PICKLE RELISH 24/250G,PCS,24,49.35,"1,184.40"
171288,,GLADE TOUCH n FRSH MORNG FRSH REF 12ML,PCS,72,68.06,"4,900.20"
171291,,DON PEPE TABLIA 3N1 CHOCO DRINK 108/90G,PACK,108,16.29,"1,758.86"
171311,,SO KLIN BLEACH ORIGINAL 48x100ML,PCS,1104,5.26,"5,807.59"
171313,,SO KLIN BLEACH ORIGINAL 24x250ML,PCS,720,9.11,"6,560.21"
171314,,CREAMSILK FRESH n BOUNCY HF 12x300ML,PCS,2,208.79,417.59
171318,,CLOSE UP TP COOLING MINT 12x11+1/2x10G,PACK,144,59.23,"8,529.14"
171324,,VITAKERATIN BRAZILIAN STRGHT 288x20ML,PCS,288,3.82,"1,100.91"
171328,,CELL 8X10 02 EXCELLENT,PACK,265,59.33,"15,721.13"
171329,,GOLDEN PAGODA SPECIAL BIHON YELLOW 8KL,500G,1056,23.06,"24,352.24"
171330,,CLASSIC ROYALE SPECIAL BIHON YEL HARD 10KL,500G,4140,22.48,"93,057.60"
171380,,SIMILAC TUMMICARE HW 3+ 6x800G,BOX,6,897.36,"5,384.13"
171381,,GLADE AFF MORNING FRESH 12/320ML,PCS,132,128.22,"16,925.36"
171464,,NARCISSUS WHOLE MUSHROOMS 12x2/400G,PACK,48,84.38,"4,050.01"
171466,,NARCISSUS PCS N STEM MUSHROOM 12x2/400G,PACK,72,79.46,"5,721.42"
171483,,JERGENS LOT HOLIDAY MINI BUNDLE 12x3/50ML,BOX,112,13,"1,456.00"
171511,,OISHI PRAWN CRACKER SPICY 30/100G,PCS,30,13.36,400.89
