ISLAND CITY MALL,,,,,,
POS UNPOSTED SALES,,,,,,
"As of APRIL 27, 2022",,,,,,
Item No.,Variant Code,Description,UOM,Quantity,Cost w/o VAT,Total Cost w/o VAT
158907,,6846 CHILDRENS WALLET,PCS,-1,21.42857,-21.42857
158908,,SEN TB UL SNSTV SFT 2+1,PCS,-2,80.35714,-160.71428
158933,,MAG MW CHZE SPRD 235G,PACK,-9,66.96429,-602.67861
158941,,OISHI FRZ P/APPLE 230ML,PCS,-9,7.84821,-70.63389
158945,,C JELLY GUL RED 24G,PCS,-18,7.36412,-132.55416
158948,,C JELLY GUL ORANGE 24G,PCS,-5,6.6964,-33.482
158957,,0433 CHILDRENS WALLET,PCS,-1,22.32143,-22.32143
158958,,0439 CHILDRENS WALLET,PCS,-1,22.32143,-22.32143
158980,,SAVERS L SOAP BLUE,PCS,-10,3.34821,-33.4821
158999,,AL EARRING 12x120,PAIR,-1,0,0
159028,,KAMI KT SOLO 2PLY,ROLL,-79,27.67857,-2186.60703
159085,,P EASYMELT 170G,PCS,-6,62.5,-375
159095,,274 2 SPR DINOSAURS SET,SET,-8,75.89286,-607.14288
159121,,BER CHC MM 500G,PCS,-4,187.5,-750
159138,,AF F56 RALPH 30ML,PCS,-5,129.46429,-647.32145
159140,,AF F56 RALPH 60ML,PCS,-4,200.89286,-803.57144
159192,,REBISCO CRACKERS 20s,PACK,-159,70.9375,-11279.0625
159237,,V GARD PET SOAP 135G,PCS,-9,50.22321,-452.00889
159239,,V GARD SH W/COND 120ML,PCS,-2,66.51786,-133.03572
159246,,VG SHP W/INSCT 120ML,PCS,-2,71.25,-142.5
159247,,V GARD FLEA PWDR 100G,PCS,-4,46.96429,-187.85716
159376,,E PNDSAL MATE 30G,PCS,-4144,5.80357,-24049.99408
159465,,AJINOMOTO 24G,PCS,-8839,4.52679,-40012.29681
159471,,ROSE NELITA BT 2P 1R,ROLL,-97,5.40646,-524.42662
159504,,CR DWL STRWBRRY 500ML,PCS,-1,25,-25
159509,,DOWNY AB 6+1/63ML,PACK,-2,51.04464,-102.08928
159510,,DOWNY SF 6+1/66ML,PACK,-15,51.04464,-765.6696
159511,,DOWNY GB 6+1/66ML,PACK,-49,51.04464,-2501.18736
159512,,DOWNY PSN  6+1/60ML/63M,PACK,-18,73.63393,-1325.41074
159513,,D MYSTIQ 6+1/60ML/63ML,PACK,-1,73.63393,-73.63393
159529,,012 7 WRIST BELL,PCS,-1,26.78571,-26.78571
159530,,TH S SLCD D MSHRM 200G,PACK,-6,105,-630
159531,,TH S WHL MSHRM PRM 200G,PACK,-5,105,-525
159532,,K BRD CRUMBS 600G,PACK,-15,40.10371,-601.55565
159535,,RED P VERM SOT 1000G,PACK,-5,52.62688,-263.1344
159538,,JMJ W KRNL EO 15oz,CAN,-48,20.238,-971.424
159539,,JMJ MANDARIN ORNGE 312G,PCS,-5,15.75,-78.75
159541,,TH MROOM PNS 850G,CAN,-3,54.63571,-163.90713
159542,,TH MROOM WHL 425G,CAN,-37,26.78563,-991.06831
159596,,18616 01 TOOTHPICK,PCS,-12,1.48833,-17.85996
159649,,OR MIX BIHON 400G,PACK,-195,15.40175,-3003.34125
159651,,OR MIX BIHON 500G,PACK,-186,18.4375,-3429.375
159702,,P60708 1 FRT PLT HK 8in,PCS,-1,19.28571,-19.28571
159722,,CW PMNTO TP 24G,PCS,-18,7.59821,-136.76778
159724,,CHZ WHIZ REG TP 24G,PCS,-86,8.50893,-731.76798
159726,,700CC CONT CLR,PCS,-25,2.94643,-73.66075
159734,,HF CANDLE WHITE 18X4s,PACK,-11,18.2366,-200.6026
159765,,SURF P CB 6+1/75G,PACK,-624,26.25,-16380
159766,,SURF P RF 6+1/75G,PACK,-1316,26.25,-34545
159772,,ARIEL LIQ GEL ID 900G,PCS,-2,128.34821,-256.69642
159773,,ARIEL LIQ GEL ID 810G,PACK,-1,115.91964,-115.91964
159774,,ARIEL LGEL ID 60G,PCS,-112,8.86607,-992.99984
159791,,HS SH SS 330ML,PCS,-11,145.04805,-1595.52855
159811,,SG 3PID WHITE 3/85G,PACK,-10,39.03288,-390.3288
159812,,SG 3PID WHITE 3/130G,PACK,-8,58.51937,-468.15496
159824,,HAPEE TP EMR 11+1/30G,PACK,-10,39.28571,-392.8571
159830,,KOTEX LUXE UT W 8s,PACK,-23,49.875,-1147.125
159832,,RN PURE TABLEYA L12s,PACK,-3,8.86374,-26.59122
159838,,HS SH COOL MNTHL 1.2L,PCS,-3,397.95536,-1193.86608
159844,,PONDS PC TNR WB 60ML,PCS,-22,26.34359,-579.55898
159845,,PONDS WB PC TNR 100ML,PCS,-22,42.13343,-926.93546
159847,,KTX LUXE UT ONW 8s,PACK,-12,70.41071,-844.92852
159848,,KTX LUXE UT DN W 8s,PACK,-31,53.98214,-1673.44634
159968,,ARIEL INSTSHN FC 70G,PCS,-18,12.61607,-227.08926
160013,,CS RECON DC 180ML,PCS,-32,77.18278,-2469.84896
160015,,CS SO STR PK 180ML,PCS,-56,77.91084,-4363.00704
160019,,CS HFL DEF 180ML,PCS,-49,77.85605,-3814.94645
160021,,CS S STRGHT PK 12ML,PCS,-10509,3.42388,-35981.55492
160028,,CS RECON DC 11ML,PCS,-2658,3.41941,-9088.79178
160029,,CS HFALL DEF 11ML,PCS,-8334,3.42091,-28509.86394
160050,,NM PENATO JUMBO S,PACK,-50,22.324,-1116.2
160052,,NM PENATO JUMBO BIG,PACK,-6,75.8928,-455.3568
160100,,SB PRM WIPES UNS 3/90s,PACK,-1,178.125,-178.125
160105,,SB PRM WIPES ALOE 3/30s,PACK,-2,88.83929,-177.67858
160107,,KAMI IFPT 1P 3/175P,PACK,-8,96.875,-775
160121,,PAULOS CRMY PB 265G,PCS,-23,54.46429,-1252.67867
160122,,PAULOS CRMY PB 700G,PCS,-2,138.39286,-276.78572
160123,,JULIANNES COOKIE 320G,PACK,-7,66.96429,-468.75003
160128,,JULIANNES COOKIE 150G,PACK,-3,33.48214,-100.44642
160129,,JUL BTR CHOC CKIES 350G,PACK,-5,84.82143,-424.10715
160132,,JUL BTR CHCO CKIES 150G,PACK,-4,42.41071,-169.64284
160134,,JUL HM W/CC CKIES 200G,PACK,-7,35.71429,-250.00003
160156,,CLN EA 70P 2/250ML,PACK,-1,41.51786,-41.51786
160162,,CLN EA 70P PMP 2/1L,PACK,-5,164.28571,-821.42855
160164,,DIA VANILLA 360G,BOX,-1,498.04464,-498.04464
160172,,DOMINO CHOCO CKS 10s,PACK,-13,23.23558,-302.06254
160188,,MINOLA C OIL SUP 1.85L,PACK,-14,140.8595,-1972.033
160291,,ZANG UNF GUL RED 24G,PCS,-217,5.94985,-1291.11745
160294,,ZANG UNF GUL ORGE 24G,PCS,-138,6.02679,-831.69702
160295,,ZANG UNF GUL WHT 24G,PCS,-185,0,0
160528,,CLEAR SH CSC 12ML/13ML,PCS,-849,3.72201,-3159.98649
160531,,MINOLA C OIL SUP 925ML,PACK,-70,73.455,-5141.85
160545,,RAM P ELBOW MAC 200G,PACK,-18,12.76515,-229.7727
160546,,RAM P ELBOW MAC 400G,PACK,-30,21.65173,-649.5519
160547,,RAM P ELBOW MAC 1KL,PACK,-10,52.49111,-524.9111
160573,,BACTIDOL LIQUID 30ML,PCS,-20,48.66071,-973.2142
160917,,SWKF 008 SW SL PKG S5,PAIR,-2,49.10714,-98.21428
160920,,P CD CHOCO 10/30G,PACK,-44,0,0
160924,,N INST MAMI SEAFOOD 55G,PCS,-74,0,0
160928,,MC CHEESE 28G,PACK,-1001,4.0406,-4044.6406
160929,,MAGIC CHIPS BBQ 28G,PACK,-405,4.06695,-1647.11475
160930,,SWKF 010 SW SL PKG S7,PAIR,-8,49.10714,-392.85712
161010,,MOJITOS SLVR TEQ 75CL,BOT,-34,94.71216,-3220.21344
161030,,LAVI SPONGE No 1,PCS,-1,9.37375,-9.37375
161042,,OPT WHT COFFEE 27G,PCS,-5,9.64286,-48.2143
161045,,GS FIO 3/170G P99,PACK,-5,84.86607,-424.33035
161046,,GS FLKS ASRD 3/170G,PACK,-2,84.86607,-169.73214
161050,,CEL SD FB CRM 100ML,PCS,-2,411.49107,-822.98214
161067,,NF RNBW SNIPS 24s,PACK,-8,16.143,-129.144
161072,,C BOY COWHEAD CHO 24s,PACK,-11,16.143,-177.573
161084,,UFC B CATSUP 200G,PACK,-688,6.61606,-4551.84928
161089,,JIGLS JJ W/NDC OR 220ML,PCS,-419,7.125,-2985.375
161090,,JIGLS JJ W/NDC SBRRY 220ML,PCS,-223,7.125,-1588.875
161116,,HB WHL MSHRM 425G,CAN,-6,32.34294,-194.05764
161117,,HB PS MSHRM 425G,CAN,-2,33.16055,-66.3211
161239,,X ZEL M ACID 1/2GAL,HGAL,-4,62.08,-248.32
161250,,C ROYALE BT 2PLY 4r,PACK,-33,0,0
161251,,C ROYALE TN FLD 40sht,PACK,-36,0,0
161252,,JASMINE BT 2PLY 4roll,PACK,-22,0,0
161261,,R MAYONNAISE 1L,PCS,-9,161.60714,-1454.46426
161266,,AV SKIN RELF LOT 71ML,PCS,-3,148.03571,-444.10713
161272,,CD M BTR OMEAL CKS 130G,PACK,-3,28.92158,-86.76474
161273,,CD M BTR OMEAL CKS 30G,PCS,-44,6.56045,-288.6598
161399,,H GENTLE BT GREEN 4R,PACK,-56,21.78563,-1219.99528
161432,,CHIEF MT LOAF 150G,CAN,-357,13.83929,-4940.62653
161433,,KLNOL DWL LMN 250ML,PCS,-5,21.63393,-108.16965
161434,,KLNOL DWL LME 250ML,PCS,-4,21.63393,-86.53572
161436,,RAM TOMATO PASTE 1KL,PACK,-26,84.30837,-2192.01762
161437,,RAM TOMATO SCE 1KL,PACK,-35,45.88458,-1605.9603
161470,,N SUP L ROCKY ROAD 1.3L,HGAL,-2,199.98273,-399.96546
161477,,KSK PUTO SEKO MC 30G,PCS,-35,3.65618,-127.9663
161508,,CL FACE PDR REF TAN,PCS,-1,75.89286,-75.89286
161513,,CL SNGL BLSH ON 4 ROSY C,PCS,-2,84.82143,-169.64286
161516,,EB FACE PDR W BEIGE,PCS,-1,98.21429,-98.21429
161618,,MYRA CL WHT VL 50ML,PCS,-26,46.58036,-1211.08936
161665,,GLUTA WF DEO R ON 50ML,PCS,-2,93.01462,-186.02924
161715,,EQ DRY BB DIAPR SML 1s,PCS,-10,5.38867,-53.8867
161719,,CHARMEE PL GO GIRL 20s,PACK,-196,11.55068,-2263.93328
161720,,CHARMEE AN FEM PADS 4s,PACK,-62,15.49506,-960.69372
161755,,ALEXIS BRACELET 6x78,PCS,-1,11.60714,-11.60714
161814,,CO BBQ MAR HICKORY 225G,PACK,-13,20.29992,-263.89896
161815,,CO BBQ MAR H MSTRD 225G,PACK,-10,20.29983,-202.9983
161816,,CO BBQ MAR INASAL 225G,PACK,-2,20.29972,-40.59944
161817,,CO BBQ MAR KOREAN 225G,PACK,-3,20.29983,-60.89949
161836,,D PUTI VIN T 200ML,PACK,-1259,3.30798,-4164.74682
161851,,CERES FJ CRAN KIWI 1L,BOX,-3,53.57283,-160.71849
161889,,SUNMAID RAISINS 14.5G,PCS,-98,3.28596,-322.02408
161990,,ALPHA MARGARINE 45KLS,PAIL,-4,0,0
162108,,SEL F F MILK LF 245ML,PCS,-73,11.51194,-840.37162
162112,,SEL F FLD MILK LF 1L,BOX,-45,40.67026,-1830.1617
162166,,E AA RECH BAT RE15BP2,CARD,-2,249.375,-498.75
162220,,AP LIP BALM P PINK 7G,PCS,-15,43.75,-656.25
162222,,AP LIP BALM ORIG 7G,PCS,-2,43.75,-87.5
162255,,FAFAFA VERM 32oz/28.2z,PACK,-2,50,-100
162256,,FAFAFA VERM 16oz/14.10z,PACK,-12,25,-300
162258,,FAFAFA VERM 1.6oz/1.4z,PACK,-183,3.03572,-555.53676
162259,,RED P VERMICELLI 500G,PACK,-12,26.31294,-315.75528
162260,,RED P VERMICELLI 1.6oz,PACK,-902,3.03569,-2738.19238
162309,,NOVA SWT CHILI 78G,PACK,-207,22.5,-4657.5
162310,,NOVA SWT CHILI 40G,PACK,-746,10.04464,-7493.30144
162353,,MAX MALLOWS VAN 135G,PACK,-105,24.6278,-2585.919
162394,,ROGERS MAYONICE 470ML,PCS,-16,46.74484,-747.91744
162402,,135 B TB BLK XXL 10s,ROLL,-7,123.75,-866.25
162490,,DON S TAB GOLD 15G,PCS,-396,1.46585,-580.4766
162563,,T CAFE BROWN 25G,PCS,-449,2.97321,-1334.97129
162570,,P 001A EGG TRAY DLXE,PCS,-2,0,0
162616,,CLN YKI2x DM CBUDS 70T,PACK,-1,30.35714,-30.35714
162638,,TWINS DRY BB DIAP S 34s,PACK,-1,141.51091,-141.51091
162647,,DRAGON SID 20G,PCS,-126,4.39286,-553.50036
162673,,BOY B LECHON MNK 100G,PACK,-144,9.59016,-1380.98304
162676,,BB HOT GARLIC 90G,PACK,-129,9.59017,-1237.13193
162712,,DAZZ DW BAR LIME 90G,PCS,-193,3.45325,-666.47725
162713,,DAZZ DW BAR LEMON 90G,PCS,-171,3.45315,-590.48865
162731,,KLFEVER KIDS HALF 1P,PACK,-17,16.96429,-288.39293
162749,,CLN PRM BUDS SPI BLK 200T,PACK,-3,74.77679,-224.33037
162764,,CRAB FRESH LOME 1/2KL,PACK,-3,0,0
162765,,CRAB FRESH LOME 1KL,PACK,-4,0,0
162766,,CRAB FRESH MAME 1/2KL,PACK,-2,0,0
162767,,CRAB FRESH MAME 1KL,PACK,-4,0,0
162864,V0001,BEAVER SL BC2 L,PAIR,-33,18.92875,-624.64875
162873,V0003,BEAVER SL PR2 L,PAIR,-1,18.92872,-18.92872
162896,,KINIS BLEACHING 135G,PCS,-2,38.90167,-77.80334
162898,,M PEEL EXF SOAP 90G,PCS,-9,22.23589,-200.12301
162899,,M PEEL EXFOL SOAP 125G,PCS,-5,33.19296,-165.9648
162925,,BABBLE JOE B GUM 25s,PACK,-595,8.54732,-5085.6554
163033,,CROWN P CARD CB,PCS,-98,7.36583,-721.85134
163043,,YAM R SSME D 1L,PCS,-1,379.46429,-379.46429
163045,,YAM R SSME D 220ML,PCS,-3,125,-375
163050,,SSK SH SM P 350ML/320ML,PCS,-29,138.99291,-4030.79439
163051,,BRISTOL ORIG LL 12oz,CAN,-5,80.35714,-401.7857
163058,,BEL DM RT PRNTD XL,PCS,-17,40.17857,-683.03569
163068,,MS MG KSC 87G,PACK,-40,10.71429,-428.5716
163095,,TOP CAFE WHITE 30G,PCS,-794,3.33036,-2644.30584
163106,,BN VDS LAV 340G,PCS,-1,257.14286,-257.14286
163137,,LP WRCSTRSHR SCE 290ML,PCS,-17,131.47321,-2235.04457
163158,,DC KN G PUPPY SHP 500ML,PCS,-1,239.28571,-239.28571
163162,,DC KN OM TWAS SH 500ML,PCS,-1,239.28571,-239.28571
163164,,GG FL VINCA F090,PACK,-1,31.25,-31.25
163224,,PAL MS PC W/CHRCL 115G,PCS,-18,32.14286,-578.57148
163237,,CHIC LMK B BRIDE 11ML,PCS,-1,29.46429,-29.46429
163239,,DC KN C PPRMNT SH 500ML,PCS,-2,239.28571,-478.57142
163242,,K RE003 RT MC 1L,PCS,-84,3.75,-315
163243,,CHIC LMK ENDLESS LV 11ML,PCS,-5,29.46429,-147.32145
163252,,KK 2D T LUNCH PK,PCS,-34,4.91071,-166.96414
163254,,KK 3D T LUNCH PK,PCS,-19,7.58929,-144.19651
163275,,LACTUM PWDR 1p 150G,BOX,-13,62.36288,-810.71744
163283,,LACTUM CHOCO 3p 350G,BOX,-3,142.67491,-428.02473
163415,,B15029 10 WHT CDL,PACK,-1,39.28571,-39.28571
163448,,RAM SS SWT 1KG,PACK,-41,44.7351,-1834.1391
163449,,RAM SS ITALIAN 1KG,PACK,-19,44.735,-849.965
163470,,MYRA CL MOIST VL 200ML,PCS,-61,100.92857,-6156.64277
163511,,JBB MILK BATH 1000ML,PCS,-2,209.60083,-419.20166
163512,,JBL MLK+RCE PMP 500ML,PCS,-6,144.57109,-867.42654
163558,,2932 MMFLO BBS TEETHR,PCS,-1,124.77679,-124.77679
163595,,MAINLAND VINTAGE 250G,PCS,-11,183.34667,-2016.81337
163667,,DOREEN COND 390G,CAN,-2529,25.44635,-64353.81915
163675,,SB HD OUTDR GLVS SML,PAIR,-9,35.81341,-322.32069
163689,,JIMMS 4N1 COF MIX 15G,PCS,-214,4.41295,-944.3713
163690,,JIMMS 5N1 CM SF 21G,PCS,-521,8.50067,-4428.84907
163691,,SW WS PWRWHT 90G,PCS,-22,26.67826,-586.92172
163692,,BB AP W/COFFEE 33G,PCS,-398,12.85714,-5117.14172
163695,,JOLLY WK CORN 2950G,CAN,-9,121.276,-1091.484
163707,,CORN BITS ORIG 70G,PCS,-117,6.24313,-730.44621
163708,,CASINO E AL FEM 70P 60ML,PCS,-88,10.45729,-920.24152
163735,,SW WS PWRWHT 125G,PCS,-17,38.50391,-654.56647
163736,,FSTA SS SB 900G,PACK,-31,45.31337,-1404.71447
163743,,DM VG WC S PNK WR,PCS,-5,4.01786,-20.0893
163752,,654 E N TB WIRE LD WHT,PCS,-3,13.16958,-39.50874
163753,,RAM VINEGAR 180ML,PACK,-149,4.15925,-619.72825
163757,,GP SPAG MEAT S SSGE 380G,CAN,-24,29.8125,-715.5
163759,,FAFAFA VERMI 2.82oz,PACK,-95,5.625,-534.375
163760,,R PHOENIX VERM 250G,PACK,-46,13.39283,-616.07018
163764,,TH MROOM WHL 850G,CAN,-4,53.57125,-214.285
163802,,8508A CHESS BOARD,PCS,-3,58.03571,-174.10713
163830,,PONDS TONER AC 60ML,PCS,-9,26.75731,-240.81579
163831,,PONDS TONER AC 100ML,PCS,-6,43.30361,-259.82166
163839,,COCA COLA ZERO 1.5L,BOT,-133,28.36689,-3772.79637
163840,,COKE ZERO 320ML,CAN,-304,14.91654,-4534.62816
163852,,HYGNX EA 70P AB 500ML,PCS,-18,65.35714,-1176.42852
163869,,CHAMP SP BIHON YEL 250G,PACK,-66,0,0
163907,V0004,WLKR SL WX201 L,PAIR,-1,17.63396,-17.63396
163911,V0001,WLKR SL WX508 L,PAIR,-23,20.47708,-470.97284
163911,V0002,WLKR SL WX508 L,PAIR,-39,20.47708,-798.60612
163913,V0002,WLKR SL WX208 L,PAIR,-1,25.28688,-25.28688
163963,,LIST COOLMINT 100ML,PCS,-17,56.02679,-952.45543
163964,,LIST CM ZERO 100ML,PCS,-12,56.02679,-672.32148
163966,,RAIN NC REG EX PLM 8ML,PCS,-7,64.33863,-450.37041
163979,,RAIN NC REG S BLIS 8ML,PCS,-123,8.1965,-1008.1695
163988,,RAIN NC GLZ M FRAP 8ML,PCS,-9,64.33863,-579.04767
164013,,JOY UL DWL KALMSI 175ML,PACK,-113,28.61583,-3233.58879
164014,,LIST FRESHBURST 100ML,PCS,-23,56.02679,-1288.61617
164016,,LIST TOTAL CARE 100ML,PCS,-2,76.29464,-152.58928
164017,,LIST TARTAR CNTRL 100ML,PCS,-2,69.01786,-138.03572
164018,,LIST TC ZERO 100ML,PCS,-8,76.29464,-610.35712
164030,,JOY DWL LEMON 175ML,PACK,-31,64.33863,-1994.49753
164031,,JOY DWL AB 165ML,PACK,-44,31.4284,-1382.8496
164032,,HYGNX EA 70P AB 1GAL,GAL,-12,495.26786,-5943.21432
164034,,TOILY BT 300sht 2P 12r,PACK,-24,67.05804,-1609.39296
164036,,REB CR WHL WHEAT 10s,PACK,-41,64.33863,-2637.88383
164041,,EMP CORN STRCH 100G,BOX,-43,6.04516,-259.94188
164043,,EMP CORN STRCH 400G,BOX,-5,25.76792,-128.8396
164061,V0004,BVR SL PS17S,PAIR,-65,26.75731,-1739.22515
164088,,KITA C GRAHAM 20s,PACK,-45,14.86607,-668.97315
164102,,PTN COND COLLGN 12ML,PCS,-19,7.96429,-151.32151
164110,,CHRISTIA TSTD BREAD 50G,PACK,-11,17.54464,-192.99104
164113,,CHRISTIA TSTD BRD 100G,PACK,-26,33.88393,-880.98218
164114,,CHRISTIA TSTD BRD 50s,PACK,-24,41.5625,-997.5
164116,,M CURL D MILK HL 200ML,PCS,-3,5.48729,-16.46187
164118,,CHRISTIA TSTD BREAD 105s,PACK,-4,82.63393,-330.53572
164120,,S SH D PURPOSE 200ML,PCS,-1,5.48729,-5.48729
164126,,LA LUISA PACENCIA 90G,PACK,-49,16.875,-826.875
164195,,CHOYO WS SBERRY 380G,CANN,-66,38.0525,-2511.465
164196,,CHOYO WS UBE 380G,CANN,-114,38.05167,-4337.89038
164203,,B NAIL POLSH RMVR 275ML,PCS,-4,34.72333,-138.89332
164207,,SW AD PW LOT SPF20 100ML,PCS,-51,80.99104,-4130.54304
164220,,CET AB CLNSNG BAR 127G,PCS,-2,272.32167,-544.64334
164250,,KK AF01950 AF PAN,PCS,-19,10.71429,-203.57151
164256,,PAMPERS AC PANTS XL 52s,PACK,-4,562.9375,-2251.75
164263,,JOLLY CANOLA OIL 5L,GAL,-5,421.875,-2109.375
164289,,AVNO DM LOT 71ML,PCS,-1,119.41964,-119.41964
164290,,TOPPS CHOCO PNT 10s,PACK,-43,51.22321,-2202.59803
164296,,921 DP CLOTHES CLIP 24s,PCS,-1,88.3925,-88.3925
164300,,SUPER CRUNCH BBQ 55G,PCS,-391,4.91071,-1920.08761
164301,,JBB PDR COOLING 50G,PCS,-33,12.95537,-427.52721
164303,,JBB PDR COOLING 200G,PCS,-7,40.26771,-281.87397
164309,,E JOY AD UNDRPADS L 10s,PACK,-2,136.839,-273.678
164310,,TWINS DRY BB DIAP S 4s,PACK,-1,15.64908,-15.64908
164313,,KRIMSTIX SOFTEE 25s,PACK,-787,19.14286,-15065.43082
164314,,WAFER TIME RC CAP 10s,PACK,-1,50.25893,-50.25893
164316,,PAM AC PANTS XXL 44s,PACK,-2,562.9375,-1125.875
164318,,SW ADV PW SPF20 LOT 50ML,PCS,-24,47.25,-1134
164319,,SW ADV PW SPF20 LOT 200ML,PCS,-26,148.4565,-3859.869
164324,,KSK CHOCO CRUNCH 20s,PACK,-28,0,0
164325,,KSK PS CHOCO CKIE 30G,PCS,-99,0,0
164337,,LAU OTAP SP 210G,PACK,-4,27.81167,-111.24668
164390,,CD BROWNIE CKES 28G,PCS,-34,4.12025,-140.0885
164418,,GH CORNSTARCH 100G,BOX,-21,5.74569,-120.65949
164420,,RAM GRN PEAS SUP 200G,PACK,-174,13.83036,-2406.48264
164426,,MANI SEED SML 80X90,250G,-1092,0,0
164430,,SFG 3P PK ALOE 3/85G,PACK,-18,39.02656,-702.47808
164431,,SFG 3P PK ALOE 3/130G,PACK,-11,58.51975,-643.71725
164463,,POL 3MIN CLNSR TAB 6s,PACK,-1,61.16964,-61.16964
164464,,POL ON/WC TAB 6s,PACK,-1,61.16964,-61.16964
164480,,SB BR n L GLOVES SML,PAIR,-3,82.23214,-246.69642
164542,,GH CORN STARCH 1KL,BOX,-6,40.67,-244.02
164551,,COCO HONEY FS 10s,PACK,-66,19.14286,-1263.42876
164603,,CHEETOS CHDR JAL 8oz,PACK,-27,74.696,-2016.792
164607,,MC AFS KARAAGE 85G,PACK,-1,50.70536,-50.70536
164609,,NB LOT WHT REP UV 125ML,PCS,-7,0,0
164610,,NB LOT W REP UV 250ML,PCS,-9,0,0
164611,,NB LOT W REP UV 400ML,PCS,-2,0,0
164612,,NBD EW SMTH FRM 50ML,PCS,-11,0,0
164613,,NBD XTRA W SM FIRM 250ML,PCS,-9,0,0
164614,,NBD XTRA W SM FIRM 400ML,PCS,-6,0,0
164617,,CC CRMY CHIZ 65G,PCS,-47,15.90179,-747.38413
164618,,D DONG SM 26G,PACK,-318,4.6875,-1490.625
164635,,SAUCE CUP 20,PCS,-32,2.23214,-71.42848
164641,,GG ORNA PEPPER I055,PACK,-1,31.25,-31.25
164646,,VIR SNFLWR C OIL 1.8L,PCS,-2,214.28571,-428.57142
164703,,BFN BW 650ML+BS,PACK,-1,177.67857,-177.67857
164719,,HNSL M SBERRY 10s,PACK,-170,39.82143,-6769.6431
164726,,ZO PMELO FS 237ML,PCS,-54,8.92857,-482.14278
164727,,ZO DALNDN FS 237ML,PCS,-7,8.92857,-62.49999
164736,,34612 29 FAN,PCS,-1,11.90179,-11.90179
164774,,ZO CALMNSI 237ML,PCS,-50,8.92857,-446.4285
164785,,G TUR BREW 360G,PACK,-2,195.53571,-391.07142
164793,,G TBF W/GNGR 160G,JAR,-1,97.32143,-97.32143
164800,,BLACK RICE PP 2KG,PACK,-13,130,-1690
164803,,GG VEG OKRA V005,PACK,-2,31.25,-62.5
164805,,GG VEG B ONION V010,PACK,-1,31.25,-31.25
164806,,GG VEG CHI CHIVES V015,PACK,-1,31.25,-31.25
164817,,GG VEG CC PAI TSAI V040,PACK,-1,31.25,-31.25
164833,,NUVO HS S NAT 50ML,PCS,-1,17.85714,-17.85714
164834,,GGV HOT PEPPER V080,PACK,-2,31.25,-62.5
164843,,KWIK MIK KB 150ML,PCS,-20,46.04464,-920.8928
164844,,KWIK MIK KB 300ML,PCS,-5,69.78571,-348.92855
164845,,KWIK MIK KB 500ML,PCS,-4,102.71429,-410.85716
164846,,KWIK MIK KB 600ML,PCS,-3,121.83036,-365.49108
164848,,KWIK MOSQ KLR 300ML,PCS,-1,71.88393,-71.88393
164849,,KWIK MOSQ KLR 500ML,PCS,-4,105.53571,-422.14284
164862,,AJAX W AB LMN 40s,PACK,-2,99.64286,-199.28572
164874,,GGV CUCUMBER V115,PACK,-1,31.25,-31.25
164876,,GGV CUCUMBER V120,PACK,-1,31.25,-31.25
164886,,BABY T BB WIPES 80s,PACK,-33,0,0
164909,,A WAB CHRCL 110s,PACK,-2,208.09821,-416.19642
164930,,C TRUFILLS CFC 75G,BOX,-11,17.6875,-194.5625
164932,,C SUGAR CRKR 60G,PACK,-45,8.47321,-381.29445
164935,,RAM SS SWT 560G,PACK,-85,32,-2720
164947,,SF PIZZA 10/25G,PACK,-16,37.72321,-603.57136
164950,,SF BC MACRN 10/25G,PACK,-5,40.17857,-200.89285
164952,,SF BC CHCO SPRD 10s,PACK,-11,28.57143,-314.28573
164953,,SF BC CHSE SPRD 10s,PACK,-20,28.57143,-571.4286
164954,,JOHNSON CTW 50ML,PCS,-11,47.94643,-527.41073
164955,,JOHNSN CT LOT 50ML,PCS,-4,58.21429,-232.85716
164967,,J PRFM 4W PINK 85ML,PCS,-1,156.25,-156.25
165004,,QO FIO CHCO 200G,PACK,-39,27.67857,-1079.46423
165005,,QO FIO BAN HNY 200G,PACK,-32,27.67857,-885.71424
165018,,FARLIN SIL NIP L 3s,CARD,-2,35.70536,-71.41072
165021,,KRAZE NUTS MILK 24s,PACK,-42,15.55357,-653.24994
165029,,NES CHKIE OG 2/1L S10,PACK,-51,124.9375,-6371.8125
165082,,F528 CLOTHES LINE,PCS,-7,18.75,-131.25
165112,,DVE DL UR LILY 3ML,PCS,-309,7.36607,-2276.11563
165114,,ESK FW ALOE 10G,PCS,-4,10.3125,-41.25
165117,,ESK FW LEMON 10G,PCS,-4,10.3125,-41.25
165118,,ESK FW LEMON 100G,PCS,-1,98.21429,-98.21429
165120,,ESK FW ROSE 10G,PCS,-7,10.3125,-72.1875
165130,,MM MPC OCEAN ESC 1L,PCS,-3,89.28571,-267.85713
165181,,AL EVAP 4/370ML P99,PACK,-12,83.625,-1003.5
165187,,W 596 CANSTR 2.2L,PCS,-1,39.73214,-39.73214
165191,,WS PDR SMR SS 70G,PCS,-8037,4.14286,-33296.16582
165192,,WS PDR SMR SS 1.2KG,PACK,-26,64.28571,-1671.42846
165193,,WS BAR SMR SS 390G,BAR,-44,15.17857,-667.85708
165211,,BLACK CHILI BBQ 55G,PCS,-250,4.91071,-1227.6775
165311,,LICEALIZ SH STH 10ML,PCS,-55,5.16964,-284.3302
