ISLAND CITY MALL,,,,,,
POS UNPOSTED SALES,,,,,,
"As of APRIL 27, 2022",,,,,,
Item No.,Variant Code,Description,UOM,Quantity,Cost w/o VAT,Total Cost w/o VAT
613733,,AQUA S P BOT WTR 1L,PCS,-190,13.39286,-2544.6434
613734,,FAM L GRAIN R 10KG,BAG,-1,385,-385
613755,,JA SPI POTS MINI,PCS,-1,7.14286,-7.14286
613761,,FREEDA CDNS NU W 8s,PACK,-8,19.73214,-157.85712
613762,,FREEDA PNTYLINER 8s,PACK,-18,6.47321,-116.51778
613763,,B RUB CITRUS 5G,PCS,-6,12.23214,-73.39284
613764,,B RUB CITRUS 10G,PCS,-5,22.41071,-112.05355
613765,,LORD T DE BLADE 5+1s,PCS,-3,22.32143,-66.96429
613775,,R2 ROUND POTS 2x2,PCS,-3,5.35714,-16.07142
613779,,R4 ROUND POTS 4x4,PCS,-28,7.14286,-200.00008
613783,,R6 ROUND POTS 5x6,PCS,-16,10.71429,-171.42864
613834,,11972 S EYELASH CRLR,PCS,-1,4.91071,-4.91071
613845,,FAM SINNDMNG R 5KG,BAG,-1,180,-180
613876,,PRIDE BAR FC 380G,BAR,-207,17.85714,-3696.42798
613903,,PFUL BB DPR BRTH S 15s,PACK,-1,52.90179,-52.90179
613904,,PFUL BB DPR BRTH M 15s,PACK,-3,60.26786,-180.80358
613905,,PFUL BB DPR BRTH L 15s,PACK,-1,66.96429,-66.96429
613907,,PFUL BB DPR BRTH XXL 15s,PACK,-1,79.01786,-79.01786
613913,,PFUL BB DPR DRY S 15s,PACK,-1,61.60714,-61.60714
613914,,PFUL BB DPR DRY M 15s,PACK,-1,70.3125,-70.3125
613915,,PFUL BB DRP DRY L 15s,PACK,-1,77.00893,-77.00893
613916,,PFUL BB DPR DRY XL 15s,PACK,-1,82.36607,-82.36607
613917,,PFUL BB DPR DRY XXL 15s,PACK,-2,90.40179,-180.80358
613955,,MYRA CL MOIST VL 400ML,PCS,-13,186.33929,-2422.41077
613981,,JA COR POTS 4x4,PCS,-1,12.5,-12.5
613987,,JA CUP NOODLE SML,PCS,-1,10.71429,-10.71429
613996,,B CARE COT ROLLS 10G,PCS,-2,3.48214,-6.96428
613997,,B CARE COT ROLLS 45G,PCS,-4,14.19643,-56.78572
613998,,B CARE COT BALLS 50s,PACK,-8,11.16071,-89.28568
613999,,B CARE COT BALLS 150s,PACK,-15,29.75893,-446.38395
614000,,B CARE COT BALLS 300s,PACK,-4,51.9375,-207.75
614022,,PL UNDERPADS REG 10s,PACK,-12,120.53571,-1446.42852
614023,,PL UNDERPADS ADV 10s,PACK,-22,127.23214,-2799.10708
614036,,DOOWEE D WHT CH 42G,PCS,-210,6.15179,-1291.8759
614037,,MR KESO CANDY 20s,PACK,-198,14.9375,-2957.625
614039,,G PAN DE SAL 350G,PACK,-14,30,-420
614040,,G SD PNDSL FM 300G,PACK,-8,29.59821,-236.78568
614045,,CHIPPY MILD n TSTY 27G,PCS,-194,4.55357,-883.39258
614053,,TAMP APPLE 237ML,PCS,-8,14.95536,-119.64288
614068,,WD KAONG RED 340G,PCS,-2,30.17857,-60.35714
614069,,WD KAONG GRN 340G,PCS,-4,30.17857,-120.71428
614092,,DOK F MIX COFFEE 20G,PCS,-428,8.92857,-3821.42796
614107,,HY F ICE POP ASSTD 720G,PACK,-319,15.71429,-5012.85851
614108,,TAN RHUM LIGHT 375ML,BOT,-1949,28.08036,-54728.62164
614156,,PER LD COL SUP 900ML,PACK,-2,179.28571,-358.57142
614157,,PER LD COL SUP 500ML,PACK,-1,107.14286,-107.14286
614159,,PER LD BLK SUP 500ML,PACK,-4,107.14286,-428.57144
614166,,SURF P BLSM FRSH 550G,PACK,-4,41.25,-165
614167,,SURF P BLSM FRSH 1100G,PACK,-22,81.02679,-1782.58938
614168,,SURF P BLSM FRSH 2200G,PACK,-15,159.95536,-2399.3304
614169,,SURF P SUNFRSH 1100G,PACK,-26,61.33929,-1594.82154
614170,,SURF P SUNFRESH 2000G,PACK,-9,120.75893,-1086.83037
614172,,SURF P KALMNSI 1100G,PACK,-20,61.33929,-1226.7858
614173,,SURF P KALMNSI 2000G,PACK,-10,120.75893,-1207.5893
614176,,SURF P ANTIBAC 1100G,PACK,-13,81.02679,-1053.34827
614177,,SURF P ANTIBAC 2200G,PACK,-4,159.95536,-639.82144
614184,,TRES CND KS 600ML/646ML,PCS,-1,270.08929,-270.08929
614189,,CHUCKIE CALCI N 180ML,PCS,-1120,15.4375,-17290
614220,,KE SP HM PNT BTR 650G,PCS,-2,118.52679,-237.05358
614221,,NIV R ON C BLK WHT 25ML,PCS,-11,40.625,-446.875
614223,,NDS C BLK WHT 150ML,PCS,-1,137.94643,-137.94643
614224,,NIV R ON P BLK WHT 25ML,PCS,-18,40.625,-731.25
614225,,NID INV BWP RO 50ML,PCS,-33,72.23214,-2383.66062
614226,,NIV DS P BLK WHT 150ML,PCS,-9,137.94643,-1241.51787
614249,,GLOW FORK B PP WHT100s,PACK,-1,69.64286,-69.64286
614250,,GLW SPN B PP WH 100s,PACK,-4,69.64286,-278.57144
614252,,GLW DPC WP 6.5z 25s,PACK,-17,23.66071,-402.23207
614253,,GLW DPC WP 8OZ 25s,PACK,-5,27.00893,-135.04465
614256,,CELL 4X5 PP MR STRONG,PACK,-13,3.75,-48.75
614257,,CELL 4X6 PP MR STRONG,PACK,-13,4.5,-58.5
614258,,CELL 4X7 PP MR STRONG,PACK,-45,5.14286,-231.4287
614259,,CELL 4X8 PP MR STRONG,PACK,-21,5.83929,-122.62509
614260,,CELL 4X10 PP MR STRONG,PACK,-37,7.28571,-269.57127
614261,,CELL 4X12 PP MR STRONG,PACK,-8,8.6875,-69.5
614262,,CELL 5X7 PP MR STRONG,PACK,-12,6.15179,-73.82148
614263,,CELL 5X8 PP MR STRONG,PACK,-129,6.80357,-877.66053
614264,,CELL 5X9 PP MR STRONG,PACK,-99,7.65179,-757.52721
614265,,CELL 5X10 PP MR STRONG,PACK,-56,8.50893,-476.50008
614267,,CELL 6X8 PP MR STRONG,PACK,-63,8.23214,-518.62482
614268,,CELL 6X9 PP MR STRONG,PACK,-33,9.04464,-298.47312
614269,,CELL 6X10 PP MR STRONG,PACK,-62,10.0625,-623.875
614270,,CELL 6X12 PP MR STRONG,PACK,-40,12.09821,-483.9284
614271,,CELL 6X14 PP MR STRONG,PACK,-87,14.125,-1228.875
614273,,CELL 7X14 PP MR STRONG,PACK,-63,16.45536,-1036.68768
614282,,CELL 5X9 HD WHT MR STRONG,PACK,-102,4.64286,-473.57172
614295,,KOJIE SAN SL SOAP 6x135G,PACK,-16,266.07143,-4257.14288
614310,,BESTLEY PB CRUNCHY 150G,PCS,-9,39.82143,-358.39287
614312,,ANLENE GOLD P SUP 600G,PACK,-49,85,-4165
614326,,CTP SEN PRO RELF 110G,PCS,-1,93.34821,-93.34821
614330,,DEE TT COCO MILK 400ML,CAN,-32,39.28571,-1257.14272
614394,,JOLLI WET WIPES 30s,PACK,-2,30.80357,-61.60714
614395,,JOLLI WET WIPES 80s,PACK,-1,67.14286,-67.14286
614400,,B FIX SO POLISHED 80G,PCS,-3,80.35714,-241.07142
614406,,NFM DEEP ESP SPRAY 150ML,PCS,-3,169.64286,-508.92858
614429,,R500 RW FZR RDY COL 7s,PACK,-17,89.0625,-1514.0625
614430,,DOMEX STD LQ BLU 150ML,PACK,-90,20.3125,-1828.125
614431,,DOMEX STD LIQ PNK 150ML,PACK,-46,20.3125,-934.375
614443,,F LINGUINE 014 500G,PACK,-3,47.32143,-141.96429
614446,,MONREO CHOCO 10s,PACK,-20,37.27679,-745.5358
614447,,MONREO PEANUT 10s,PACK,-8,37.27679,-298.21432
614448,,MONREO VANILLA 10s,PACK,-16,37.27679,-596.42864
614449,,JADE V TN PCF 2000s,PACK,-6,66.96429,-401.78574
614457,,892 DP MIL HNGR PNK 4s,SET,-1,30.79464,-30.79464
614461,,861 DP MIL OP BWL M PK,PCS,-24,12.23214,-293.57136
614463,,CO SS FIL STYL 1KG,PACK,-2,61,-122
614524,,SURF P RF 57G/75G,PCS,-7354,3.97321,-29218.98634
614529,,ROBUST UTC COOL 3s,BOX,-2,39.24107,-78.48214
614573,,BELO MEN WBR 3x90G,PACK,-2,89.0625,-178.125
614574,,SIONGCI V SOT 100G,PACK,-38,5.26786,-200.17868
614575,,SIONGCI V SOT 8oz,PACK,-22,12.72321,-279.91062
614576,,SIONGCI V SOT 16oz,PACK,-3,25.44643,-76.33929
614577,,SIONGCI G BIHON 16oz,PACK,-59,20.53571,-1211.60689
614578,,SIONGCI G BIHON 8oz,PACK,-48,10.26786,-492.85728
614580,,TIN TIN G BIHON 16oz,PACK,-31,20.53571,-636.60701
614598,,JEWEL LHS G TEA 520ML,PCS,-1,74.10714,-74.10714
614600,,JEWEL LHS SMMR 520ML,PCS,-1,74.10714,-74.10714
614601,,JEWEL LHS LAV 520ML,PCS,-3,74.10714,-222.32142
614604,,JEWEL DWL LEMON 250ML,PCS,-6,40.17857,-241.07142
614605,,JEWEL DWL APPLE 250ML,PCS,-5,40.17857,-200.89285
614615,,CC TIRE BLACK 125ML,PCS,-3,71.42857,-214.28571
614616,,CC GLASS CLNR 750ML,PCS,-1,107.14286,-107.14286
614623,,C C DOG SH SBRY 250ML,PCS,-1,98.21429,-98.21429
614628,,FREEDA PL IW 20s,PACK,-6,18.88393,-113.30358
614692,,CD TRPL CHOCO 175G,PACK,-23,42.41071,-975.44633
614879,,IS TABLEYA SOL 10s,PACK,-88,16.51786,-1453.57168
614894,,JERSEY APC TP 250ML,PCS,-384,48.29464,-18545.14176
614904,,B DS SC W EYCNDY 75ML,PCS,-20,33.03571,-660.7142
614905,,B DS SC W EYCNDY 125ML,PCS,-21,48.21429,-1012.50009
614916,,PP39 MASK BOX,PCS,-1,75.89286,-75.89286
614928,,M POKO ESY T WR M 9s,PACK,-4,72.33036,-289.32144
614944,,GB UR COL LUX AIR 125ML,PCS,-6,95.24107,-571.44642
614946,,GB U COL SEC STYL 125ML,PCS,-9,95.24107,-857.16963
614960,,J LE MOND C CHSE 90G,PACK,-4,31.25,-125
614973,,MELODIES ASTD BIS 650G,TIN,-4,178.57143,-714.28572
614986,,OISHI PC SWT XH 50G,PCS,-173,7.33036,-1268.15228
614991,,PR RCP TIN No2 2.5,PCS,-5,53.57143,-267.85715
614995,,PR RCP TIN ST No2,PCS,-4,111.60714,-446.42856
615008,,LIPPS PS COL RMBLE 20s,PACK,-118,14.79464,-1745.76752
615011,,MARGARITA QUN 750ML,BOT,-3,135.71429,-407.14287
615028,,5034 PLASTIC BASIN,PCS,-7,28.57143,-200.00001
615030,,OTSO HN/ORG SW CC 10s,PACK,-35,35.53571,-1243.74985
615032,,MY BIDA MOCHA C 10s,PACK,-7,35.53571,-248.74997
615034,,QIAOER EYELNER L BLK W/S,PCS,-1,4.16964,-4.16964
615095,,NIN J PEI PA KOA 300ML,PCS,-1,196.42857,-196.42857
615115,,TOILY NP FLDED TN 200s,PACK,-6,42.41071,-254.46426
615138,,DWNY MYSTQ R 600ML,PACK,-15,140.8125,-2112.1875
615140,,DOWNY MYSTIQ R 1.4L/1.2L,PACK,-1,249.74107,-249.74107
615177,,GC ETHYL  AM SP 300ML,PCS,-9,65.22321,-587.00889
615183,,KF94 FM PLN AC 10s,PACK,-621,21.42857,-13307.14197
615190,,MH GUL COFFEE 25G,PCS,-45,10.17857,-458.03565
615210,,DM TIPCO C BERRY 1L,PCS,-3,81.16964,-243.50892
615218,,PERWOLL LD BLK 60ML,PCS,-2,14.15179,-28.30358
615237,,613 208 N CLTHLNE 10cm,PCS,-1,29.46429,-29.46429
615336,,NIPS W CHOCO SB 40G,PCS,-38,8.21429,-312.14302
615337,,NIPS WC TIES 12x14G,TIE,-167,29.46429,-4920.53643
615338,,NIPS WC MINIS 24x4G,PACK,-199,18.21429,-3624.64371
615345,,TAMP 0S CITRS 237ML,PCS,-8,14.95536,-119.64288
615418,,MOGU2x LYCHEES 1L,PCS,-19,69.375,-1318.125
615419,,MOGU2x GRAPE 1L,PCS,-34,69.375,-2358.75
615420,,MOGU2x STRWBRY 1L,PCS,-33,69.375,-2289.375
615421,,MOGU2x COCONUT 1L,PCS,-17,69.375,-1179.375
615447,,PF STAR C BEEF 150G,CAN,-208,22.27679,-4633.57232
615488,,CB FLAKES MILK 12s,PACK,-24,9.17857,-220.28568
615505,,TRES TRT K SMTH 180ML,PCS,-3,150.66964,-452.00892
615506,,ROBUST UTC SBERRY 3s,BOX,-3,39.24107,-117.72321
615507,,PONDS CS AC WH FF 8G,PCS,-107,11.65179,-1246.74153
615508,,PONDS AC FC FOAM 50G,PCS,-8,69.01786,-552.14288
615509,,PONDS AC FC FOAM 100G,PCS,-6,125.80357,-754.82142
615512,,MASTER FW W PLUS 12G,PCS,-29,11.65179,-337.90191
615513,,MASTER FW OC MAX 12G,PCS,-22,11.65179,-256.33938
615519,,ALPINE FCE 3/154ML,PACK,-16,72.04464,-1152.71424
615525,,3000 54 AF PAN BO 5s,SET,-2,98.21429,-196.42858
615530,,53980 AF PAN BO 5s,SET,-5,154.01786,-770.0893
615552,,TROLLI G WATCH 20G,PCS,-11,6.38393,-70.22323
615565,,O CHOCO SWC 28.5G,PCS,-2106,5.86607,-12353.94342
615566,,OREO VAN SC 28.5G,PCS,-666,5.86607,-3906.80262
615599,,AG WRCSTRSHR SCE 5oz,PCS,-2,53.125,-106.25
615644,,CHARMEE AF COT W 20s,PCS,-780,1.83929,-1434.6462
615648,,MAXELL P ACE BAT BL D,PCS,-146,9.77679,-1427.41134
615649,,P ORG BLACK RICE 2KGS,PACK,-3,160,-480
615650,,P ORG RED RICE 2KGS,PACK,-3,150,-450
615653,,P ORG PINK RICE 2KGS,PACK,-2,155,-310
615654,,P ORG MG RICE 2KGS,PACK,-2,160,-320
615655,,P ORG MSCVADO SGR 1KG,PACK,-4,98.21429,-392.85716
615656,,P ORG MSCVDO SGR 500G,PACK,-1,49.10714,-49.10714
615657,,P ORG COCO SGR 200G,PACK,-4,62.5,-250
615666,,SPD M 50P D BLUE 160G/150G,PCS,-88,5.96429,-524.85752
615667,,SPD M 50P D KAL 160G/150G,PCS,-141,5.96429,-840.96489
615668,,SPD M 50P D WHT 160G/150G,PCS,-132,5.96429,-787.28628
615669,,SPD M 50P D SP BLU 160G/150G,PCS,-71,5.96429,-423.46459
615670,,SPD M 50P D FC 160G/150G,PCS,-159,6.40179,-1017.88461
615681,,DMTR FLOUR 3rd C 25KLS,BAG,-63,669.64286,-42187.50018
615787,,REB WT B STRWBRY 20s,PACK,-53,30.44643,-1613.66079
615788,,CHER BB SOAP SKY 120G,PCS,-7,24.50893,-171.56251
615789,,CHER BBS SWT ANGEL 120G,PCS,-6,24.50893,-147.05358
615797,,CHER BB SOAP SKY 60G,PCS,-8,12.1875,-97.5
615798,,CHER BBS S ANGEL 60G,PCS,-12,12.1875,-146.25
615817,,CAL NAT CHDR C P 190G,PCS,-4,106.25,-425
615828,,CELL 4X5 003 PP AT RED,PACK,-5,21.60714,-108.0357
615829,,CELL 4X6 003 PP AT RED,PACK,-146,25.71429,-3754.28634
615830,,CELL 4X7 003 PP AT RED,PACK,-3,30.08929,-90.26787
615832,,CELL 4X10 003 PP AT RED,PACK,-1,42.41071,-42.41071
615834,,CELL 5X6 003 PP AT RED,PACK,-9,31.51786,-283.66074
615836,,CELL 5X8 003 PP AT RED,PACK,-46,41.78571,-1922.14266
615837,,CELL 5X9 003 PP AT RED,PACK,-7,46.78571,-327.49997
615839,,CELL 5X12 003 PP AT RED,PACK,-5,62.5,-312.5
615841,,CELL 6X10 003 PP AT RED,PACK,-14,61.69643,-863.75002
615891,,KAPINOY V CUPS 6.5oz,PCS,-600,0.75893,-455.358
615904,,NUT HZNUT T680 680G,PCS,-13,344.77679,-4482.09827
615910,,PENSHOPPE PS MIA 70ML,PCS,-6,75.89286,-455.35716
615924,,ALPHA MRGRINE,250G,-1005,11.38393,-11440.84965
615980,,GLUTA PPYA EW SOAP 90G,PCS,-5,41.07143,-205.35715
616000,,HY SOFEE ASTD JLY 100s,PACK,-41,32.14286,-1317.85726
616005,,NFM D AMAZNIA SPRY 150ML,PCS,-2,169.64286,-339.28572
616006,,NBD HG COLNG UV LOT 200ML,PCS,-3,202.10714,-606.32142
616007,,NBD HG D SKRA LOT 200ML,PCS,-3,161.52679,-484.58037
616052,,812 DD HNGR PINK 5s,SET,-1,22.99107,-22.99107
616054,,868 DP M FUNNEL S PNK,PCS,-6,9.82143,-58.92858
616069,,S14B FLAT HNGR BLK,PCS,-624,1.97321,-1231.28304
616079,,ROYAL 8 ECNMY ROLL,ROLL,-55,16.07143,-883.92865
616085,,NESTOGEN 3 135G,BOX,-3,55.41071,-166.23213
616095,,1210 SC WTR DIPPER,PCS,-5,17.41071,-87.05355
616114,,220 SC DUST TPAN SML,PCS,-12,42.85714,-514.28568
616115,,1206 SC TOILET BRSH PH,PCS,-1,33.03571,-33.03571
616183,,GRN STEVIA NSS 1G,PCS,-100,3.125,-312.5
616189,,COL PLAX FRSH TEA 250ML,PCS,-2,121.96429,-243.92858
616193,,CHIC NP HELLO GOR 11ML,PCS,-4,29.46429,-117.85716
616229,,HB CHOPSTICK 25s,PACK,-7,26.78571,-187.49997
616335,,CL ROYALE BT 2P 48rolls,BAG,-5,0,0
616519,,BT FORT CHOCO 600G,PACK,-28,124.15179,-3476.25012
616520,,BT FORT CHOCO 1KG,PACK,-14,195.58036,-2738.12504
616524,,BT FORT MILK 2KG,PACK,-19,391.16071,-7432.05349
616526,,129N JAFA FAN,PCS,-3,16.07143,-48.21429
616558,,JCY COL SUG FRST 25ML,PCS,-37,12.27679,-454.24123
616559,,JCY COL UP UP AWY 25ML,PCS,-37,12.27679,-454.24123
616562,,MONS E ABS ZERO 473ML,CAN,-18,72.32143,-1301.78574
616575,,JCY COL SGR FRST 75ML,PCS,-2,28.79464,-57.58928
616576,,JCY COL SGR FRST 125ML,PCS,-12,39.95536,-479.46432
616577,,JCY COL UP n AWAY 50ML,PCS,-46,20.3125,-934.375
616586,,TIDE PDR WD GB 725G,PACK,-42,79.52679,-3340.12518
616587,,TIDE PDR WD GB 1.51KG,PACK,-1,142.50893,-142.50893
616588,,TIDE PDR WD GB 2.35KG,PACK,-2,241.28571,-482.57142
616610,,JBP SMR BLOOMS 200G,PCS,-3,77.09821,-231.29463
616646,,AW PLCNTA CLSC 65G,PCS,-7,30.44643,-213.12501
616648,,AW PLCNTA OATML 65G,PCS,-3,32.00893,-96.02679
616649,,AW PLCNTA OATML 135G,PCS,-2,63.83929,-127.67858
616650,,AW GLUTATHIONE 65G,PCS,-12,34.77679,-417.32148
616651,,AW GLUTATHIONE 135G,PCS,-2,69.46429,-138.92858
616652,,SB KOJIC ACID SOAP 65G,PCS,-7,29.95536,-209.68752
616653,,SB KOJIC ACID SOAP 135G,PCS,-2,56.02679,-112.05358
616654,,SB KOJIC GLTA SP 65G,PCS,-3,35.22321,-105.66963
616656,,HD PL R BAGS 8x12x500s,ROLL,-1,44.64286,-44.64286
616657,,HD PL R BAGS 10x16x500s,ROLL,-21,104.46429,-2193.75009
616665,,GA IF AF FRSH LEM 6G,PCS,-1,58.92857,-58.92857
616666,,GA IF AF OCEAN BRZ 6G,PCS,-1,58.92857,-58.92857
616680,,EMPTY SACK LANDAY,PCS,-19,0,0
616725,,ATAMI SARD HOT 155G,CAN,-6,11.16071,-66.96426
616795,,KRAFT EDEN ORIG 950G,PCS,-12,170.07143,-2040.85716
616836,,CELL 1 1/2X10 PE SHURE,PACK,-10,5,-50
616837,,CELL 1 3/4X10 PE SHURE,PACK,-37,5.35714,-198.21418
616838,,CELL 2X10 PE SHURE,PACK,-7,6.07143,-42.50001
616839,,CELL 3X8 PE SHURE,PACK,-3,6.60714,-19.82142
616840,,CELL 3X10 PE SHURE,PACK,-3,7.85714,-23.57142
616863,,LE PREGO MACRNI 1KG,PACK,-26,47.47321,-1234.30346
616880,,SHURE SB No2 SP TRN,PACK,-4,15.17857,-60.71428
616882,,SHURE SB No2 SP WHT,PACK,-3,16.07143,-48.21429
616889,,C 12X18 PHD SHURE,PACK,-28,22.5,-630
616893,,CELL 4X10 1/2 COLR HD SHRE,PACK,-14,13.92857,-194.99998
616894,,SHURE UL SB TINY 100s,PACK,-175,21.875,-3828.125
616895,,SHURE UL SB MED 100s,PACK,-98,41.07143,-4025.00014
616896,,SHR UL SB LRG 100s,PACK,-24,78.57143,-1885.71432
616918,,CHUPA C MLKY CAR 10s,PACK,-6,22.4375,-134.625
616919,,CHUPA C M SBRY CRM 10s,PACK,-2,22.4375,-44.875
616956,,AL LIGHT TP 2+1/1L,BOX,-1,446.42857,-446.42857
617002,,REL MSHRM WHL 184G,CAN,-2,25.32143,-50.64286
617006,,REL MSHRM WHL 284G,CAN,-2,32.91071,-65.82142
617018,,REL GRN PEAS 155G,CAN,-9,8.92857,-80.35713
617025,,750 LB 2D 750ML 10s,SET,-4,62.5,-250
617043,,HAPI F VEG OIL SUP 2L,PACK,-11,154.24107,-1696.65177
617050,,SB WALIS TIBAY,PCS,-26,189.33036,-4922.58936
617117,,FITBAR FRUITS 25G,PCS,-12,14.60714,-175.28568
617118,,FITBAR NUTS 25G,PCS,-8,14.60714,-116.85712
617234,,CERES 70P UA 500ML wf,PCS,-2,65.17857,-130.35714
617235,,GARNET CG No14 35KG,SACK,-60,"1,370",-82200
617272,,AB HS HSP VE 2/12.5ML,PCS,-5,33.92857,-169.64285
617273,,AB HM AHF 2/12.5ML,PCS,-5,33.92857,-169.64285
617275,,AB HM CP KLVO 2/12.5ML,PCS,-4,33.92857,-135.71428
617279,,AB HM IR+B5 2/12.5ML,PCS,-5,33.92857,-169.64285
617423,,MOR 02 MAL T OIL 30ML,PCS,-2,89.0625,-178.125
617424,,BF KW STRWBRY 2x60s,PACK,-2,97.32143,-194.64286
617426,,BF KW FRSH PDR 2x60s,PACK,-5,97.32143,-486.60715
617430,,GB SHVR STHNG ALOE 3s,PACK,-4,88.39286,-353.57144
617473,,W CALMAY PLN CLSC 360G,CANN,-165,25.89286,-4272.3219
617509,,HANA CND SS 180ML,PCS,-1,98.41964,-98.41964
617515,,CHAM LFC INF FD 28ML,PCS,-138,3.89286,-537.21468
617516,,CHAM LFC INF FDAY 50ML,PCS,-14,7.24107,-101.37498
617519,,CHAM LFC FDAY 1L,PCS,-3,206.75,-620.25
617520,,CHAMP LFC PINK 28ML,PCS,-228,3.72321,-848.89188
617521,,CHAMP LFC PINK 50ML,PCS,-36,6.20536,-223.39296
617526,,CHAM FC PK28L+R 40G,PACK,-7,8.26786,-57.87502
617534,,C DWL LIME/LF 275ML,PCS,-12,45.5,-546
617541,,CS DMGE CBTRL 11+1/11ML,PACK,-230,49.59821,-11407.5883
617543,,CRICKET ORG SIMP 2s,CARD,-2,31,-62
617551,,S COMBO TOPPS 10s,PACK,-100,47.8125,-4781.25
617556,,CAR AD DPR BSC XL 10s,PACK,-26,204.4375,-5315.375
617557,,EQ PLUS DPR JP L 42s,PACK,-20,259.35714,-5187.1428
617558,,EQ PLUS DPR JP XL 36s,PACK,-13,259.35714,-3371.64282
617564,,SP16 SHRE MC RND 400ML,PCS,-40,2.32143,-92.8572
617566,,SP500 SHR MC RT 500ML,PCS,-550,3.39286,-1866.073
617622,,POSH CND EXP REV 340ML,PCS,-3,182.14286,-546.42858
617690,,NURTURE AP CW 15+5s,PACK,-31,24.77679,-768.08049
617698,,FARLIN BW ANGEL F 30s,PACK,-12,33,-396
617808,,NIPS DARK CHCO 40G,PCS,-29,9.66964,-280.41956
617821,,MM GMC LAV 350ML,PCS,-1,80.4375,-80.4375
617840,,MT APO HONEY 385ML,PCS,-4,261.16071,-1044.64284
617842,,AZU DOG SHP 500ML,PCS,-4,240.17857,-960.71428
617863,,KOP 6n1 MNGSTN 25G,PCS,-160,9.375,-1500
617865,,8009 YOYO,PCS,-1,8.92857,-8.92857
617891,,DV S CND AR 10ML,PCS,-888,4.82143,-4281.42984
617957,,KOP 6n1 TRMRC 20G,PCS,-46,11.60714,-533.92844
617963,,KOP VC W/MAL 20G,PCS,-45,11.60714,-522.3213
618031,,C MELSA CHOC 100G,PACK,-18,32.14286,-578.57148
618034,,COCO MATCHA OAT 400G,PACK,-2,93.75,-187.5
618046,,TANG COCO PNDN 20G,PCS,-137,14.88393,-2039.09841
618049,,LIP YL BT SIP2 2G,PCS,-1124,2.4375,-2739.75
618051,,RAM ID YEAST 125G,PACK,-6,30.90179,-185.41074
618057,,BAC ES LOZ ORG 8s,PACK,-4,51.96429,-207.85716
618068,,BAC ES LOZ HLEM 8s,PACK,-6,51.96429,-311.78574
618075,,BAC ES LOZ HLEM 16s,PACK,-3,94.15179,-282.45537
618098,,MOD KUM KITA Sv15,PACK,-15,99.01786,-1485.2679
618118,,DAISY EVAPRDA 390G,CAN,-344,19.19643,-6603.57192
618122,,2308 COMB,PCS,-1,2.45536,-2.45536
618124,,DIV SG DF FUSLI 400G,PACK,-2,208.08036,-416.16072
618191,,SP 060 PHOENIX UMBRELLA,PCS,-2,116.07143,-232.14286
618200,,BONAKID PS 3+ 350G,BOX,-3,170.5,-511.5
618212,,CREAM O DCC CKIES 36G,PCS,-150,6.41071,-961.6065
618246,,MAGGI KARI 79G,PCS,-99,16.07143,-1591.07157
618293,,SEL SS 5+1/350ML,PACK,-4,66.67857,-266.71428
618298,,BB PWDR MILK 2.4KG,PACK,-36,535.71429,-19285.71444
618337,,KOPIKO BLANCA 30G,PCS,-6371,4.55357,-29010.79447
618338,,KOPIKO BLANCA 10x30G,PACK,-27,45.53571,-1229.46417
618339,,KOPIKO BLANCA 30/30G,PACK,-46,136.60714,-6283.92844
618343,,SAVVY C SIL NIP SML 3s,PACK,-1,59.82143,-59.82143
618373,,SPD BP PW 6+1/55G,PACK,-43,26.75893,-1150.63399
618377,,SPD BP FR 6+1/55G,PACK,-65,26.76786,-1739.9109
618399,,SB PLUS DPR XXL 2/20s,PACK,-2,293.55357,-587.10714
618444,,DM 4SEASON JD TP 1L,PCS,-73,48.70536,-3555.49128
618445,,DM SWTND PA JD TP 1L,PCS,-12,48.70536,-584.46432
618446,,DM P/A ORGE JD TP 1L,PCS,-37,48.70536,-1802.09832
618447,,DM MANGO JD TP 1L,PCS,-54,56.82143,-3068.35722
618459,,KINIS TAWAS SOAP 135G,PCS,-2,44.50893,-89.01786
618463,,J CT WSH 200ML wf,PACK,-7,150,-1050
618465,,JOLLY P S MUSHROOM 198G,PCS,-2,26.94643,-53.89286
618470,,BONGGA BLOAF 150G,CAN,-225,13.39286,-3013.3935
618511,,ALR8S RD PAN W/LID,PCS,-5,10.89286,-54.4643
618613,,CLN DW SSPONGE L,PCS,-12,18.83929,-226.07148
618628,,111 ALUM FOIL 8m,ROLL,-6,48.21429,-289.28574
618670,,YF7313 MINI G PONY 5s,PCS,-5,0.64286,-3.2143
618798,,KR1000 EP RC 5s,SET,-14,23.30357,-326.24998
618816,,876 16 CL CLIP 16s,PACK,-5,19.64286,-98.2143
618848,,GREEN STEVIA FS P 1G,BOX,-8,93.75,-750
618906,,111 B PAPER 5m,ROLL,-4,42.85714,-171.42856
618924,,HW 60 WTR DPR CA,PCS,-19,17.85714,-339.28566
618990,,GLAD NS ALUM FOIL 5M,PCS,-3,69.24107,-207.72321
619082,,YAO 568SD MOSQ BAT,PCS,-2,120.53571,-241.07142
619144,,ZML 450ML wf CS 3/30ML,SET,-4,48.66071,-194.64284
619176,,AUTO M TIRE BLACK 100ML,PCS,-3,51.60714,-154.82142
619289,,ZM FB 450ML wf CS 3/30ML,SET,-3,48.66071,-145.98213
619294,,VM D CHCO 2/1L S20,PACK,-7,98.8125,-691.6875
