ISLAND CITY MALL,,,,,
POS UNPOSTED SALES,,,,,
"AS OF APRIL 27, 2022",,,,,
Item No.,Variant Code,Description,Quantity,Unit Cost,Amount
163237,,CHIC LMK B BRIDE 11ML,1,29.46429,29.46
163239,,DC KN C PPRMNT SH 500ML,2,239.28571,478.57
163242,,K RE003 RT MC 1L,84,3.75,315
163243,,CHIC LMK ENDLESS LV 11ML,5,29.46429,147.32
163252,,KK 2D T LUNCH PK,34,4.91071,166.96
163254,,KK 3D T LUNCH PK,19,7.58929,144.2
163275,,LACTUM PWDR 1p 150G,13,62.36288,810.72
163283,,LACTUM CHOCO 3p 350G,3,142.67491,428.02
163415,,B15029 10 WHT CDL,1,39.28571,39.29
163448,,RAM SS SWT 1KG,41,44.7351,"1,834.14"
163449,,RAM SS ITALIAN 1KG,19,44.735,849.97
163470,,MYRA CL MOIST VL 200ML,61,100.92857,"6,156.64"
163511,,JBB MILK BATH 1000ML,2,209.60083,419.2
163512,,JBL MLK+RCE PMP 500ML,6,144.57109,867.43
163558,,2932 MMFLO BBS TEETHR,1,124.77679,124.78
163595,,MAINLAND VINTAGE 250G,11,183.34667,"2,016.81"
163667,,DOREEN COND 390G,"2,529",25.44635,"64,353.82"
163675,,SB HD OUTDR GLVS SML,9,35.81341,322.32
163689,,JIMMS 4N1 COF MIX 15G,214,4.41295,944.37
163690,,JIMMS 5N1 CM SF 21G,521,8.50067,"4,428.85"
163691,,SW WS PWRWHT 90G,22,26.67826,586.92
163692,,BB AP W/COFFEE 33G,398,12.85714,"5,117.14"
163695,,JOLLY WK CORN 2950G,9,121.276,"1,091.48"
163707,,CORN BITS ORIG 70G,117,6.24313,730.45
163708,,CASINO E AL FEM 70P 60ML,88,10.45729,920.24
163735,,SW WS PWRWHT 125G,17,38.50391,654.57
163736,,FSTA SS SB 900G,31,45.31337,"1,404.71"
163743,,DM VG WC S PNK WR,5,4.01786,20.09
163752,,654 E N TB WIRE LD WHT,3,13.16958,39.51
163753,,RAM VINEGAR 180ML,149,4.15925,619.73
163757,,GP SPAG MEAT S SSGE 380G,24,29.8125,715.5
163759,,FAFAFA VERMI 2.82oz,95,5.625,534.38
163760,,R PHOENIX VERM 250G,46,13.39283,616.07
163764,,TH MROOM WHL 850G,4,53.57125,214.29
163802,,8508A CHESS BOARD,3,58.03571,174.11
163830,,PONDS TONER AC 60ML,9,26.75731,240.82
163831,,PONDS TONER AC 100ML,6,43.30361,259.82
163839,,COCA COLA ZERO 1.5L,133,28.36689,"3,772.80"
163840,,COKE ZERO 320ML,304,14.91654,"4,534.63"
163852,,HYGNX EA 70P AB 500ML,18,65.35714,"1,176.43"
163869,,CHAMP SP BIHON YEL 250G,66,0, -   
163907,V0004,WLKR SL WX201 L,1,17.63396,17.63
163911,V0001,WLKR SL WX508 L,23,20.47708,470.97
163911,V0002,WLKR SL WX508 L,39,20.47708,798.61
163913,V0002,WLKR SL WX208 L,1,25.28688,25.29
163963,,LIST COOLMINT 100ML,17,56.02679,952.46
163964,,LIST CM ZERO 100ML,12,56.02679,672.32
163966,,RAIN NC REG EX PLM 8ML,7,64.33863,450.37
163979,,RAIN NC REG S BLIS 8ML,123,8.1965,"1,008.17"
163988,,RAIN NC GLZ M FRAP 8ML,9,64.33863,579.05
164013,,JOY UL DWL KALMSI 175ML,113,28.61583,"3,233.59"
164014,,LIST FRESHBURST 100ML,23,56.02679,"1,288.62"
164016,,LIST TOTAL CARE 100ML,2,76.29464,152.59
164017,,LIST TARTAR CNTRL 100ML,2,69.01786,138.04
164018,,LIST TC ZERO 100ML,8,76.29464,610.36
164030,,JOY DWL LEMON 175ML,31,64.33863,"1,994.50"
164031,,JOY DWL AB 165ML,44,31.4284,"1,382.85"
164032,,HYGNX EA 70P AB 1GAL,12,495.26786,"5,943.21"
164034,,TOILY BT 300sht 2P 12r,24,67.05804,"1,609.39"
164036,,REB CR WHL WHEAT 10s,41,64.33863,"2,637.88"
164041,,EMP CORN STRCH 100G,43,6.04516,259.94
164043,,EMP CORN STRCH 400G,5,25.76792,128.84
164061,V0004,BVR SL PS17S,65,26.75731,"1,739.23"
164088,,KITA C GRAHAM 20s,45,14.86607,668.97
164102,,PTN COND COLLGN 12ML,19,7.96429,151.32
164110,,CHRISTIA TSTD BREAD 50G,11,17.54464,192.99
164113,,CHRISTIA TSTD BRD 100G,26,33.88393,880.98
164114,,CHRISTIA TSTD BRD 50s,24,41.5625,997.5
164116,,M CURL D MILK HL 200ML,3,5.48729,16.46
164118,,CHRISTIA TSTD BREAD 105s,4,82.63393,330.54
164120,,S SH D PURPOSE 200ML,1,5.48729,5.49
164126,,LA LUISA PACENCIA 90G,49,16.875,826.88
164195,,CHOYO WS SBERRY 380G,66,38.0525,"2,511.47"
164196,,CHOYO WS UBE 380G,114,38.05167,"4,337.89"
164203,,B NAIL POLSH RMVR 275ML,4,34.72333,138.89
164207,,SW AD PW LOT SPF20 100ML,51,80.99104,"4,130.54"
164220,,CET AB CLNSNG BAR 127G,2,272.32167,544.64
164250,,KK AF01950 AF PAN,19,10.71429,203.57
164256,,PAMPERS AC PANTS XL 52s,4,562.9375,"2,251.75"
164263,,JOLLY CANOLA OIL 5L,5,421.875,"2,109.38"
164289,,AVNO DM LOT 71ML,1,119.41964,119.42
164290,,TOPPS CHOCO PNT 10s,43,51.22321,"2,202.60"
164296,,921 DP CLOTHES CLIP 24s,1,88.3925,88.39
164300,,SUPER CRUNCH BBQ 55G,391,4.91071,"1,920.09"
164301,,JBB PDR COOLING 50G,33,12.95537,427.53
164303,,JBB PDR COOLING 200G,7,40.26771,281.87
164309,,E JOY AD UNDRPADS L 10s,2,136.839,273.68
164310,,TWINS DRY BB DIAP S 4s,1,15.64908,15.65
164313,,KRIMSTIX SOFTEE 25s,787,19.14286,"15,065.43"
164314,,WAFER TIME RC CAP 10s,1,50.25893,50.26
164316,,PAM AC PANTS XXL 44s,2,562.9375,"1,125.88"
164318,,SW ADV PW SPF20 LOT 50ML,24,47.25,"1,134.00"
164319,,SW ADV PW SPF20 LOT 200ML,26,148.4565,"3,859.87"
164324,,KSK CHOCO CRUNCH 20s,28,0, -   
164325,,KSK PS CHOCO CKIE 30G,99,0, -   
164337,,LAU OTAP SP 210G,4,27.81167,111.25
164390,,CD BROWNIE CKES 28G,34,4.12025,140.09
164418,,GH CORNSTARCH 100G,21,5.74569,120.66
164420,,RAM GRN PEAS SUP 200G,174,13.83036,"2,406.48"
164426,,MANI SEED SML 80X90,"1,092",0, -   
164430,,SFG 3P PK ALOE 3/85G,18,39.02656,702.48
164431,,SFG 3P PK ALOE 3/130G,11,58.51975,643.72
164463,,POL 3MIN CLNSR TAB 6s,1,61.16964,61.17
164464,,POL ON/WC TAB 6s,1,61.16964,61.17
164480,,SB BR n L GLOVES SML,3,82.23214,246.7
164542,,GH CORN STARCH 1KL,6,40.67,244.02
164551,,COCO HONEY FS 10s,66,19.14286,"1,263.43"
164603,,CHEETOS CHDR JAL 8oz,27,74.696,"2,016.79"
164607,,MC AFS KARAAGE 85G,1,50.70536,50.71
164609,,NB LOT WHT REP UV 125ML,7,0, -   
164610,,NB LOT W REP UV 250ML,9,0, -   
164611,,NB LOT W REP UV 400ML,2,0, -   
164612,,NBD EW SMTH FRM 50ML,11,0, -   
164613,,NBD XTRA W SM FIRM 250ML,9,0, -   
164614,,NBD XTRA W SM FIRM 400ML,6,0, -   
164617,,CC CRMY CHIZ 65G,47,15.90179,747.38
164618,,D DONG SM 26G,318,4.6875,"1,490.63"
164635,,SAUCE CUP 20,32,2.23214,71.43
164641,,GG ORNA PEPPER I055,1,31.25,31.25
164646,,VIR SNFLWR C OIL 1.8L,2,214.28571,428.57
164703,,BFN BW 650ML+BS,1,177.67857,177.68
164719,,HNSL M SBERRY 10s,170,39.82143,"6,769.64"
164726,,ZO PMELO FS 237ML,54,8.92857,482.14
164727,,ZO DALNDN FS 237ML,7,8.92857,62.5
164736,,34612 29 FAN,1,11.90179,11.9
164774,,ZO CALMNSI 237ML,50,8.92857,446.43
164785,,G TUR BREW 360G,2,195.53571,391.07
164793,,G TBF W/GNGR 160G,1,97.32143,97.32
164800,,BLACK RICE PP 2KG,13,130,"1,690.00"
164803,,GG VEG OKRA V005,2,31.25,62.5
164805,,GG VEG B ONION V010,1,31.25,31.25
164806,,GG VEG CHI CHIVES V015,1,31.25,31.25
164817,,GG VEG CC PAI TSAI V040,1,31.25,31.25
164833,,NUVO HS S NAT 50ML,1,17.85714,17.86
164834,,GGV HOT PEPPER V080,2,31.25,62.5
164843,,KWIK MIK KB 150ML,20,46.04464,920.89
164844,,KWIK MIK KB 300ML,5,69.78571,348.93
164845,,KWIK MIK KB 500ML,4,102.71429,410.86
164846,,KWIK MIK KB 600ML,3,121.83036,365.49
164848,,KWIK MOSQ KLR 300ML,1,71.88393,71.88
164849,,KWIK MOSQ KLR 500ML,4,105.53571,422.14
164862,,AJAX W AB LMN 40s,2,99.64286,199.29
164874,,GGV CUCUMBER V115,1,31.25,31.25
164876,,GGV CUCUMBER V120,1,31.25,31.25
164886,,BABY T BB WIPES 80s,33,0, -   
164909,,A WAB CHRCL 110s,2,208.09821,416.2
164930,,C TRUFILLS CFC 75G,11,17.6875,194.56
164932,,C SUGAR CRKR 60G,45,8.47321,381.29
164935,,RAM SS SWT 560G,85,32,"2,720.00"
164947,,SF PIZZA 10/25G,16,37.72321,603.57
164950,,SF BC MACRN 10/25G,5,40.17857,200.89
164952,,SF BC CHCO SPRD 10s,11,28.57143,314.29
164953,,SF BC CHSE SPRD 10s,20,28.57143,571.43
164954,,JOHNSON CTW 50ML,11,47.94643,527.41
164955,,JOHNSN CT LOT 50ML,4,58.21429,232.86
164967,,J PRFM 4W PINK 85ML,1,156.25,156.25
165004,,QO FIO CHCO 200G,39,27.67857,"1,079.46"
165005,,QO FIO BAN HNY 200G,32,27.67857,885.71
165018,,FARLIN SIL NIP L 3s,2,35.70536,71.41
165021,,KRAZE NUTS MILK 24s,42,15.55357,653.25
165029,,NES CHKIE OG 2/1L S10,51,124.9375,"6,371.81"
165082,,F528 CLOTHES LINE,7,18.75,131.25
165112,,DVE DL UR LILY 3ML,309,7.36607,"2,276.12"
165114,,ESK FW ALOE 10G,4,10.3125,41.25
165117,,ESK FW LEMON 10G,4,10.3125,41.25
165118,,ESK FW LEMON 100G,1,98.21429,98.21
165120,,ESK FW ROSE 10G,7,10.3125,72.19
165130,,MM MPC OCEAN ESC 1L,3,89.28571,267.86
165181,,AL EVAP 4/370ML P99,12,83.625,"1,003.50"
165187,,W 596 CANSTR 2.2L,1,39.73214,39.73
165191,,WS PDR SMR SS 70G,"8,037",4.14286,"33,296.17"
165192,,WS PDR SMR SS 1.2KG,26,64.28571,"1,671.43"
165193,,WS BAR SMR SS 390G,44,15.17857,667.86
165211,,BLACK CHILI BBQ 55G,250,4.91071,"1,227.68"
165311,,LICEALIZ SH STH 10ML,55,5.16964,284.33
165327,,3008 A DOCTOR SET,1,40.17857,40.18
165348,,HN ADOBO MANI 20s,81,14.9375,"1,209.94"
165366,,BRISTOL ORIG LL 7oz,5,58.03571,290.18
165368,,MYRA CW VIT L 100ML,36,46.58036,"1,676.89"
165371,,REX MR PASSN 25ML,25,22.72321,568.08
165372,,REX R ON PSSN 50ML,33,51.96429,"1,714.82"
165378,,PONDS AD IC SPF15 10ML,35,22.5,787.5
165387,,P WB PINK L CRM 40G,2,76.29464,152.59
165390,,P WB PINK L FF 50G,11,60.89286,669.82
165391,,P WB PINK L FF 100G,10,101.47321,"1,014.73"
165396,,P WB DTX SLW CRM 10G,182,15.53571,"2,827.50"
165401,,P CLR SOL AB FS 50G,10,52.76786,527.68
165402,,P CLR SOL AB FS 100G,4,93.34821,373.39
165410,,CR SARD RED 155G,492,8.82145,"4,340.15"
165421,,PIATTOS R BEEF 40G,429,7.4375,"3,190.69"
165422,,PIATTOS R BEEF 85G,191,17.85714,"3,410.71"
165468,,R NELITA BT 2PLY 24r,1,119.06333,119.06
165471,,LOR SOY SCE 3785ML,6,68.5625,411.38
165534,,ROSE NELITA BT 2P 4r,10,17.63393,176.34
165549,,MEGA STS CHLI XH 155G,26,14.28571,371.43
165550,,PIATTOS SLTD 20G,177,4.55357,805.98
165575,,PP SC COT FRSH 250ML,1,219.64286,219.64
165590,,D GOLDEN CHSE 20s,76,14.28571,"1,085.71"
165591,,DAVAO SPAG CURLS 20s,16,14.28571,228.57
165632,,ALASKA YD SBERRY 180ML,12,13.51786,162.21
165633,,ALASKA YD SBERRY 110ML,348,9.13393,"3,178.61"
165634,,ALASKA YD BBERRY 180ML,15,13.51786,202.77
165635,,ALASKA YD BBERRY 110ML,72,9.13393,657.64
165658,,CC SPCL BHN Y 700G,17,24.5625,417.56
165685,,GP PURE TABLEYA L 12s,16,0, -   
165716,,VITASOY SMD CHOCO 1L,17,58.1875,989.19
165727,,C ETHYL ALC 70P 60ML,254,9.96429,"2,530.93"
165812,,GINGA TB LMN 100G,4,88.39286,353.57
165813,,CS FRSH n HYD HF 10ML,36,5,180
165859,,Y FAN FB PDR WHT 50G,2,11.02679,22.05
165861,,Y FAN FB PDR PNK 50G,4,11.02679,44.11
165862,,D ACTV DRY YEAST 500G,3,70.3125,210.94
165966,,B 127 FLOWER POT,2,23.4375,46.88
165969,,B 129 FLOWER POT,1,33.48214,33.48
165970,,B 130 FLOWER POT,1,36.83036,36.83
165974,,B 132 FLOWER POT,2,58.70536,117.41
165989,,J WAF CHSY D 150G,1,78.23214,78.23
165993,,DD DWL LEMON 1GAL,20,151.78571,"3,035.71"
166014,,DD DWL KAL 1GAL,13,151.78571,"1,973.21"
166021,,SG KC THRPY CO 6+1/22ML,1,32.14286,32.14
166035,,DD DWL UNS 1GAL,4,151.78571,607.14
166038,,DD HW FRESH 1GAL,1,200.89286,200.89
166040,,DD FC BLUE SS 1GAL,4,191.96429,767.86
166056,,HS SH MEN OS 720ML,1,386.42857,386.43
166060,,HS SH MEN OS 12ML,273,4.4375,"1,211.44"
166061,,SOLV DWL CAL 30ML,11,3.97321,43.71
166062,,SOLV DWL CAL 65ML,12,7.8125,93.75
166068,,BLST AB HW MEN 60s,2,72.08036,144.16
166103,,WOW U AFR 155G,458,10.82143,"4,956.21"
166104,,WU CALDRTA 155G,343,10.82143,"3,711.75"
166105,,WOW U ADOBO 155G,565,10.82143,"6,114.11"
166106,,SM MILK CHOCO 26G,232,8.92857,"2,071.43"
166137,,IS TOCINO MM 70G,6,16.07143,96.43
166145,,555 TS CAL 155G,24,19.82143,475.71
166148,,555 TS PAKSIW 155G,108,19.82143,"2,140.71"
166167,,RICHOCO BR 330G,21,73.66071,"1,546.87"
166176,,CL 70P ISO ALC 500ML,4,75.89286,303.57
166177,,ZIM SS TVP JR 75x75,16,31.08929,497.43
166228,,SEL F LF CHOCO 245ML,65,12.75893,829.33
166229,,SEL FORT LF CHOCO 1L,21,46.76786,982.13
166230,,EGO RNBW BALLGUM 24s,86,15,"1,290.00"
166233,,LICEALIZ SHP REG 10ML,65,6.75893,439.33
166295,,BELTRAN BASKET WALLET,1,26.78571,26.79
166326,,RAM PRM LINGUINE 500G,16,39.74107,635.86
166343,,CHIC NC SP PLTNM 11ML,4,29.46429,117.86
166344,,CHIC NC PER RED 11ML,8,29.46429,235.71
166348,,CHIC NC S WHT 11ML,8,29.46429,235.71
166360,,JBB WIPES SC TP 20s,1,61.96429,61.96
166361,,JBB WIPES MESSY T TP 20s,1,44.59821,44.6
166372,,S EXACTA 2 WPB2F1,26,30,780
166381,,SAN KT MAX 3P 125p,15,111.60714,"1,674.11"
166385,,CS TK HF 10ML,753,4.86607,"3,664.15"
166388,,CS TK HF 340ML,16,208.79464,"3,340.71"
166392,,CS TK HF 170ML,12,119.91071,"1,438.93"
166407,,M BANANA BAR 10/20G,40,59.66071,"2,386.43"
166413,,OS BS WLFTHRN 17ML,4,57.8125,231.25
166436,,GP IOD SALT 250G,76,0, -   
166438,,GP IODIZED SALT 1KL,152,6.6965,"1,017.87"
166442,,CHOCO MUCH WHT 33G,"1,000",4.19643,"4,196.43"
166461,,KIM SARD CURRY 155G,17,14.28571,242.86
166483,,CAMIA RICE 25KLS,215,745,"160,175.00"
166484,,LOOT BAG FOIL 10s,1,22.32143,22.32
166485,,CAMIA RICE PLSTK 2KG,9,0, -   
166487,,H GENTLE BT PINK 4r,67,21.78583,"1,459.65"
166489,,I SKY IODIZED SALT 250G,560,1.96438,"1,100.05"
166490,,I SKY IODIZED SALT 500G,248,0, -   
166491,,I SKY IODIZED SALT 1KL,179,0, -   
166494,,CELL 1 1/2X10 PE I SKY,24,0, -   
166523,,DANES B CHSE SNGL 35G,17,8.92857,151.79
166528,,DANES B CHSE EM 165G,12,71.42857,857.14
166539,,R1020 R ROPE 10x20m,1,174.10714,174.11
166622,,KOKO KRUNCH DUO 330G,24,114.50893,"2,748.21"
166633,,CDO NDC GREEN 240G,37,17.91964,663.03
166634,,SCHICK EXACTA 2 BPB2,19,23.88393,453.79
166695,,RAM SALAD MAC 200G,28,12.9375,362.25
166699,,JBB COL FOR MINE 25ML,10,12.32143,123.21
166700,,JBB COL FOR MINE 50ML,6,21.26786,127.61
166705,,MYRA CL WHTNG VL 200ML,34,139.75,"4,751.50"
166709,,TAIPAN BBQ SCE 550G,2,30.69643,61.39
166745,,CHUM MCKRL TS 155G,229,15.625,"3,578.13"
166753,,TT WAF CHO VAN 10/18G,5,38.66071,193.3
166754,,TT SWT CORN SUP 10/18G,4,38.66071,154.64
166756,,TT WAF MILK BTR 10/18G,3,38.66071,115.98
166768,,EDN MELT SRAP 165G,48,49.32143,"2,367.43"
166780,,MC AFS TONKATSU 110G,1,50.70536,50.71
166787,,EQ PANTS XXL 66s,3,445.79464,"1,337.38"
166788,,T CHOCO MASK 100s,5,71.41071,357.05
166793,,MJ ISDALICIOUS 80G,80,12.85714,"1,028.57"
166795,,MJ ISDALICIOUS 26G,90,4.77679,429.91
166806,,RAM SALAD MAC 1KL,21,53.48214,"1,123.12"
166807,,RAM SALAD MAC 400G,38,22.6875,862.13
166830,,S N FREE SGEL ASSTD 10G,786,0.88022,691.85
166832,,CHAR FEM P HF NU 8s,272,0, -   
166842,,NESTOGEN LR 3 340G,9,115.99107,"1,043.92"
166849,,OETTINGER PILS 500ML,1,49.10714,49.11
166855,,LECHON THREAD,156,0, -   
166857,,DEL FS LAVENDER 22ML,54,2.41071,130.18
166859,,DEL FS SF BLUE 1L,1,0, -   
166916,,MASTER S TS GRN 155G,1,8.78571,8.79
166925,,M PRM SARD TS GRN 155G,2,9.76786,19.54
166932,,OM IODIZED SALT 250G,477,0, -   
166933,,OM IODIZED SALT 500G,313,0, -   
166959,,AL DP MASK BLUE,"4,670",0.75,"3,502.50"
166960,,AL DP MASK PINK,105,0.98214,103.12
166971,,AL CONDNSDA VP 560G,48,48.34821,"2,320.71"
167010,,OVALTINE AIO 260G,46,50.82143,"2,337.79"
167013,,BOP COND SHP 275ML,1,0, -   
167014,,MYRA CL WHTNG VL 400ML,7,249.22321,"1,744.56"
167019,,QC OVRLD C SBRY 30G,140,46.875,"6,562.50"
167048,,SUGO HONEY R PNT 20s,3,15.65179,46.96
167049,,CTP TAS OM 50ML,42,27.58929,"1,158.75"
167056,,CR BT 2PLY 12rolls,8,0, -   
167057,,CR T NAPKIN FLAT 80sht,1,0, -   
167063,,CDO KAONG RED 240G,31,24.01786,744.55
167108,,P WB PINK L FFOAM 10G,38,9.02679,343.02
167143,,COL TB CLASSIC CHILD FW,145,8.32143,"1,206.61"
167172,,RAM TOM PASTE 500G,33,42.61607,"1,406.33"
167173,,POCARI SWEAT 350ML,151,15.58036,"2,352.63"
167174,,S CC MINI C SW 10/20G,55,27.23214,"1,497.77"
167175,,SF FIT OAT FIBER C 10/25G,34,35.71429,"1,214.29"
167216,,GLEAM LIQ SOSA 1L wf,6,123.88393,743.3
167223,,PONY CLOTH BLACK,1,4.46429,4.46
167247,,050 METAL HAIRBAND,19,11.3125,214.94
167255,,I SKY REF SUGAR 24/10G,41,0, -   
167275,,RAM TOM SCE FS 115G,144,9.1875,"1,323.00"
167276,,RAM TOM SCE FS 250G,188,13.82143,"2,598.43"
167279,,ARIEL SCRBR BAR 125G,110,8.625,948.75
167280,,GIV SOAP WHITE 76G,17,6.25,106.25
167286,,CF SUPERDRY FLAT 15s,194,16.41964,"3,185.41"
167288,,CF BREATHABLE FLAT 15s,124,16.41964,"2,036.04"
167290,,ANGEL COF CRMR 5G,204,1.10714,225.86
167291,,ANGEL COF CRMR 80G,28,12.63393,353.75
167296,,MYRA WHTNG PLS VL 50ML,4,54.34821,217.39
167306,,COB ENRGY D 350ML,99,13.39286,"1,325.89"
167308,,VSM ORG 300ML+CT 95G,9,45.82143,412.39
167309,,RAM ACV 500ML,1,167.11607,167.12
167310,,CB S BAWANG GRLIC 50G,134,4.52679,606.59
167323,,BX 43 STEEL STRNER,2,49.10714,98.21
167333,,MILKITA ORIG CNDY 30s,26,15.95536,414.84
167334,,M MELON MILK CNDY 30s,16,15.95536,255.29
167341,,M ASSTD FLVR MILK 200s,3,106.60714,319.82
167348,,COLA CANDY JAR 200s,12,79.89286,958.71
167353,,SPLIT LEMON 200s,3,79.89286,239.68
167355,,JAGOAN NEON C H 30s,12,12.17857,146.14
167358,,S ZUPER SOUR ASSTD 200s,4,79.89286,319.57
167378,,DING DONG MIXED 100G,239,9.89286,"2,364.39"
167383,,LIBERTY IC CONES,"1,840",0.49107,903.57
167384,,FARLIN SN SMALL 3s,2,40.36607,80.73
167386,,CB SUPER BAW MIX 50G,94,4.54464,427.2
167387,,MUNCHER CTD PEAS 12s,84,8.75,735
167392,,L NAPOLITANER 45G,39,19.07143,743.79
167399,,BASSO EV OLV OIL 500ML,3,168.75,506.25
167449,,MYRA WHTNG PLS VL 100ML,18,93.16964,"1,677.05"
167451,,SSK SH ST LNG 180ML,2,71.20536,142.41
167452,,SSK SH SL 350ML,21,139.73214,"2,934.37"
167465,,WS BAR FL FRSH 390G,110,15.17857,"1,669.64"
167504,,COMBI TRI CHOCO 10s,838,29.86607,"25,027.77"
167505,,WIPE OUT 250G,4,35.71429,142.86
167506,,WIPE OUT 145G,6,28.125,168.75
167517,,GT WHT CREMA 30G,293,5,"1,465.00"
167518,,GT WHT CRMA 50G,"1,035",8.04464,"8,326.20"
167520,,CC SPCL BHN Y 1KL,23,38.48214,885.09
167522,,WS BAR CAL CLEAN 150G,3,6.25,18.75
167540,,MS OYSTER SCE 1/2GAL,22,178.34821,"3,923.66"
167551,,CEL H EXFOL FW 60ML,12,73.75,885
167552,,CEL H EXFOL FW 100ML,6,108.6875,652.13
167556,,KERATIN PLUS BLK 20G,"4,743",4.46429,"21,174.13"
167559,,HAP TP G SENSTVE 100ML,1,67.54464,67.54
167570,,WD BB SHP 100ML,1,43.52679,43.53
167572,,HOBE EXP CHKN G 52G,30,4.34821,130.45
167573,,HOBE EXP SFOOD G 52G,14,4.34821,60.87
167574,,HOBE EXP ORIENTAL 65G,16,4.34821,69.57
167577,,CHAR PL B GRN TEA 8s,125,9.17857,"1,147.32"
167578,,CHAR PL B GRN TEA 20s,225,19.60714,"4,411.61"
167599,,FUNKY HOT SPCY 23G,"1,239",3.73214,"4,624.12"
167600,,FUDGEE BAR COMBO 10s,"1,431",44.30357,"63,398.41"
167603,,TISYU KIT TOWEL AP 4r,16,90.3125,"1,445.00"
167619,,DM VG WC SML GRN,2,21.42857,42.86
167635,,RAM I SALT COARSE 250G,11,0, -   
167646,,COL TP GRF TP 24G,"4,212",4.6875,"19,743.75"
167647,,COL FC CC SPICY TP 22G,"3,009",4.6875,"14,104.69"
167648,,CFC CC KOOL MF T 22G,"4,458",4.6875,"20,896.88"
167706,,NIV EBF Q10 RO 25ML,19,34.36607,652.96
167707,,NIV EBF Q10 RO 50ML,9,60.84821,547.63
167712,,DUNDEES PATATAS S,1,12.05357,12.05
167782,,CKEYK N CHOCO 10/34G,25,42,"1,050.00"
167783,,SUMMIT STILL WTR 1L,1,38.83929,38.84
167813,,CR SP ODONG 10s,374,0, -   
167815,,HF SP MISUA WHT 12s,101,0, -   
167816,,HF SP MISUA WHT 20s,142,0, -   
167821,,HF FRESH MIKI 500G,30,12.2145,366.44
167850,,HF SP ODONG SHRT 12s,112,0, -   
167851,,HF SP ODONG SHRT 10s,274,0, -   
167852,,HF SP ODONG LNG 6s,36,0, -   
167853,,CR SP ODONG 6s,363,0, -   
167855,,APOLLO PET JELLY 50G,25,31.09821,777.46
167860,,WH BM CRM WAF 10s,4,20.17857,80.71
167863,,SUMMIT SPRK WTR 1L,6,38.83929,233.04
167864,,SUMMIT SPRK WTR 330ML,1,27.23214,27.23
167865,,SUMMIT STILL WTR 330ML,1,27.23214,27.23
167869,,VM BNNA SM 300ML,164,19.71429,"3,233.14"
167878,,DM FNR PA 6/330ML Sv5,2,124.23214,248.46
167879,,DM FNR 4S 6/330ML S5,1,124.23214,124.23
167889,,TISOY SC VIN XH 750ML,1,116.07143,116.07
167899,,JERSEY SC FM 1KG,72,69.54464,"5,007.21"
167904,,GC GP NS SANTZR 40ML,31,29.24107,906.47
167907,,GC GP NS SANTZR 250ML,6,34.82143,208.93
167908,,GC ETHYL AM 70P P 500ML,10,66.96429,669.64
167909,,GC ETHYL AM 70P P 1L,6,120.53571,723.21
167910,,DEL GP SOFTENER 26ML,69,3.25893,224.87
167923,,NOV ZHP HC N BLACK 6G,4,25.89286,103.57
167924,,NOV ZHP HC N BRWN 6G,14,25.89286,362.5
167928,,NOV ZHP HC C BRWN 6G,8,25.89286,207.14
167932,,NOV ZHP HC CRM RED 6G,4,25.89286,103.57
167933,,NOV ZHP W/KER NBLK 6G,7,25.89286,181.25
167934,,NOV ZHP W/KR N BRW 6G,2,25.89286,51.79
167935,,NOV ZHP W/KR C BRW 6G,2,25.89286,51.79
167936,,NOV ZHP W/KR X RED 6G,1,25.89286,25.89
167941,,DOWNY SWT HRT 6+1/20ML,137,23.92857,"3,278.21"
167946,,BRZ LD ROSE GLD P 980ML,7,114.77679,803.44
167960,,NEL SP MISUA W 6s,259,3.92857,"1,017.50"
167961,,HF SP MISUA WHT 6s,448,3.92857,"1,760.00"
167964,,HF SP SUN MIKI 450G,22,27.5,605
167966,,EQ DRY DIAP MP NB 4s,18,0, -   
167968,,CREDO BREAD IMP 1KL,2,0, -   
167970,,PAU DE ARCO OIL R 10ML,18,28.125,506.25
167971,,PAU DE ARCO OIL 30ML,133,50.625,"6,733.13"
167972,,PAU DE ARCO OIL 60ML,192,84.39286,"16,203.43"
167997,,PINKYS PATATAS 120G,4,10.71429,42.86
167998,,PINKYS GALLETAS IP 180G,5,25.89286,129.46
168007,,R NELITA F MIKI 250G,33,0, -   
168019,,CARESS MAT PADS 8s,4,37.64286,150.57
168029,,LM INST L BATCHOY 55G,255,10.66071,"2,718.48"
168030,,LM INST BULALO 55G,270,10.66071,"2,878.39"
168036,,D CKNG n BKNG PAPER,1,129.46429,129.46
168037,,MP CONC CRM FAIR 10G,48,15.625,750
168050,,BAGUIO OIL PCH 40ML,170,3.75,637.5
168076,,BIO ISO ALC 70P 1GAL,2,446.42857,892.86
168078,,MILKTA LP CRML 10s,150,29.46429,"4,419.64"
168081,,IMMUNIPLUS THD 12ML,497,8.03571,"3,993.75"
168087,,HF MID PANTS SML 30s,3,148.10714,444.32
168090,,HF MID PANTS XL 30s,16,198.52679,"3,176.43"
168092,,MILKTA LP ASTD 6/10s,3,195.53571,586.61
168113,,HOPE P BUTTER 20/10G,9,14.22321,128.01
168125,,HOPE MILKY ANMAL 20/10G,10,14.22321,142.23
168130,,MS BBQ MARINADE 1GAL,2,310.9375,621.88
168131,,MS OYSTER SCE 1GAL,7,366.07143,"2,562.50"
