ISLAND CITY MALL,,,,,
POS UNPOSTED SALES,,,,,
"AS OF APRIL 27, 2022",,,,,
Item No.,Variant Code,Description,Quantity,Unit Cost,Amount
132531,,NESCAFE CLSC RES 50G,341,28.31636,"9,655.88"
132539,,H0786 3 TMBLR 350ML,1,73.21429,73.21
132549,,S14P F HNGR FL PSTL,684,3.72057,"2,544.87"
132556,,CR SPOON WHT BIG 12s,102,7.60058,775.26
132563,,WK C ARROZ CALDO 113G,4,23.07507,92.3
132569,,MM BC REG 450ML,9,52.75893,474.83
132573,,MOUNTAIN DEW 1.5L/1.75L,308,25.77055,"7,937.33"
132577,,MEDIPLAST GAUZE 2X10,2,12.36224,24.72
132578,,MEDIPLAST GAUZE 3X10,8,17.735,141.88
132579,,MEDIPLAST GAUZE 4X10,1,22.35143,22.35
132590,,BBFLO PJ COOL REL 100G,1,59.33805,59.34
132593,,MEDIPLAST GAUZE 2X6,8,7.59836,60.79
132594,,MEDIPLAST GAUZE 3X6,2,10.57295,21.15
132595,,MEDIPLAST GAUZE 4X6,1,13.65256,13.65
132621,,CELL 2 1/2X10 CHAMPION,31,5.56038,172.37
132630,,BORA M8 SWC AD S9,8,58.03571,464.29
132631,,REFRESH MANGO 170/188ML,20,3.68521,73.7
132632,,REF APPLE 170ML/188ML,90,3.62197,325.98
132633,,SFG BW LEMN FRSH 400ML,3,115.27679,345.83
132658,,ST DEW C APPLE DP 200ML,765,3.21665,"2,460.74"
132661,,MAGNOLIA FCM 1L,91,56.04367,"5,099.97"
132688,,DATU PUTI SS JMBO 340ML,121,10.18074,"1,231.87"
132690,,DATU PUTI VINEGAR 60ML,2,1.29754,2.6
132713,,ZEST O T LEM LIME 1.5L,37,24.2265,896.38
132718,,D PUTI VIN SUP 350ML,492,7.25449,"3,569.21"
132719,,DC SHP ANTI MANGE 500ML,1,189.75267,189.75
132740,,PEN HSS C GRN 50ML,3,34.82143,104.46
132773,,CROLEY BUT CRM 750G,5,105,525
132781,,COL TB CLSC ADULT FW,144,7.67926,"1,105.81"
132787,,8060 HANGER 5n1,3,23.21429,69.64
132939,,CRAB MISUA 12s,59,8.27051,487.96
132940,,CRAB ODONG 12/50G,109,25.79049,"2,811.16"
132943,,SRIMP P CANTON 1/2KL,59,26.27458,"1,550.20"
132959,,CRAB P CANTON 1KL,45,48.80667,"2,196.30"
132965,,FOF SALABAT 500G,5,43.00571,215.03
132979,,CRAB EN P CANTON 300G,34,23.12865,786.37
132990,,BETET GRN No1 17.5G,42,11.50545,483.23
132993,,GLAD GAR BAG MED 10s,2,27.28813,54.58
133021,,868 DP FUNNEL L PK,5,11.10311,55.52
133032,,SNACKU RICE CRKR 60G,238,8.34556,"1,986.24"
133035,,EXTRA IF TOWELS 175s,74,30.50733,"2,257.54"
133036,,J 5012 THERMOS 350ML,1,100,100
133038,,EXTRA BT CLS 500s 2P 10s,1,78.3769,78.38
133039,,EXTRA FOLDED TN 400s,2,62.28933,124.58
133046,,G PAGODA VEG OIL 1/2G,10,103.89696,"1,038.97"
133062,,G PAGODA VEG OIL 1L,6,53.13169,318.79
133063,,EOC MANGO 20G,817,7.00737,"5,725.02"
133104,,DOWNY S FRESH 24ML,"5,394",4.39286,"23,695.09"
133129,,SB PW UNS 2/30+10s,2,74.10714,148.21
133131,,AD WFLRL 3/135G S25,1,86.83036,86.83
133176,,CANON VEG OIL C 15KL,144,718.17788,"103,417.61"
133236,,BORA M8 SWC AD S10,9,58.03571,522.32
133255,,MAG BTRLICIOUS 200G,60,34.72343,"2,083.41"
133260,,07 FAN,5,16.07143,80.36
133275,,MB TAMARIND SMIX 50G,5,12.74268,63.71
133306,,C 1 CHCKN BOX S 10s,88,22.51701,"1,981.50"
133317,,SUGO SLTD PNUTS 20/8G,37,14.27635,528.22
133323,,MED PPR TAPE 1.25cmX5m,6,33.77571,202.65
133326,,MED PPR TAPE 2.5x9.1m,4,89.64686,358.59
133327,,MED PPR TAPE 1.25cmX9.1m,4,47.97733,191.91
133329,,BBFLO BB WIPES 80CTS,8,96.51481,772.12
133330,,MED GUAZE PADS 2X2,19,2.64237,50.21
133331,,MED GAUZE PADS 3X3,36,3.70621,133.42
133332,,MED GAUZE PADS 4X4,84,4.64271,389.99
133333,,MEDIPLAST EYE PADS,3,12.11327,36.34
133338,,BBFLO HRD N SFT TTHER,5,40.04333,200.22
133340,,BBFLO ST NASAL ASPIRTR,1,47.50146,47.5
133342,,WASHINGTON RICE 5KLS,187,230,"43,010.00"
133343,,WASHINGTON RICE 10KLS,172,430,"73,960.00"
133346,,DYNOEGGS MCHOCO 25s,40,12.39762,495.9
133350,,PED AD BF n VEG BOX 500G,25,59.38205,"1,484.55"
133373,,CRAB SP P CANTON 1/2KL,20,741.82,"14,836.40"
133384,,HF SP ODONG LONG 12s,101,17.93249,"1,811.18"
133400,,DOVE BS WHT BTY 135G,94,42.45629,"3,990.89"
133411,,PAMPERS BB BSC MED 12s,6,57.9755,347.85
133416,,SANICARE COT 10G,249,2.23999,557.76
133421,,W KITTEN OCEAN F 450G,40,65.53283,"2,621.31"
133447,,CR PLSTC FORK W S 25s,72,8.32881,599.67
133451,,P ITAL PRMSN CHSE 100G,5,152.5384,762.69
133461,,JOLLY TROP FCKTAIL 850G,24,49.94691,"1,198.73"
133470,,SFG SOAP LF 60G,412,14.27679,"5,882.04"
133483,,WHISKAS TUNA 400G,19,39.77097,755.65
133485,,WHISKAS OCN FISH 400G,52,40.07466,"2,083.88"
133527,,V CUT PC CHEESE 25G,204,7.17482,"1,463.66"
133528,,V CUT PC CHEESE 60G,50,17.1735,858.68
133529,,CHIPPY GAR N VIN 110G,107,14.32812,"1,533.11"
133530,,CB MIX SPECAIL 12/10G,54,8.96875,484.31
133537,,CHED HS PEANUTS 250G,11,49.10714,540.18
133574,,BB MALLORCA 50P 320CC,36,6.64302,239.15
133593,,BICOL F3 SWC AD S8,2,58.03571,116.07
133606,,MP EXF ANTI ACNE 1 60ML,13,36.66773,476.68
133607,,MP EXF AA 1 30ML,5,21.18843,105.94
133634,,CHEERS TN PC FLDED 400s,10,20.8176,208.18
133641,,ORCHID LIME JCE 700ML,1,59.10077,59.1
133669,,SM COF 3N1 SF MILD 10/7G,28,38.18521,"1,069.19"
133670,,SMC 3N1 SF STNG 10/9G,25,39.86387,996.6
133696,,GLOW R PP SLVR 7 1/2 20s,19,18.74947,356.24
133704,,CHIPPY GARLIC VIN 27G,534,3.86185,"2,062.23"
133713,,TISYU FT PCKT BLUE SP 10p,10,3.32801,33.28
133714,,JADE FT 2P TRVL PCK 50P,41,8.19747,336.1
133716,,TISYU FT 2P B TRVL 75P,14,17.45183,244.33
133717,,CHEERS P NAPKIN 50s,18,18.18878,327.4
133722,,CELL 3X10 PLST LION,1,6.69737,6.7
133723,,CHED CG HOT PNT 250G,5,53.57143,267.86
133777,,FIG CAPRS N VINEGAR 100G,1,50.95125,50.95
133821,,C ROYAL BIHON 400G,75,"7,702.90","577,717.41"
133823,,C ROYAL BIHON 500G,109,18.21433,"1,985.36"
133824,,ISLAND SKY BIHON 200G,37,3.25318,120.37
133825,,ISLAND SKY BIHON 400G,174,74.68043,"12,994.39"
133827,,ISLAND SKY BIHON 500G,219,18.21433,"3,988.94"
133832,,FROOTEES GRAPE SC 10s,63,27.97254,"1,762.27"
133867,,FEMME BT 2P 300sht 24r,4,130.37968,521.52
133869,,EDWIN VC WGLS WHT M,9,26.06833,234.61
133882,,F LOVE WS CHOCO 480G,24,47.85333,"1,148.48"
133905,,EB EYELASH CURLER MTL,1,84.82143,84.82
133945,,LS CHSCKE BCC 42G,200,5.80357,"1,160.71"
133947,,LB BS MILDCARE 110G,1,25.71429,25.71
133957,,VIR SPAG SCE PCH 500G,27,35.71429,964.29
133968,,SEL FORT LFM 2/1L S30,22,102.04464,"2,244.98"
133984,,MYRA CL MOIST VIT LOT 50ML,92,28.73214,"2,643.36"
134024,,PERVIL GLUTA SOAP 135G,1,62.5,62.5
134036,,BBJOY PDR CSE PCH/PK,1,32.63902,32.64
134064,,SNOWBEAR 50s,5,17.63797,88.19
134072,,BFLO PWDR HVNLY W 25G,9,6.31733,56.86
134073,,BFLO PWDR HVNLY W 50G,1,10.61357,10.61
134075,,BFLO PWDR S P 25G,6,7.69168,46.15
134076,,BFLO PWDR S PRPLE 50G,3,14.0347,42.1
134078,,BFLO PWDR CH BLUE 25G,6,7.57926,45.48
134079,,BFLO PWDR CH BLUE 50G,2,9.20373,18.41
134082,,BFLO PWDR BL PINK 50G,4,13.121,52.48
134083,,BFLO PWDR BL PINK 100G,2,10.69966,21.4
134090,,PAMPERS BB BSC SM 12s,4,51.32746,205.31
134093,,SCARE COT BUDS 200T,258,8.83465,"2,279.34"
134096,,TISYU HP AA TISSUE 40P,62,4.77273,295.91
134102,,XM 015 BB BOTTLE,2,23.50893,47.02
134109,,ECO KTP MMB 3 SQ 12s,1,148.21429,148.21
134116,,ECO PTO MB 700ML 10s,1,141.07143,141.07
134125,,XB 300 BABY CARE KIT,1,24.55357,24.55
134145,,WHISKAS TUNA 80G,37,16.97857,628.21
134149,,AMN S154 NAIL CLPR,2,64.28571,128.57
134169,,HAKATA MACKEREL 155G,156,8.63636,"1,347.27"
134186,,ALCOPLUS HS W/M 60ML,3,24.77679,74.33
134195,,ANGELIQ E LNR BLK S,1,1.65523,1.66
134201,,SPD DP FC SF BRST 6+1/55G,6,25.28571,151.71
134207,,SPD DP FC KAL 6+1/55G,11,25.28571,278.14
134208,,HELION TBC 500ML,1,40.17857,40.18
134221,,JMJ W KRNL EO 3/425G S6,8,72.32143,578.57
134232,,MONSIUER HANKY,1,8.75533,8.76
134246,,PP AL ATT FT 500ML,1,75.89286,75.89
134250,,PP ALC ATT PMP 1L,1,160.71429,160.71
134268,,V HAIR CUT COAT 30ML,80,34.27642,"2,742.11"
134269,,V HAIR CUT COAT 50ML,61,50.86193,"3,102.58"
134298,,BINGO DBL CHOCO 15/28G,259,62.10714,"16,085.75"
134313,,D CAPPCNO 600G wf,2,644.32143,"1,288.64"
134326,,HANA SH SF APPLES 21ML,36,4.34821,156.54
134327,,E MAX PLUS AAA EP92BP2,10,106.47321,"1,064.73"
134330,,EM PLUS AA EP91BP2,9,96.875,871.88
134331,,EM PLUS AA EP91BP4,2,170.53571,341.07
134332,,SM CT AFRITADA 155G,10,24.0625,240.63
134333,,SM CT CALDERETA 155G,14,24.0625,336.88
134334,,SM CT ADOBO 155G,6,24.0625,144.38
134335,,MM APC FLRL PRFCTN 300ML,11,39.77679,437.54
134338,,MM APL WILD LAV 300ML,20,39.77679,795.54
134357,,DELIA TABLIYA SOLID 10s,3,26.78571,80.36
134358,,DELIA TABLIYA SOLID 15s,1,40.17857,40.18
134360,,NIPS MILK CHOCO 12/14G,213,25.17857,"5,363.04"
134366,,DAISY COND 390G,"1,085",21.20538,"23,007.84"
134397,,TIAN HD MONGO S 100G,3,8.38582,25.16
134398,,TIAN HD MONGO 150G,23,13.80673,317.55
134399,,TIAN H DICE UBE S 100G,20,8.39506,167.9
134403,,TIAN TKY MONGO 150G,15,16.21481,243.22
134404,,TIAN TIKOY UBE 150G,20,15.55932,311.19
134405,,TIAN TKY PNDAN 150G,15,15.55133,233.27
134407,,TIAN HOPIA UBE 150G,17,13.85916,235.61
134409,,TIAN TKY SSME 150G,12,15.68152,188.18
134410,,TIAN RICE ROLL 100G,12,17.50398,210.05
134411,,TIAN PILIPIT 100G,5,17.41832,87.09
134412,,TIAN PEANUT ROLL 100G,12,484.76,"5,817.12"
134414,,TIAN CAYCAY SESAME 100G,12,17.06182,204.74
134415,,TIAN CAYCAY PNUT 100G,12,17.32528,207.9
134427,,J SLTD BLK BEANS 180G,40,11.57996,463.2
134438,,SM COF SF ORIG 10/7G,17,40.83933,694.27
134454,,PETALS FRT TRAY B 10s,12,14.44088,173.29
134470,,238 4 S STRNR BOWL L,1,10.46185,10.46
134471,,238 1 S STRNR BOWL XS,4,9.54545,38.18
134503,,RM COT BUDS 108T,6,20.3125,121.88
134506,,RM COTTON ROLL 10G,2,4.91071,9.82
134508,,RM COTTON ROLL 50G,1,31.02679,31.03
134570,,ARIEL PIS ID 630G,3,114.32143,342.96
134610,,HAPEE TP G GUMTECT 100ML,7,65.92638,461.48
134635,,C CHCO ALMND 88G,20,44.19643,883.93
134639,,ARIEL PI ID 1320G,2,232.58929,465.18
134646,,ARIEL PI IDRY 41G,21,7.88393,165.56
134665,,MOGU2x SB 5+1/320ML,1,133.92857,133.93
134678,,RTO ORANGE 1.25L,18,36.04464,648.8
134680,,KATIALIS OINTMENT 5G,59,12.22145,721.07
134681,,KATIALIS OINTMENT 15G,41,18.37988,753.58
134687,,400 PLANT POT,2,60.26786,120.54
134698,,CM CHNKY CHEWY 37G,207,9.26786,"1,918.45"
134703,,TIDE PCP WD G BLM 6+1/74G,224,54.36607,"12,178.00"
134717,,TIDE PCP OS 6+1/74G,235,54.36607,"12,776.03"
134752,,J CORN OIL 100P CF 1L,9,85.54473,769.9
134766,,BREW RITE C FLTR 2 40s,4,52.44061,209.76
134767,,BREW RITE C FLTR 4 40s,7,54.00895,378.06
134778,,727 L DS SPRYR BLUE WHT,3,37.14333,111.43
134829,,801 MF BOT n NIP BRUSH,6,38.40862,230.45
134831,,66 MFLO BOT BRUSH,3,11.47583,34.43
134836,,DB SLESS STL SCOURER,1,13.66233,13.66
134846,,812 S CHILD HNGR PNK 6s,2,16.041,32.08
134863,,253 MM MILK PC 3L MCC,2,35.08167,70.16
134878,,TIDE PCP PF 6+1/74G,280,54.36607,"15,222.50"
134901,,P 4SSN NCTR 202 250ML,14,15.18867,212.64
134947,,ANCHOR FM VITA P 300G,57,67.79879,"3,864.53"
134948,,ANCHOR FM VITA P 655G,25,148.13186,"3,703.30"
134975,,BAGUIO OIL SUP 175ML,35,11.98942,419.63
135011,,L SPCY PNT W/DG 100G,4,26.78571,107.14
135012,,L SPCY PNT W/DG 200G,12,53.57143,642.86
135013,,HOU ECO BAG XL,"2,155",5.53571,"11,929.46"
135044,,WHITE RABBIT 50s,95,19.96008,"1,896.21"
135061,,KG SULTANA BISCUIT 160G,8,24.78524,198.28
135064,,MED E BADGE FLESH 2X5,7,25.18462,176.29
135065,,MED E BANDGE FLESH 3X5,1,34.69974,34.7
135066,,MED E BANDGE FLESH 4X5,3,40.73274,122.2
135081,,HAPEE TP EM RED T 30G,96,0, -   
135095,,S GEM TN DCO F CHKRD 80s,10,33.31746,333.17
135104,,SPRINGMAID COMB 29,6,5.77321,34.64
135138,,135 HI TOP FOOD KEEPER,10,9.74787,97.48
135154,,L BITE PBUTTER 150G,9,26.15763,235.42
135155,,LITE BITE PBUTTER 260G,8,40.237,321.9
135158,,SFG SOAP LEMN FR 85G,148,23.14286,"3,425.14"
135183,,GSM BLUE MRGRITA 700ML,88,71.42857,"6,285.71"
135184,,TAY SENG MACY 5s,2,16.53944,33.08
135207,,OLAY NW AGELS AURA 7.5G,56,30.88393,"1,729.50"
135244,,ERASE SOLUTION 20ML,2,114.7367,229.47
135252,,PAL COND INT MOIST 90ML,7,34.74882,243.24
135255,,BICOL M5 SWC AD S9,1,58.03571,58.04
135258,,SOFTIE PT COL 500M,8,32.03131,256.25
135259,,CAMIA RICE 50KLS,384,"1,485","570,240.00"
135268,,GSM BLUE PMELO 700ML,108,71.42857,"7,714.29"
135271,,BOBBIE CUT R/S 60ML,17,7.13417,121.28
135272,,BOBBIE NP REMVR 60ML,4,16.625,66.5
135337,,SFG SOAP LEMN FR 3/85G,10,60.74107,607.41
135384,,P PURE TWAS 100G,17,7.20963,122.56
135392,,ANTONOV VODKA 700ML,8,82.69353,661.55
135399,,BRIT SF DIGSTBV B 200G,4,58.48214,233.93
135409,,FRITO PLUS VO 350ML,77,20.90193,"1,609.45"
135411,,BRIT DIGESTVE BISC 225G,7,58.48214,409.37
135513,,EQ DRY DIAP T NB 22s,45,101.83025,"4,582.36"
135518,,ER SPAGHETTI 400G,2,21.62255,43.25
135545,,DM CANDLE 5.00 6s,82,18.75,"1,537.50"
135558,,NES K KRUNCH 15G,"3,584",4.01792,"14,400.23"
135569,,MAXILINIS DWL GRN G 1L,94,41.51786,"3,902.68"
135570,,MAXLNS DWL LEMN 1L,87,41.51786,"3,612.05"
135601,,SMART DWP LEMON 100G,55,5.31617,292.39
135603,,PRIDE DET PDR AB 2KL,9,117.14286,"1,054.29"
135617,,SFG SOAP LEMN FR 130G,105,33.46429,"3,513.75"
135618,,SFG SOAP LF 3/130G,16,90.08036,"1,441.29"
135651,,NID EWB SPRAY 150ML,7,101.21965,708.54
135654,,BET FB FW M CAL 60ML,10,45.53571,455.36
135655,,BET FB FW M CAL 150ML,3,98.21429,294.64
135657,,BET FB R LMN VER 150ML,2,98.21429,196.43
135669,,NID ROLL DW  25ML,26,31.92321,830
135670,,NFM ROLL DI 25ML,17,32.01568,544.27
135693,,CELL 5X12 03 EXCEL,2,46.32778,92.66
135712,,WHISKAS KIT TUNA 80G,63,16.42136,"1,034.55"
135713,,WHISKAS OCEAN FISH 80G,29,14.92417,432.8
135716,,LASAP KALDERATA MIX 50G,5,14.29151,71.46
135719,,L ESP CDL BLUE 14X4s,2,8.92857,17.86
135725,,TIFFANY 1ST BIHON 250G,1,13.47483,13.47
135732,,SISTERS PL ECON PCK 8s,121,5.31788,643.46
135788,,GLADE SG LVNDR 200G/180G,11,83.07038,913.77
135790,,GLADE SCNT GEL LEM 180G,7,83.32663,583.29
135794,,DOVE BAR F MOIST 100G,44,35.61478,"1,567.05"
135832,,CERES FJ SEC OF VAL 1L,21,53.61095,"1,125.83"
135833,,CERES FJ APPLE 1L,5,53.7186,268.59
135920,,F PLUS VEG OIL PCH 175ML,831,9.3881,"7,801.51"
135940,,116 STL BRSTL S HDL 2R,1,20.75893,20.76
135959,,DB AP CLNG RAG ORGE,1,24.73214,24.73
135960,,DB SP CLNG RAG YEL,3,24.7325,74.2
136008,,TM SP AB REG 260G,5,30.25,151.25
136011,,TM G APTZR REG 340G,2,79.02679,158.05
136043,,ORION CP DARK 180G,2,49.10714,98.21
136045,,SG KET CON THRPY 500ML,1,116.07143,116.07
136050,,SYMPLY G KER SHP 500ML,1,116.07143,116.07
136154,,MONDE SMM CLSC 8/23G,109,43.51786,"4,743.45"
136205,,C ULTRSCNT OIL FL 25ML,5,6.15663,30.78
136211,,MONEA OXI SOL 9P 60ML,3,21.71679,65.15
136220,,EB NAIL CUTTER,6,44.64286,267.86
136221,,EB TWEZZER W/RBR HDL,3,53.57143,160.71
136223,,SEL COB HER CNC 1.3L,1,188.42857,188.43
136229,,CS TRI KER R SHNE 10ML,"1,620",3.88393,"6,291.97"
136231,,CS TRI KERTN R SHNE 170ML,31,116.38393,"3,607.90"
136234,,BRZ PDR MGNTA 1360G+1360G,1,285.9375,285.94
136252,,ABS DIST WATER 6000ML,13,44.22329,574.9
136253,,ABS DIST WATER 4000ML,5,32.1251,160.63
136256,,UFC WHL MSHRM 400G,3,43.03571,129.11
136257,,UFC PS MSHRM 400G,7,41.30357,289.12
136337,,SANICARE FT 3P TP 40P,71,12.10194,859.24
136410,,CELL 4X10 CHAMPION,13,8.098,105.27
136501,,YUM YUM CHOCOPIE 17G,156,2.40317,374.89
136513,,S SWAN SS JR PCH 100ML,"4,822",2.77158,"13,364.56"
136556,,DM VG WC BIG RED,4,43.14585,172.58
136557,,DM VG WC BIG YEL,8,43.54231,348.34
136558,,DM VG WC BIG WHT,18,42.69458,768.5
136561,,DM VG WC MED W,9,25,225
136563,,DM VG WC SML RED,1,16.06989,16.07
136564,,DM VG WC SML YEL,3,16.07182,48.22
136565,,DM VG WC SML WHT,21,16.07158,337.5
136567,,DMARS VC SML REF RED,9,7.36585,66.29
136568,,DMARS VC SML REF WHT,6,7.38537,44.31
136620,,MOGU2X L/S 2/320ML S10,43,45,"1,935.00"
136636,,SW WS MSTWHT 65G,41,10.03248,411.33
136637,,CHUBBY SOFT CARAMEL 20s,90,14.56237,"1,310.61"
136638,,MP EXFO A ACNE 1 15ML,10,14.60183,146.02
136655,,FRISA LAUND SOAP BLUE,62,4.67304,289.73
136670,,SUS PRM CHOCO 350G,1,235.87145,235.87
136672,,JBB MILK BATH REF 200ML,35,45.35238,"1,587.33"
136676,,HAPEE TP FCW TWN 30G,45,3.20012,144.01
136693,,G SWAX MAT HARD 75G,13,67.08,872.04
136702,,SPD BAR BLUE 380G,"1,628",3.67566,"5,983.97"
136703,,SPD BAR KALMNSI 380G,"3,104",3.67566,"11,409.25"
136704,,SPD D BAR WHT 380G,"3,724",3.67566,"13,688.16"
136705,,SPD BAR S BLU 380G,"1,188",3.67566,"4,366.68"
136707,,SPD BAR FAB CND 380G,"1,080",0, -   
136713,,BARETA BAR KAL 360G,136,12.53299,"1,704.49"
136714,,BARETA BAR BLUE 360G,169,12.53299,"2,118.08"
136715,,BARETA BAR WHT 360G,276,10.39546,"2,869.15"
136716,,BARETA BAR S BLU 360G,41,12.53299,513.85
136717,,SPD P FC KALAM 55G,12,0, -   
136718,,SPEED PDR FC KALAM 90G,24,0, -   
136719,,SPEED PDR FC KAL 500G,19,0, -   
136720,,SPEED PDR FC KAL 1KG,9,0, -   
136721,,SPEED PDR FC KAL 2KG,10,0, -   
136724,,SPD PDR FC SF BRST 500G,19,0, -   
136725,,SPD PDR FC SF BRST 1KG,8,0, -   
136868,,MOURNING PINS WIDE 12s,6,4.8132,28.88
136876,,ZAR SALTED FISH AP 250G,4,38.39286,153.57
136878,,ZAR SF KINILAW STYL 250G,2,38.39286,76.79
136879,,Z BNGS C CO HOT 220G,1,0, -   
136884,,SPD BP FC F ROSES 90G,33,3.3079,109.16
136885,,SPD BP FC F ROSES 500G,16,39.32366,629.18
136886,,SPD BP FC F ROSES 1KG,7,75.39286,527.75
136887,,SPD BP FC F ROSE 2KG,7,139.69643,977.88
136888,,WINROX BLCH REG 100ML,107,4.65717,498.32
136889,,WINROX BLCH REG 250ML,198,7.62173,"1,509.10"
136890,,WNRX BLCH REG 500ML,267,11.86149,"3,167.02"
136891,,WINROX BLCH REG 1L,107,19.55948,"2,092.86"
136892,,W BLCH FRSH LEM 100ML,75,5.06186,379.64
136893,,W BLCH FRSH LEM 250ML,201,8.24191,"1,656.62"
136894,,W BLCH FRSH LEM 500ML,153,12.95156,"1,981.59"
136895,,WINROX BLCH F LEMON 1L,77,21.18232,"1,631.04"
136907,,LAURAS BREAD STK 100G,92,11.65188,"1,071.97"
136908,,L BUTTR COOKIES 100G,32,11.84467,379.03
136910,,L EGG CRACKLET 250G,38,33.92675,"1,289.22"
136911,,L EGG CRCKLT BAGS 10s,9,32.19643,289.77
136913,,L MAN BTTRD TST 100G,39,11.16174,435.31
136914,,L MAN BTRRD TST 200G,44,19.02057,836.91
136916,,L PACENCIA BRWN BIG 90G,36,10.91071,392.79
136918,,L RAISINS CKIES 100G,27,12.05367,325.45
136920,,LAURAS MANNA BAG 10s,12,21.33036,255.96
136945,,CELL 6X10 HD P KING,17,4.09631,69.64
136946,,QC PC CLSC 65G,80,5.65278,452.22
137051,,HY SCUP C+BIS 100s,38,73.125,"2,778.75"
137088,,LS BROWNIES CCKE 30G,180,3.6875,663.75
137089,,LS ASSTD CUPCAKES 30G,220,3.6875,811.25
137095,,LS INIPIT CSTRD CKE 23G,10,3.125,31.25
137096,,LS INIPIT CHOCO CKE 23G,40,3.125,125
137097,,LS ASTD INIPIT CKE SW,40,3.125,125
137105,,FITA SPRDZ BACON 10/25G,23,29.91071,687.95
137114,,MC GM KOREAN BBQ 45G,15,17.04447,255.67
137116,,VAPORIN REF OIL 10ML,23,138.39286,"3,183.04"
137118,,CO BLUEBERRY JAM 320G,1,54.64286,54.64
137120,,CO SF SBERRY JAM 240G,3,45.9763,137.93
137123,,CO CHOCO CYRUP 355ML,2,66.66893,133.34
137124,,MC GM HICK SMKD MX 45G,5,16.034,80.17
137125,,MC GM CAJUN MIX 45G,11,16.03371,176.37
137126,,MC GM PEPPER STK MX 45G,5,16.03415,80.17
137158,,FB BALAMIC VIN 250ML,1,103.38,103.38
137173,,BBJOY MILK PC 3LAYER,4,34.29391,137.18
137174,,BBJOY MILK PC 4LAYER,3,39.31429,117.94
137176,,S CRUNCH C CHSE 12/7G,208,8.67702,"1,804.82"
137178,,GATO LEM LIME 500ML,169,22.52692,"3,807.05"
137273,,PONC MP MOIST 380ML,2,234.20536,468.41
137278,,109 SP JAR RED CAP,46,13.393,616.08
137282,,REAL L F LEMN ICE 480ML,25,12.7324,318.31
137345,,PLAX ACT SALT 500ML+250ML,2,164.79464,329.59
137348,,POSH IM B1G1 at 50P 2/180ML,10,121.44643,"1,214.46"
137349,,BABYFLO POWDER CASE,2,41.10379,82.21
137352,,SMAID TB S BRISTL 8190,6,8.17472,49.05
137354,,SMAID TB YOUTH 8191,7,5.99,41.93
137356,,BABYJOY BW SCNTD 30s,9,27.75893,249.83
137358,,BABYJOY BW SCNTD 80s,7,65.02679,455.19
137359,,BABYJOY BW UNSCNTD 30s,18,26.20536,471.7
137360,,BABYJOY BW UNSCNTD 80s,2,63.47321,126.95
137437,,TS HOPIA DICE B UBE 150G,61,14.53423,886.59
137443,,H60 BIRTHDAY MASK,24,14.73214,353.57
137474,,UNIV MH UST ALUM 4FT,2,147.32143,294.64
137498,,B BRAND IRON 150G,946,35.91385,"33,974.50"
137500,,HAPEE TP FG OBURST 25ML,10,12.43216,124.32
137502,,JADE TN HFOLDED 250s,11,30.14725,331.62
137521,,TIF 1ST CLASS BIHON 400G,22,20.08389,441.85
137522,,TOYO S RED REG 130G,17,7.14424,121.45
137534,,DM UHT BBERY YOG 90ML,945,8.55469,"8,084.18"
137535,,DM UHT YOG SBERRY 90ML,958,9.33036,"8,938.48"
137538,,PK PAPER BAG SMALL,9,22.321,200.89
137543,,56 SP JAR YEL CAP,12,8.57143,102.86
137612,,P BUTTER CONT LGE WC,50,5.366,268.3
137614,,EMPTY CONT BARU DRUM,14,133.928,"1,874.99"
137618,,NF SUNFLOWER SEEDS 20s,3,14.345,43.04
137644,,22554 DAI SPN N FRK KIT,1,37.27667,37.28
137724,,8313 DIPPER PLAIN,36,15.89319,572.15
137761,,GC GPS PCARE 60G/55G,1,8.76156,8.76
137771,,C BB OIL P FRSH F 55ML,11,9.87515,108.63
137772,,C BB OIL P FRSH F 25ML,13,6.31891,82.15
137876,,SUKA PINAKURAT 250ML,74,25.90746,"1,917.15"
137885,,LILYS PB PL 224G,1,0, -   
137939,,UFC WHL MSHRM 198G,7,26.17857,183.25
137943,,AKOTO K ACID SOAP 50G,91,17.76786,"1,616.88"
137944,,JUJU FB W/MLK CF 176G,4,145.98214,583.93
137952,,DROSR SANC GWC B BLUE,5,58.47692,292.38
137989,,623 S106 FAST FOOD,7,98.21429,687.5
138140,,PONC MP MST 12ML,66,4.83929,319.39
138143,,PONC MP FRSH 12ML,18,4.83929,87.11
138145,,TCS JAS COT 115G,4,28.55357,114.21
138150,,CTB RECYCLN AD 2s,2,170.77679,341.55
138151,,CTB BAMBOO KIDS 1s,1,113.33036,113.33
138154,,6023A TOOTHPICK,32,7.85714,251.43
138176,,CELL 5X9 HD HK PKING,336,3.21429,"1,080.00"
138177,,CELL 6X12 HD PLN PKING,218,4.55357,992.68
138179,,C 7X14 HDP PKING,4,5.7143,22.86
138180,,CELL 7X14 HD COL PKING,1,5.08929,5.09
138186,,C 10X16 HD COL PK,54,9.01786,486.96
138187,,CELL 12X18 PLN PK,13,16.07143,208.93
138269,,GEN SP AGB REG 260G,1,36.19643,36.2
138271,,GEN NDC RED 24oz,2,69.73214,139.46
138272,,GEN NDC GRN 24oz,1,69.73214,69.73
138273,,GEN NDC WHT 24oz,1,69.73214,69.73
138274,,GEN NDC RED 32oz,1,74.01786,74.02
